time,mz,charge,intensity,RT_length,points,scans,peaks,Tmz,Tintensity,Tmass,Tintensity10,Pintensity,rt_start,rt_end,Ttime,sample,fraction,status,group,mz_error,score,adj_score
69.4,630.31758,5,17183000.0,0.186667,10,7,2,630.31758,24.034479,630.32,7.235099,0.000176,69.306667,69.493333,71.371642,A1,F1,use,630.31_630.34_0,0.00012,0.994855,1.193826
69.3,630.3177,5,16974000.0,0.265,21,13,2,630.3177,24.016823,630.32,7.229784,0.000148,69.1675,69.4325,71.131278,A2,F1,use,630.31_630.34_0,0.00012,0.994855,1.193826
66.9,630.37443,5,18418000.0,0.328333,32,13,4,630.37443,24.134613,630.37,7.265242,0.000188,66.735833,67.064167,68.800617,A1,F1,use,630.35_630.38_1,0.00015,0.996777,1.196133
67.0,630.37458,5,52152000.0,0.278333,37,12,5,630.37458,25.636219,630.37,7.717271,0.000453,66.860833,67.139167,68.76866,A2,F1,use,630.35_630.38_1,0.00015,0.996777,1.196133
67.1,630.37492,5,86604000.0,0.235,40,9,5,630.37492,26.36793,630.37,7.937538,0.000862,66.9825,67.2175,68.704184,A3,F1,use,630.35_630.38_1,0.00034,0.996528,1.195834
71.0,630.92593,5,20535000.0,0.223333,15,11,2,630.92593,24.291582,630.93,7.312495,0.000205,70.888333,71.111667,72.71133,A3,F1,use,630.91_630.94_0,0.00033,0.992454,1.190945
71.1,630.9256,5,11398000.0,0.446667,28,23,3,630.9256,23.442277,630.93,7.056829,0.000117,70.876667,71.323333,73.119938,A1,F1,use,630.91_630.94_0,0.00033,0.992454,1.190945
71.4,631.11966,5,51468000.0,0.525,50,15,5,631.11966,25.617172,631.12,7.711537,0.000526,71.1375,71.6625,73.428461,A1,F1,use,631.11_631.14_0,0.00693,0.944711,1.133653
71.3,631.12659,5,13930000.0,0.171667,8,8,2,631.12659,23.731692,631.13,7.143951,0.000139,71.214167,71.385833,73.088735,A3,F1,use,631.11_631.14_0,0.00693,0.944711,1.133653
71.5,631.3215,5,15707000.0,0.435,37,14,3,631.3215,23.904904,631.32,7.196093,0.000137,71.2825,71.7175,73.283567,A2,F1,use,631.31_631.34_0,0.0001,0.994158,1.192989
71.7,631.3216,5,43617000.0,0.348333,32,10,4,631.3216,25.378387,631.32,7.639656,0.000434,71.525833,71.874167,73.499724,A3,F1,use,631.31_631.34_0,0.0001,0.994158,1.192989
34.6,631.90946,5,12029000.0,0.115667,9,6,2,631.90946,23.520013,631.91,7.08023,0.00012,34.542167,34.657833,35.3113,A3,F1,use,631.89_631.92_0,9e-05,0.954056,1.341982
34.9,631.90955,5,26644000.0,0.311667,24,15,3,631.90955,24.667307,631.91,7.425599,0.000232,34.744167,35.055833,35.775537,A2,F1,use,631.89_631.92_0,9e-05,0.954056,1.341982
68.6,631.91202,5,182620000.0,0.248333,70,17,5,631.91202,27.44427,631.91,8.261548,0.001587,68.475833,68.724167,70.41222,A2,F1,use,631.89_631.92_1,0.00012,0.985577,1.373503
68.8,631.9119,5,197950000.0,0.361667,112,26,7,631.9119,27.560561,631.91,8.296556,0.001971,68.619167,68.980833,70.450889,A3,F1,use,631.89_631.92_1,0.00012,0.985577,1.373503
68.7,631.91207,5,124360000.0,0.468333,112,30,6,631.91207,26.889947,631.91,8.094681,0.001271,68.465833,68.934167,70.651755,A1,F1,use,631.89_631.92_1,0.00017,0.985917,1.1831
58.6,633.30857,5,18022000.0,0.118167,14,10,2,633.30857,24.103256,633.31,7.255803,0.000157,58.540917,58.659083,60.139967,A2,F1,use,633.29_633.32_1,0.00026,0.976387,1.369403
58.9,633.30883,5,14336000.0,0.165833,27,11,3,633.30883,23.773139,633.31,7.156428,0.000143,58.817083,58.982917,60.278903,A3,F1,use,633.29_633.32_1,0.00026,0.976387,1.369403
69.6,633.31117,5,30414000.0,0.29,47,15,5,633.31117,24.858232,633.31,7.483074,0.000303,69.455,69.745,71.272868,A3,F1,use,633.29_633.32_2,2e-05,0.988691,1.381706
69.4,633.31119,5,30478000.0,0.318333,50,15,4,633.31119,24.861265,633.31,7.483986,0.000265,69.240833,69.559167,71.234,A2,F1,use,633.29_633.32_2,2e-05,0.988691,1.381706
69.4,633.31109,5,31317000.0,0.293333,32,12,4,633.31109,24.900443,633.31,7.49578,0.00032,69.253333,69.546667,71.371642,A1,F1,use,633.29_633.32_2,8e-05,0.987567,1.381004
62.6,633.71083,5,31290000.0,0.408333,34,26,2,633.71083,24.899198,633.71,7.495406,0.000272,62.395833,62.804167,64.248868,A2,F1,use,633.69_633.72_1,0.00014,0.996949,1.196339
62.5,633.71069,5,20090000.0,0.208333,21,14,2,633.71069,24.259974,633.71,7.30298,0.000205,62.395833,62.604167,64.275614,A1,F1,use,633.69_633.72_1,0.00014,0.996949,1.196339
62.4,633.71045,5,15008000.0,0.433333,71,28,5,633.71045,23.839228,633.71,7.176323,0.000149,62.183333,62.616667,63.87506,A3,F1,use,633.69_633.72_1,0.00038,0.995699,1.194839
68.0,634.3205,5,24003000.0,0.203333,15,10,2,634.3205,24.516711,634.32,7.380266,0.000239,67.898333,68.101667,69.62891,A3,F1,use,634.31_634.34_0,0.00352,0.283826,0.340592
71.5,634.32402,5,11284000.0,0.351667,14,10,2,634.32402,23.427775,634.32,7.052463,0.000115,71.324167,71.675833,73.531302,A1,F1,use,634.31_634.34_0,0.00352,0.283826,0.340592
61.7,634.4784,5,76330000.0,0.183333,37,12,4,634.4784,26.185747,634.48,7.882695,0.000663,61.608333,61.791667,63.324365,A2,F1,use,634.46_634.49_0,3e-05,0.996687,1.196024
62.0,634.47843,5,29538000.0,0.275,60,18,5,634.47843,24.816069,634.48,7.470381,0.000294,61.8625,62.1375,63.46407,A3,F1,use,634.46_634.49_0,3e-05,0.996687,1.196024
39.0,635.90903,5,30060000.0,0.27,31,17,3,635.90903,24.841342,635.91,7.477989,0.000307,38.865,39.135,40.107983,A1,F1,use,635.89_635.92_0,1e-05,0.993527,1.192233
39.4,635.90904,5,17761000.0,0.251667,33,15,4,635.90904,24.082209,635.91,7.249467,0.000154,39.274167,39.525833,40.417241,A2,F1,use,635.89_635.92_0,1e-05,0.993527,1.192233
32.6,635.93298,5,22183000.0,0.118,13,8,2,635.93298,24.402951,635.93,7.34602,0.000193,32.541,32.659,33.432108,A2,F1,use,635.91_635.94_0,0.00015,0.969714,1.361283
31.7,635.93313,5,23430000.0,0.231667,27,17,2,635.93313,24.481854,635.93,7.369772,0.00024,31.584167,31.815833,32.600591,A1,F1,use,635.91_635.94_0,0.00015,0.969714,1.361283
60.5,637.12259,5,14277000.0,0.228333,15,8,4,637.12259,23.76719,637.12,7.154637,0.000142,60.385833,60.614167,61.92286,A3,F1,use,637.11_637.14_0,0.0038,0.953492,1.144191
62.0,637.11879,5,6620000.0,0.078167,5,4,2,637.11879,22.6584,637.12,6.820858,5.8e-05,61.960917,62.039083,63.632533,A2,F1,use,637.11_637.14_0,0.0038,0.953492,1.144191
60.6,637.32293,5,9777500.0,0.405,22,16,3,637.32293,23.221034,637.32,6.990228,8.5e-05,60.3975,60.8025,62.194417,A2,F1,use,637.31_637.34_1,0.00052,0.992317,1.390344
60.8,637.32345,5,13815000.0,0.205,17,10,3,637.32345,23.719732,637.32,7.140351,0.000141,60.6975,60.9025,62.527317,A1,F1,use,637.31_637.34_1,0.00052,0.992317,1.388637
61.5,637.31919,5,41047000.0,0.55,119,40,5,637.31919,25.290773,637.32,7.613281,0.000357,61.225,61.775,63.11892,A2,F1,use,637.31_637.34_2,7e-05,0.991009,1.389036
61.5,637.31912,5,26053000.0,0.423333,57,21,4,637.31912,24.634946,637.32,7.415858,0.000266,61.288333,61.711667,63.247204,A1,F1,use,637.31_637.34_2,0.00015,0.989285,1.385606
61.8,637.31927,5,13136000.0,0.295,29,21,2,637.31927,23.647023,637.32,7.118463,0.000131,61.6525,61.9475,63.258576,A3,F1,use,637.31_637.34_2,0.00015,0.989285,1.187142
59.7,637.44789,5,12463000.0,0.141833,18,11,2,637.44789,23.571148,637.45,7.095623,0.000108,59.629083,59.770917,61.269915,A2,F1,use,637.43_637.46_0,0.00012,0.986928,1.184314
59.7,637.44801,5,22881000.0,0.265,24,17,2,637.44801,24.447647,637.45,7.359475,0.000228,59.5675,59.8325,61.100882,A3,F1,use,637.43_637.46_0,0.00012,0.986928,1.184314
63.5,637.51492,5,14868000.0,0.373333,28,23,2,637.51492,23.825707,637.51,7.172253,0.000152,63.313333,63.686667,65.304024,A1,F1,use,637.51_637.54_1,0.00096,0.990853,1.387352
63.7,637.51527,5,13154000.0,0.326667,41,20,4,637.51527,23.648998,637.52,7.119058,0.000131,63.536667,63.863333,65.210775,A3,F1,use,637.51_637.54_1,0.00061,0.996364,1.195636
63.6,637.51588,5,34200000.0,0.39,53,26,3,637.51588,25.027493,637.52,7.534026,0.000297,63.405,63.795,65.276093,A2,F1,use,637.51_637.54_1,0.00096,0.990853,1.189024
50.7,638.44405,5,2704700.0,0.040667,4,2,2,638.44405,21.367037,638.44,6.432119,2.7e-05,50.679667,50.720333,51.853621,A3,F1,use,638.43_638.46_0,0.00272,0.986513,1.183815
51.3,638.44677,5,14158000.0,0.205,16,10,2,638.44677,23.755114,638.45,7.151002,0.000123,51.1975,51.4025,52.641222,A2,F1,use,638.43_638.46_0,0.00272,0.986513,1.183815
70.7,638.47185,5,27527000.0,0.226667,18,14,2,638.47185,24.714344,638.47,7.439759,0.000274,70.586667,70.813333,72.403088,A3,F1,use,638.45_638.48_0,0.00073,0.995532,1.194638
70.4,638.47258,5,24030000.0,0.185,19,11,2,638.47258,24.518333,638.47,7.380754,0.000246,70.3075,70.4925,72.400051,A1,F1,use,638.45_638.48_0,0.00073,0.995532,1.194638
56.4,640.43518,5,5405100.0,0.0585,5,3,2,640.43518,22.36589,640.44,6.732804,5.5e-05,56.37075,56.42925,58.002314,A1,F1,use,640.42_640.45_1,0.00623,0.845497,1.211962
56.9,640.44141,5,12328000.0,0.080333,8,6,2,640.44141,23.555435,640.44,7.090893,0.000107,56.859833,56.940167,58.393684,A2,F1,use,640.42_640.45_1,0.00623,0.845497,1.014596
56.7,640.51781,5,18500000.0,0.441667,47,25,3,640.51781,24.141022,640.52,7.267172,0.000189,56.479167,56.920833,58.310837,A1,F1,use,640.51_640.54_0,0.00061,0.993819,1.192583
56.2,640.51842,5,42159000.0,0.37,68,28,4,640.51842,25.329337,640.52,7.62489,0.000366,56.015,56.385,57.674626,A2,F1,use,640.51_640.54_0,0.00061,0.993819,1.192583
65.8,643.12778,5,14830000.0,0.248333,26,12,3,643.12778,23.822015,643.13,7.171141,0.000129,65.675833,65.924167,67.535989,A2,F1,use,643.11_643.14_1,0.00012,0.996774,1.196129
65.7,643.12766,5,35724000.0,0.256667,28,13,4,643.12766,25.09039,643.13,7.55296,0.000365,65.571667,65.828333,67.566525,A1,F1,use,643.11_643.14_1,0.00012,0.996774,1.196129
65.8,643.12776,5,22511000.0,0.203333,18,8,4,643.12776,24.424127,643.13,7.352395,0.000224,65.698333,65.901667,67.368469,A3,F1,use,643.11_643.14_1,2e-05,0.996381,1.195657
60.9,646.33098,5,17515000.0,0.286667,22,13,3,646.33098,24.062088,646.33,7.24341,0.000179,60.756667,61.043333,62.630158,A1,F1,use,646.31_646.34_0,0.00069,0.799066,0.958879
65.2,646.33167,5,27723000.0,0.215,26,18,2,646.33167,24.72458,646.33,7.44284,0.000241,65.0925,65.3075,66.919654,A2,F1,use,646.31_646.34_0,0.00069,0.799066,0.958879
65.0,646.53234,5,378760000.0,0.688333,193,42,7,646.53234,28.496709,646.53,8.578364,0.003772,64.655833,65.344167,66.54649,A3,F1,use,646.51_646.54_1,7e-05,0.993525,1.19223
64.7,646.53241,5,419140000.0,0.58,171,37,6,646.53241,28.642857,646.53,8.622359,0.004285,64.41,64.99,66.538115,A1,F1,use,646.51_646.54_1,7e-05,0.993525,1.19223
64.7,646.53258,5,248170000.0,0.726667,233,51,6,646.53258,27.886753,646.53,8.394749,0.002157,64.336667,65.063333,66.406041,A2,F1,use,646.51_646.54_1,0.00017,0.991198,1.189438
65.4,646.72977,5,234000000.0,0.758333,170,45,7,646.72977,27.801933,646.73,8.369216,0.002392,65.020833,65.779167,67.258002,A1,F1,use,646.71_646.74_1,4e-05,0.995071,1.388698
65.5,646.72973,5,125000000.0,0.678333,140,42,5,646.72973,26.897353,646.73,8.09691,0.001087,65.160833,65.839167,67.227822,A2,F1,use,646.71_646.74_1,4e-05,0.995071,1.194086
65.6,646.72959,5,172010000.0,0.475,92,21,7,646.72959,27.357917,646.73,8.235554,0.001713,65.3625,65.8375,67.162974,A3,F1,use,646.71_646.74_1,0.00014,0.990202,1.188242
49.8,648.43735,5,23983000.0,0.51,37,28,2,648.43735,24.515509,648.44,7.379904,0.000208,49.545,50.055,51.100384,A2,F1,use,648.42_648.45_0,0.00135,0.993515,1.192218
49.6,648.436,5,16726000.0,0.728333,72,45,2,648.436,23.995589,648.44,7.223392,0.000171,49.235833,49.964167,51.009127,A1,F1,use,648.42_648.45_0,0.00135,0.993515,1.192218
59.0,649.34185,5,10235000.0,0.205,19,11,2,649.34185,23.287008,649.34,7.010088,0.000105,58.8975,59.1025,60.676179,A1,F1,use,649.32_649.35_0,0.00042,0.996157,1.195389
59.1,649.34143,5,8745200.0,0.143333,8,7,2,649.34143,23.06006,649.34,6.94177,8.7e-05,59.028333,59.171667,60.484398,A3,F1,use,649.32_649.35_0,0.00042,0.996157,1.195389
70.1,652.33824,5,28463000.0,0.221667,36,12,4,652.33824,24.762584,652.34,7.454281,0.000247,69.989167,70.210833,71.953058,A2,F1,use,652.32_652.35_1,0.0002,0.995835,1.195002
70.3,652.33844,5,28062000.0,0.246667,24,10,3,652.33844,24.742114,652.34,7.448119,0.000279,70.176667,70.423333,71.992099,A3,F1,use,652.32_652.35_1,0.0002,0.995835,1.195002
70.1,652.33885,5,14883000.0,0.193333,14,10,2,652.33885,23.827162,652.34,7.17269,0.000152,70.003333,70.196667,72.091528,A1,F1,use,652.32_652.35_1,0.00041,0.995296,1.194355
70.5,655.73464,5,25888000.0,0.24,18,13,3,655.73464,24.62578,655.73,7.413098,0.000258,70.38,70.62,72.197594,A3,F1,use,655.71_655.74_1,0.00095,0.995441,1.194529
70.2,655.73369,5,10462000.0,0.1465,8,6,2,655.73369,23.318655,655.73,7.019615,0.000107,70.12675,70.27325,72.194369,A1,F1,use,655.71_655.74_1,0.00095,0.995441,1.194529
70.2,655.734,5,29336000.0,0.168333,11,8,2,655.734,24.806169,655.73,7.467401,0.000255,70.115833,70.284167,72.055781,A2,F1,use,655.71_655.74_1,0.00031,0.995226,1.194271
69.3,658.13284,5,211960000.0,0.295,71,16,6,658.13284,27.659217,658.13,8.326254,0.001842,69.1525,69.4475,71.131278,A2,F1,use,658.11_658.14_1,0.00033,0.995897,1.195076
69.4,658.13317,5,300100000.0,0.338333,63,16,6,658.13317,28.160868,658.13,8.477266,0.002989,69.230833,69.569167,71.067373,A3,F1,use,658.11_658.14_1,0.00033,0.995897,1.195076
69.3,658.13303,5,92682000.0,0.295,59,12,6,658.13303,26.465786,658.13,7.966995,0.000948,69.1525,69.4475,71.268801,A1,F1,use,658.11_658.14_1,0.00019,0.995649,1.194779
74.4,658.54019,5,90399000.0,0.55,92,28,4,658.54019,26.429803,658.54,7.956164,0.0009,74.125,74.675,76.20474,A3,F1,use,658.52_658.55_1,0.00019,0.993818,1.192582
74.3,658.54,5,82660000.0,0.535,118,31,4,658.54,26.300686,658.54,7.917295,0.000719,74.0325,74.5675,76.267404,A2,F1,use,658.52_658.55_1,0.00051,0.993592,1.192311
74.2,658.54051,5,41642000.0,0.53,99,29,4,658.54051,25.311536,658.54,7.619532,0.000426,73.935,74.465,76.308009,A1,F1,use,658.52_658.55_1,0.00051,0.993592,1.192311
65.6,661.33243,5,83277000.0,0.295,33,13,5,661.33243,26.311415,661.33,7.920525,0.000829,65.4525,65.7475,67.162974,A3,F1,use,661.31_661.34_0,0.0006,0.996306,1.195567
65.5,661.33183,5,36075000.0,0.256667,44,13,4,661.33183,25.104496,661.33,7.557206,0.000314,65.371667,65.628333,67.227822,A2,F1,use,661.31_661.34_0,0.0006,0.996306,1.195567
66.5,661.9409,5,26610000.0,0.183333,14,9,3,661.9409,24.665465,661.94,7.425045,0.000231,66.408333,66.591667,68.255047,A2,F1,use,661.92_661.95_0,0.00024,0.995192,1.194231
66.7,661.94066,5,9033100.0,0.188333,9,6,2,661.94066,23.10679,661.94,6.955837,9.2e-05,66.605833,66.794167,68.594935,A1,F1,use,661.92_661.95_0,0.00024,0.995192,1.194231
47.8,664.30798,5,15227000.0,0.245,31,17,3,664.30798,23.860128,664.31,7.182614,0.000156,47.6775,47.9225,49.157989,A1,F1,use,664.29_664.32_0,0.00104,0.989295,1.187154
46.9,664.30694,5,9123500.0,0.153667,14,12,2,664.30694,23.121156,664.31,6.960161,9.1e-05,46.823167,46.976833,47.949223,A3,F1,use,664.29_664.32_0,0.00104,0.989295,1.187154
72.9,664.54234,5,351870000.0,0.443333,106,22,7,664.54234,28.390467,664.54,8.546382,0.003059,72.678333,73.121667,74.829289,A2,F1,use,664.52_664.55_1,0.00013,0.994676,1.193612
73.0,664.54247,5,372080000.0,0.491667,119,22,7,664.54247,28.471038,664.54,8.570636,0.003706,72.754167,73.245833,74.766277,A3,F1,use,664.52_664.55_1,0.00013,0.994676,1.193612
72.9,664.54254,5,379930000.0,0.348333,100,16,8,664.54254,28.501158,664.54,8.579704,0.003884,72.725833,73.074167,74.971076,A1,F1,use,664.52_664.55_1,0.0002,0.993943,1.192732
44.8,665.43787,5,8722400.0,0.173333,18,12,2,665.43787,23.056294,665.44,6.940636,8.7e-05,44.713333,44.886667,45.791529,A3,F1,use,665.42_665.45_0,0.00018,0.992988,1.191585
45.2,665.43805,5,10364000.0,0.201667,17,12,2,665.43805,23.305078,665.44,7.015527,0.000106,45.099167,45.300833,46.484124,A1,F1,use,665.42_665.45_0,0.00018,0.992988,1.191585
70.0,667.74163,5,15497000.0,0.29,17,11,2,667.74163,23.885486,667.74,7.190248,0.000154,69.855,70.145,71.683857,A3,F1,use,667.72_667.75_1,0.00048,0.986425,1.381543
69.9,667.74211,5,10417000.0,0.306667,34,16,3,667.74211,23.312437,667.74,7.017743,9.1e-05,69.746667,70.053333,71.747613,A2,F1,use,667.72_667.75_1,0.00048,0.986425,1.381543
69.9,667.74162,5,17526000.0,0.228333,24,11,3,667.74162,24.062993,667.74,7.243683,0.000179,69.785833,70.014167,71.885847,A1,F1,use,667.72_667.75_1,0.0006,0.974132,1.168958
69.4,667.74102,5,41830000.0,0.1655,13,6,3,667.74102,25.318035,667.74,7.621488,0.000417,69.31725,69.48275,71.067373,A3,F1,use,667.72_667.75_2,0.0004,0.989166,1.384284
69.2,667.74142,5,14284000.0,0.235,19,12,3,667.74142,23.767897,667.74,7.15485,0.000124,69.0825,69.3175,71.028555,A2,F1,use,667.72_667.75_2,0.0004,0.989166,1.384284
51.1,669.45904,5,6339100.0,0.094,8,6,2,669.45904,22.595847,669.46,6.802028,6.3e-05,51.053,51.147,52.264611,A3,F1,use,669.45_669.48_0,0.01413,0.017152,0.020583
49.2,669.47317,5,5719400.0,0.082667,7,5,2,669.47317,22.447432,669.47,6.75735,5.8e-05,49.158667,49.241333,50.597763,A1,F1,use,669.45_669.48_0,0.01413,0.017152,0.020583
12.5,672.06141,5,2019500.0,0.1425,68,18,5,672.06141,20.945567,672.06,6.305244,2.1e-05,12.42875,12.57125,12.855123,A1,F1,use,672.04_672.07_1,0.00027,0.995993,1.195192
12.7,672.06114,5,1219600.0,0.164167,66,23,4,672.06114,20.217977,672.06,6.086217,1.1e-05,12.617917,12.782083,12.990325,A2,F1,use,672.04_672.07_1,0.00027,0.995993,1.195192
13.4,672.0612,5,1431500.0,0.157667,59,23,4,672.0612,20.449096,672.06,6.155791,1.4e-05,13.321167,13.478833,13.528865,A3,F1,use,672.04_672.07_1,6e-05,0.995076,1.194091
69.1,672.15928,5,28535000.0,0.455,89,22,5,672.15928,24.766229,672.16,7.455378,0.000292,68.8725,69.3275,71.063119,A1,F1,use,672.14_672.17_1,0.00012,0.995775,1.19493
69.3,672.1594,5,37838000.0,0.418333,73,18,5,672.1594,25.173332,672.16,7.577928,0.000377,69.090833,69.509167,70.964626,A3,F1,use,672.14_672.17_1,0.00012,0.995775,1.19493
69.0,672.15901,5,20161000.0,0.511667,88,27,5,672.15901,24.265064,672.16,7.304512,0.000175,68.744167,69.255833,70.82311,A2,F1,use,672.14_672.17_1,0.00039,0.995355,1.194426
53.3,672.92746,5,22390000.0,0.236667,21,15,2,672.92746,24.416351,672.93,7.350054,0.000195,53.181667,53.418333,54.695673,A2,F1,use,672.91_672.94_0,0.00114,0.74501,1.290539
50.6,672.92632,5,47702000.0,0.48,121,30,5,672.92632,25.507546,672.93,7.678537,0.000475,50.36,50.84,51.750874,A3,F1,use,672.91_672.94_0,0.00114,0.74501,1.088904
52.1,672.92654,5,25588000.0,0.278333,33,19,3,672.92654,24.608964,672.93,7.408036,0.000222,51.960833,52.239167,53.463002,A2,F1,use,672.91_672.94_1,0.00042,0.989686,1.535215
52.1,672.92612,5,13001000.0,0.315,31,14,4,672.92612,23.632119,672.93,7.113977,0.000133,51.9425,52.2575,53.580152,A1,F1,use,672.91_672.94_1,0.00042,0.989686,1.386213
51.9,672.92715,5,13307000.0,0.24,25,10,4,672.92715,23.665682,672.93,7.12408,0.000133,51.78,52.02,53.086589,A3,F1,use,672.91_672.94_1,0.00042,0.97446,1.318354
51.1,672.92642,5,172730000.0,0.1625,43,10,6,672.92642,27.363943,672.93,8.237368,0.001501,51.01875,51.18125,52.435777,A2,F1,use,672.91_672.94_2,0.00031,0.99295,1.538479
51.0,672.92673,5,92828000.0,0.34,86,19,6,672.92673,26.468057,672.93,7.967679,0.000949,50.83,51.17,52.448901,A1,F1,use,672.91_672.94_2,0.00031,0.99295,1.389477
53.6,673.12849,5,17179000.0,0.438333,36,28,2,673.12849,24.034143,673.13,7.234998,0.000176,53.380833,53.819167,55.122766,A1,F1,use,673.11_673.14_0,0.00054,0.993688,1.192425
53.1,673.12795,5,17209000.0,0.1155,9,7,2,673.12795,24.03666,673.13,7.235756,0.000171,53.04225,53.15775,54.319557,A3,F1,use,673.11_673.14_0,0.00054,0.993688,1.192425
70.2,673.35618,5,207680000.0,0.456667,82,26,6,673.35618,27.629787,673.36,8.317395,0.002123,69.971667,70.428333,72.194369,A1,F1,use,673.34_673.37_0,0.00053,0.995509,1.194611
70.5,673.35671,5,155100000.0,0.43,85,25,5,673.35671,27.208623,673.36,8.190612,0.001545,70.285,70.715,72.197594,A3,F1,use,673.34_673.37_0,0.00053,0.995509,1.194611
55.7,675.14112,5,68423000.0,0.241667,52,18,4,675.14112,26.027978,675.14,7.835202,0.0007,55.579167,55.820833,57.282427,A1,F1,use,675.12_675.15_1,0.00082,0.994085,1.192903
55.1,675.14173,5,41062000.0,0.1545,16,7,3,675.14173,25.291301,675.14,7.61344,0.000409,55.02275,55.17725,56.374504,A3,F1,use,675.12_675.15_1,0.00143,0.99405,1.19286
55.2,675.1403,5,23108000.0,0.34,43,18,4,675.1403,24.461889,675.14,7.363762,0.000201,55.03,55.37,56.647401,A2,F1,use,675.12_675.15_1,0.00143,0.99405,1.19286
69.3,675.34627,5,10003000.0,0.130167,9,6,2,675.34627,23.253929,675.35,7.00013,8.7e-05,69.234917,69.365083,71.131278,A2,F1,use,675.33_675.36_0,0.00041,0.995099,1.194119
69.3,675.34586,5,7717500.0,0.175,15,7,3,675.34586,22.879702,675.35,6.887477,7.9e-05,69.2125,69.3875,71.268801,A1,F1,use,675.33_675.36_0,0.00041,0.995099,1.194119
70.2,676.15139,5,34023000.0,0.238333,28,12,4,676.15139,25.020007,676.15,7.531773,0.000348,70.080833,70.319167,72.194369,A1,F1,use,676.13_676.16_0,0.00062,0.995279,1.194334
70.3,676.15201,5,36029000.0,0.328333,32,20,3,676.15201,25.102655,676.15,7.556652,0.000313,70.135833,70.464167,72.158503,A2,F1,use,676.13_676.16_0,0.00062,0.995279,1.194334
23.6,676.49959,5,24493000.0,0.24,23,10,3,676.49959,24.545866,676.5,7.389042,0.00025,23.48,23.72,24.270472,A1,F1,use,676.48_676.51_0,2e-05,0.994841,1.193809
24.3,676.49957,5,31946000.0,0.248333,24,9,5,676.49957,24.929132,676.5,7.504416,0.000278,24.175833,24.424167,24.906138,A2,F1,use,676.48_676.51_0,2e-05,0.994841,1.193809
69.0,679.56024,5,39272000.0,0.295,35,14,3,679.56024,25.226998,679.56,7.594083,0.000391,68.8525,69.1475,70.656384,A3,F1,use,679.54_679.57_0,0.00026,0.996046,1.195256
68.8,679.55998,5,29967000.0,0.225,34,14,4,679.55998,24.836871,679.56,7.476643,0.00026,68.6875,68.9125,70.617665,A2,F1,use,679.54_679.57_0,0.00026,0.996046,1.195256
69.4,681.15355,5,15562000.0,0.139167,10,7,2,681.15355,23.891524,681.15,7.192065,0.000135,69.330417,69.469583,71.234,A2,F1,use,681.13_681.16_0,3e-05,0.996029,1.195235
69.5,681.15358,5,13968000.0,0.201667,13,11,2,681.15358,23.735622,681.15,7.145134,0.000139,69.399167,69.600833,71.17012,A3,F1,use,681.13_681.16_0,3e-05,0.996029,1.195235
60.4,681.76588,5,8555500.0,0.261667,17,12,2,681.76588,23.028421,681.77,6.932245,8.5e-05,60.269167,60.530833,61.820113,A3,F1,use,681.75_681.78_0,0.00085,0.996065,1.195278
60.3,681.76673,5,13174000.0,0.122833,8,6,2,681.76673,23.65119,681.77,7.119718,0.000115,60.238583,60.361417,61.88625,A2,F1,use,681.75_681.78_0,0.00085,0.996065,1.195278
73.0,682.53349,5,6790000.0,0.188333,12,7,2,682.53349,22.69498,682.53,6.83187,6.8e-05,72.905833,73.094167,74.766277,A3,F1,use,682.51_682.54_0,0.00011,0.994612,1.193534
72.9,682.5336,5,11548000.0,0.228333,12,9,2,682.5336,23.46114,682.53,7.062507,0.0001,72.785833,73.014167,74.829289,A2,F1,use,682.51_682.54_0,0.00011,0.994612,1.193534
51.7,683.12473,5,33991000.0,0.183333,24,10,3,683.12473,25.018649,683.12,7.531364,0.000348,51.608333,51.791667,53.168788,A1,F1,use,683.11_683.14_0,0.00038,0.995009,1.19401
51.6,683.12511,5,25642000.0,0.2,29,13,3,683.12511,24.612005,683.13,7.408952,0.000223,51.5,51.7,52.94939,A2,F1,use,683.11_683.14_0,0.00038,0.995009,1.19401
40.8,688.62907,5,18034000.0,0.578333,51,35,2,688.62907,24.104216,688.63,7.256092,0.00018,40.510833,41.089167,41.681635,A3,F1,use,688.61_688.64_0,0.00011,0.993373,1.192048
41.1,688.62918,5,10618000.0,0.111833,10,7,2,688.62918,23.340009,688.63,7.026043,9.2e-05,41.044083,41.155917,42.163524,A2,F1,use,688.61_688.64_0,0.00011,0.993373,1.192048
48.9,689.19434,5,55531000.0,0.318333,91,22,5,689.19434,25.72679,689.19,7.744535,0.000568,48.740833,49.059167,50.28924,A1,F1,use,689.17_689.2_1,0.00055,0.98129,1.368548
49.4,689.19489,5,65389000.0,0.341667,61,19,4,689.19489,25.962545,689.19,7.815505,0.000568,49.229167,49.570833,50.689494,A2,F1,use,689.17_689.2_1,0.00055,0.98129,1.368548
48.7,689.19414,5,22903000.0,0.431667,49,22,4,689.19414,24.449033,689.19,7.359892,0.000199,48.484167,48.915833,49.970436,A2,F1,use,689.17_689.2_2,0.00029,0.954999,1.342256
48.5,689.19385,5,12390000.0,0.306667,20,12,2,689.19385,23.562673,689.19,7.093071,0.000127,48.346667,48.653333,49.877876,A1,F1,use,689.17_689.2_2,0.00029,0.954999,1.342256
