time,mz,charge,intensity,RT_length,points,scans,peaks,Tmz,Tintensity,Tmass,Tintensity10,Pintensity,rt_start,rt_end,Ttime,sample,fraction,status,group,mz_error,score,adj_score
17.8,452.61762,5,4188400.0,0.256667,32,14,4,452.61762,21.997968,452.62,6.622048,4.3e-05,17.671667,17.928333,18.305695,A1,F1,use,452.61_452.64_1,0.00021,0.993578,1.192293
19.1,452.61746,5,3087000.0,0.28,29,15,3,452.61746,21.557774,452.62,6.489537,3.1e-05,18.96,19.24,19.326336,A3,F1,use,452.61_452.64_1,0.00037,0.992586,1.191103
75.7,452.83074,5,9652300.0,0.511667,45,25,2,452.83074,23.202441,452.83,6.984631,9.9e-05,75.444167,75.955833,77.850623,A1,F1,use,452.81_452.84_1,0.00029,0.986995,1.383272
75.7,452.83045,5,13095000.0,0.818333,49,36,2,452.83045,23.642513,452.83,7.117106,0.000114,75.290833,76.109167,77.70552,A2,F1,use,452.81_452.84_1,0.00029,0.986995,1.383272
74.9,452.83086,5,2879100.0,0.150833,10,8,2,452.83086,21.457186,452.83,6.459257,2.5e-05,74.824583,74.975417,76.88374,A2,F1,use,452.81_452.84_2,0.00018,0.994389,1.390666
74.9,452.83104,5,3558000.0,0.473333,49,32,2,452.83104,21.762635,452.83,6.551206,3.6e-05,74.663333,75.136667,77.027896,A1,F1,use,452.81_452.84_2,0.00018,0.994389,1.390666
74.6,452.83074,5,3026000.0,0.265,17,12,2,452.83074,21.528981,452.83,6.480869,3e-05,74.4675,74.7325,76.410234,A3,F1,use,452.81_452.84_2,0.00012,0.987263,1.184716
26.8,453.0085,5,6658400.0,0.0785,6,2,3,453.0085,22.666744,453.01,6.82337,5.8e-05,26.76075,26.83925,27.455012,A2,F1,use,452.99_453.02_1,0.00085,0.973865,1.366079
26.4,453.00765,5,10517000.0,0.108333,9,9,2,453.00765,23.32622,453.01,7.021892,0.000108,26.345833,26.454167,27.150019,A1,F1,use,452.99_453.02_1,0.00085,0.973865,1.353797
28.4,453.0081,5,185050000.0,0.351667,88,22,6,453.0081,27.46334,453.01,8.267289,0.001609,28.224167,28.575833,29.052769,A2,F1,use,452.99_453.02_2,0.00028,0.987203,1.379417
28.8,453.00838,5,131470000.0,0.401667,119,30,6,453.00838,26.970158,453.01,8.118827,0.001309,28.599167,29.000833,29.244201,A3,F1,use,452.99_453.02_2,0.00028,0.987203,1.184644
66.1,453.47237,5,9632500.0,0.071333,6,4,2,453.47237,23.199479,453.47,6.983739,9.8e-05,66.064333,66.135667,67.977889,A1,F1,use,453.46_453.49_0,0.00299,0.990599,1.188719
65.8,453.47536,5,14287000.0,0.246667,17,13,2,453.47536,23.7682,453.48,7.154941,0.000124,65.676667,65.923333,67.535989,A2,F1,use,453.46_453.49_0,0.00299,0.990599,1.188719
65.1,453.6724,5,2658700000.0,0.79,251,46,7,453.6724,31.308074,453.67,9.424669,0.026478,64.705,65.495,66.649238,A3,F1,use,453.65_453.68_1,3e-05,0.99751,1.197012
64.9,453.67243,5,2113000000.0,1.07,339,69,7,453.67243,30.976646,453.67,9.324899,0.018367,64.365,65.435,66.611486,A2,F1,use,453.65_453.68_1,3e-05,0.99751,1.197012
64.9,453.6724,5,5603800000.0,0.868333,276,53,7,453.6724,32.383758,453.67,9.748483,0.057292,64.465833,65.334167,66.743797,A1,F1,use,453.65_453.68_1,0.0,0.997385,1.196862
65.0,453.76846,5,10751000.0,0.062833,6,4,2,453.76846,23.357968,453.77,7.031449,9.3e-05,64.968583,65.031417,66.714209,A2,F1,use,453.75_453.78_0,0.00135,0.996485,1.195782
64.9,453.76711,5,37210000.0,0.073333,7,4,2,453.76711,25.149187,453.77,7.57066,0.00038,64.863333,64.936667,66.743797,A1,F1,use,453.75_453.78_0,0.00135,0.996485,1.195782
65.0,453.7767,5,7764000.0,0.034833,6,2,3,453.7767,22.888369,453.78,6.890086,6.7e-05,64.982583,65.017417,66.714209,A2,F1,use,453.78_453.81_1,0.00021,0.997023,1.196427
65.1,453.77691,5,8041200.0,0.089,5,4,2,453.77691,22.938979,453.78,6.905321,8e-05,65.0555,65.1445,66.649238,A3,F1,use,453.78_453.81_1,0.00021,0.997023,1.196427
65.2,453.77605,5,3406100.0,0.0415,6,3,2,453.77605,21.699689,453.78,6.532257,3.5e-05,65.17925,65.22075,67.05232,A1,F1,use,453.78_453.81_1,0.00065,0.995436,1.194524
47.7,453.82777,5,7722500.0,0.1455,10,9,2,453.82777,22.880637,453.83,6.887758,7.9e-05,47.62725,47.77275,49.055148,A1,F1,use,453.81_453.84_0,0.00013,0.994164,1.192996
47.9,453.82764,5,6805500.0,0.086167,12,6,3,453.82764,22.69827,453.83,6.83286,5.9e-05,47.856917,47.943083,49.148656,A2,F1,use,453.81_453.84_0,0.00013,0.994164,1.192996
66.5,453.86972,5,31965000.0,0.43,47,22,3,453.86972,24.92999,453.87,7.504675,0.000278,66.285,66.715,68.255047,A2,F1,use,453.85_453.88_1,0.00036,0.985632,1.380975
66.7,453.86928,5,17306000.0,0.26,26,11,3,453.86928,24.044769,453.87,7.238197,0.000177,66.57,66.83,68.594935,A1,F1,use,453.85_453.88_1,8e-05,0.985575,1.380907
66.8,453.86936,5,20122000.0,0.26,36,13,4,453.86936,24.26227,453.87,7.303671,0.0002,66.67,66.93,68.395942,A3,F1,use,453.85_453.88_1,0.00036,0.985632,1.380808
65.9,453.86914,5,19204000.0,0.265,44,18,3,453.86914,24.194904,453.87,7.283392,0.000167,65.7675,66.0325,67.638712,A2,F1,use,453.85_453.88_2,7e-05,0.991084,1.386427
65.8,453.86907,5,10253000.0,0.256667,25,12,4,453.86907,23.289543,453.87,7.010851,0.000105,65.671667,65.928333,67.669366,A1,F1,use,453.85_453.88_2,7e-05,0.991084,1.386415
66.0,453.8693,5,23145000.0,0.216667,30,12,4,453.8693,24.464197,453.87,7.364457,0.00023,65.891667,66.108333,67.573964,A3,F1,use,453.85_453.88_2,0.00016,0.990251,1.385427
67.1,454.06989,5,2653200.0,0.1335,6,5,2,454.06989,21.339302,454.07,6.42377,2.6e-05,67.03325,67.16675,68.704184,A3,F1,use,454.05_454.08_0,0.00368,0.987084,1.184501
66.4,454.07357,5,4654000.0,0.150667,8,6,2,454.07357,22.15004,454.07,6.667826,4e-05,66.324667,66.475333,68.152324,A2,F1,use,454.05_454.08_0,0.00368,0.987084,1.184501
43.5,454.62896,5,6477800.0,0.139333,18,6,4,454.62896,22.627072,454.63,6.811428,6.6e-05,43.430333,43.569667,44.735827,A1,F1,use,454.61_454.64_0,0.00027,0.992331,1.190797
43.8,454.62869,5,9022500.0,0.1525,16,9,3,454.62869,23.105096,454.63,6.955327,7.8e-05,43.72375,43.87625,44.937032,A2,F1,use,454.61_454.64_0,0.00027,0.992331,1.190797
41.4,456.82796,5,9991400.0,0.391667,47,22,3,456.82796,23.252255,456.83,6.999626,8.7e-05,41.204167,41.595833,42.471691,A2,F1,use,456.81_456.84_0,0.00035,0.990335,1.188402
40.9,456.82761,5,13023000.0,0.458333,45,29,3,456.82761,23.634558,456.83,7.114711,0.000133,40.670833,41.129167,42.061962,A1,F1,use,456.81_456.84_0,0.00035,0.990335,1.188402
16.4,460.03981,5,1603100.0,0.26,31,24,2,460.03981,20.612433,460.04,6.204961,1.4e-05,16.27,16.53,16.791058,A2,F1,use,460.02_460.05_0,0.00055,0.991172,1.189407
17.4,460.03926,5,1740000.0,0.231667,22,14,2,460.03926,20.730656,460.04,6.240549,1.7e-05,17.284167,17.515833,17.579631,A3,F1,use,460.02_460.05_0,0.00055,0.991172,1.189407
35.4,461.05463,5,36235000.0,0.451667,61,37,2,461.05463,25.110881,461.05,7.559128,0.000315,35.174167,35.625833,36.308339,A2,F1,use,461.03_461.06_0,0.00025,0.951601,1.141921
38.9,461.05438,5,6134400.0,0.285,14,13,2,461.05438,22.548491,461.05,6.787772,6.1e-05,38.7575,39.0425,39.729436,A3,F1,use,461.03_461.06_0,0.00025,0.951601,1.141921
22.5,461.40821,5,10221000.0,0.075,8,3,3,461.40821,23.285033,461.41,7.009493,0.000102,22.4625,22.5375,22.819745,A3,F1,use,461.39_461.42_1,0.00048,0.993523,1.192228
22.0,461.40773,5,10007000.0,0.133667,11,5,3,461.40773,23.254506,461.41,7.000304,8.7e-05,21.933167,22.066833,22.54352,A2,F1,use,461.39_461.42_1,0.00048,0.993523,1.192228
21.4,461.40852,5,7348900.0,0.107,9,4,3,461.40852,22.809097,461.41,6.866222,7.5e-05,21.3465,21.4535,22.00797,A1,F1,use,461.39_461.42_1,0.00079,0.991872,1.190247
6.68,461.84944,5,403870.0,0.023667,5,3,2,461.84944,18.623531,461.85,5.606242,4e-06,6.668167,6.691833,6.51649,A3,F1,use,461.83_461.86_0,8e-05,0.965652,1.158782
8.03,461.84936,5,738190.0,0.019167,4,2,2,461.84936,19.493633,461.85,5.868168,6e-06,8.020417,8.039583,8.193182,A2,F1,use,461.83_461.86_0,8e-05,0.965652,1.158782
6.39,462.04175,5,750260.0,0.024333,5,3,2,462.04175,19.517031,462.04,5.875212,7e-06,6.377833,6.402167,6.368365,A2,F1,use,462.02_462.05_1,0.0011,0.151861,0.56763
9.64,462.04065,5,665570.0,0.024333,5,3,2,462.04065,19.344231,462.04,5.823194,7e-06,9.627833,9.652167,9.913871,A1,F1,use,462.02_462.05_1,0.00196,0.098092,0.521947
2.62,462.04093,5,583210.0,0.018333,4,2,2,462.04093,19.153656,462.04,5.765825,5e-06,2.610833,2.629167,2.616703,A2,F1,use,462.02_462.05_10,0.002,0.953153,1.356078
11.4,462.04293,5,475570.0,0.0525,11,7,2,462.04293,18.859298,462.04,5.677214,5e-06,11.37375,11.42625,2.622287,A3,F1,use,462.02_462.05_10,0.002,0.953153,1.356078
10.4,462.03967,5,903220.0,0.032333,6,4,2,462.03967,19.784718,462.04,5.955794,8e-06,10.383833,10.416167,6.47481,A2,F1,use,462.02_462.05_2,0.00206,0.096634,0.54657
8.73,462.04173,5,704750.0,0.030833,7,4,2,462.04173,19.426752,462.04,5.848035,7e-06,8.714583,8.745417,8.978018,A1,F1,use,462.02_462.05_2,0.00037,0.068278,0.30351
4.52,462.0421,5,417140.0,0.046667,11,7,2,462.0421,18.670172,462.04,5.620282,4e-06,4.496667,4.543333,4.198682,A3,F1,use,462.02_462.05_3,0.00034,0.270897,0.865482
0.661,462.04176,5,622440.0,0.018833,4,2,2,462.04176,19.247575,462.04,5.794097,5e-06,0.651583,0.670417,6.178996,A2,F1,use,462.02_462.05_3,0.00034,0.270897,0.723521
5.39,462.04261,5,653890.0,0.0485,10,7,2,462.04261,19.318688,462.04,5.815505,7e-06,5.36575,5.41425,5.092584,A3,F1,use,462.02_462.05_4,0.00125,0.790576,1.454648
9.96,462.04136,5,684720.0,0.018333,4,2,2,462.04136,19.385155,462.04,5.835513,6e-06,9.950833,9.969167,6.022831,A2,F1,use,462.02_462.05_4,0.00125,0.790576,1.223873
14.0,462.01841,5,1466500.0,0.146167,20,13,2,462.01841,20.483946,462.02,6.166282,1.3e-05,13.926917,14.073083,14.325717,A2,F1,use,462.02_462.05_6,0.02388,0.000795,0.387613
13.7,462.04229,5,519740.0,0.037167,6,4,2,462.04229,18.987431,462.04,5.715786,5e-06,13.681417,13.718583,14.089215,A1,F1,use,462.02_462.05_6,0.02388,0.000795,0.382752
13.0,462.04099,5,799720.0,0.018,4,2,2,462.04099,19.609135,462.04,5.902938,8e-06,12.991,13.009,13.369328,A1,F1,use,462.02_462.05_7,0.00073,0.943115,1.536973
13.5,462.04065,5,635420.0,0.019833,4,2,2,462.04065,19.277351,462.04,5.803061,6e-06,13.490083,13.509917,13.812105,A2,F1,use,462.02_462.05_7,0.00034,0.971883,1.512476
13.1,462.04172,5,252720.0,0.039833,6,5,2,462.04172,17.94718,462.04,5.40264,3e-06,13.080083,13.119917,13.220623,A3,F1,use,462.02_462.05_7,0.00073,0.943115,1.392885
7.54,462.04096,5,487470.0,0.0305,5,4,2,462.04096,18.894954,462.04,5.687948,5e-06,7.52475,7.55525,7.577034,A3,F1,use,462.02_462.05_8,0.0004,0.958298,1.620362
10.6,462.04239,5,1088700.0,0.052333,9,8,2,462.04239,20.054175,462.04,6.036908,9e-06,10.573833,10.626167,6.680255,A2,F1,use,462.02_462.05_8,0.00183,0.768875,1.359009
7.24,462.04056,5,700580.0,0.024333,5,3,2,462.04056,19.41819,462.04,5.845458,7e-06,7.227833,7.252167,7.445687,A1,F1,use,462.02_462.05_8,0.00037,0.048373,0.091322
9.82,462.04116,5,665200.0,0.018333,4,2,2,462.04116,19.343429,462.04,5.822952,7e-06,9.810833,9.829167,10.098984,A1,F1,use,462.02_462.05_9,6e-05,0.961414,1.568768
4.52,462.04122,5,772920.0,0.018167,4,2,2,462.04122,19.55996,462.04,5.888135,7e-06,4.510917,4.529083,10.143058,A2,F1,use,462.02_462.05_9,6e-05,0.961414,1.521334
12.2,462.04149,5,263530.0,0.020333,4,2,2,462.04149,18.007608,462.04,5.42083,3e-06,12.189833,12.210167,12.295897,A3,F1,use,462.02_462.05_9,0.00033,0.347435,0.95532
11.7,462.05105,5,713840.0,0.020167,4,2,2,462.05105,19.445241,462.05,5.853601,7e-06,11.689917,11.710083,12.032395,A1,F1,use,462.03_462.06_10,0.00018,0.956356,1.717296
4.75,462.05127,5,819860.0,0.018333,4,2,2,462.05127,19.645018,462.05,5.91374,7e-06,4.740833,4.759167,10.37932,A2,F1,use,462.03_462.06_10,0.00022,0.791851,1.334126
0.276,462.05115,5,1363900.0,0.018,4,2,2,462.05115,20.379306,462.05,6.134783,1.2e-05,0.267,0.285,5.783514,A2,F1,use,462.03_462.06_4,0.00103,0.018281,0.306935
10.8,462.05012,5,672430.0,0.054333,12,7,2,462.05012,19.359025,462.05,5.827647,7e-06,10.772833,10.827167,2.005803,A3,F1,use,462.03_462.06_4,0.00063,0.020359,0.045779
15.0,462.04998,5,537000.0,0.042333,5,3,2,462.04998,19.034563,462.05,5.729974,5e-06,14.978833,15.021167,15.426147,A1,F1,use,462.03_462.06_5,0.00079,0.952712,1.341897
16.0,462.05077,5,428490.0,0.054667,9,5,2,462.05077,18.708902,462.05,5.631941,4e-06,15.972667,16.027333,16.141168,A3,F1,use,462.03_462.06_5,0.0086,0.000257,0.042479
0.0203,462.04894,5,748220.0,0.037833,8,5,2,462.04894,19.513103,462.05,5.874029,7e-06,0.001383,0.039217,5.520853,A2,F1,use,462.03_462.06_6,0.00633,0.079614,0.290774
7.53,462.0492,5,1236000.0,0.047833,10,7,2,462.0492,20.237247,462.05,6.092018,1.3e-05,7.506083,7.553917,7.743926,A1,F1,use,462.03_462.06_6,0.00659,0.000749,0.195109
9.17,462.05124,5,839690.0,0.024667,5,3,2,462.05124,19.679497,462.05,5.924119,7e-06,9.157667,9.182333,9.364219,A2,F1,use,462.03_462.06_9,0.00048,0.950501,1.648067
9.86,462.05076,5,529180.0,0.024333,6,3,2,462.05076,19.013399,462.05,5.723603,5e-06,9.847833,9.872167,9.68539,A3,F1,use,462.03_462.06_9,0.0094,9.2e-05,0.063386
5.86,462.05075,5,684880.0,0.0245,5,3,2,462.05075,19.385492,462.05,5.835614,7e-06,5.84775,5.87225,6.026482,A1,F1,use,462.05_462.08_5,0.0004,0.934525,1.602527
4.58,462.05056,5,514540.0,0.074833,13,12,2,462.05056,18.972924,462.05,5.711419,5e-06,4.542583,4.617417,4.26033,A3,F1,use,462.05_462.08_5,0.00059,0.574629,1.226219
12.2,462.05122,5,924500.0,0.019167,4,2,2,462.05122,19.818314,462.05,5.965907,9e-06,12.190417,12.209583,12.5466,A1,F1,use,462.05_462.08_8,0.00163,0.959818,1.670805
12.4,462.04959,5,778820.0,0.043667,6,5,2,462.04959,19.57093,462.05,5.891437,8e-06,12.378167,12.421833,12.501392,A3,F1,use,462.05_462.08_8,0.00163,0.959818,1.344233
14.2,462.61086,5,4811400.0,0.225,90,25,5,462.61086,22.198025,462.61,6.682271,4.9e-05,14.0875,14.3125,14.603419,A1,F1,use,462.59_462.62_1,2e-05,0.994103,1.192924
14.7,462.61088,5,3446700.0,0.356667,128,40,5,462.61088,21.716784,462.61,6.537403,3.4e-05,14.521667,14.878333,14.864581,A3,F1,use,462.59_462.62_1,2e-05,0.994103,1.192924
14.0,462.61122,5,6366200.0,0.147667,35,13,3,462.61122,22.602001,462.61,6.80388,5.5e-05,13.926167,14.073833,14.325717,A2,F1,use,462.59_462.62_1,0.00036,0.993703,1.192443
15.2,462.80826,5,540550.0,0.19,28,19,2,462.80826,19.044069,462.81,5.732836,5e-06,15.105,15.295,15.378317,A3,F1,use,462.79_462.82_0,0.0005,0.992905,1.191486
14.5,462.80776,5,440660.0,0.108167,15,12,2,462.80776,18.749306,462.81,5.644104,5e-06,14.445917,14.554083,14.911942,A1,F1,use,462.79_462.82_0,0.0005,0.992905,1.191486
58.7,462.88149,5,14397000.0,0.225,29,18,2,462.88149,23.779265,462.88,7.158272,0.000125,58.5875,58.8125,60.242689,A2,F1,use,462.86_462.89_0,0.00047,0.996247,1.195496
59.1,462.88102,5,2730200.0,0.053167,4,2,2,462.88102,21.380575,462.88,6.436194,2.7e-05,59.073417,59.126583,60.484398,A3,F1,use,462.86_462.89_0,0.00047,0.996247,1.195496
8.32,463.05068,5,307310.0,0.029167,5,4,2,463.05068,18.229335,463.05,5.487577,3e-06,8.305417,8.334583,8.491078,A2,F1,use,463.03_463.06_1,0.00064,0.952068,1.340151
9.85,463.05004,5,236740.0,0.0415,8,6,2,463.05004,17.852944,463.05,5.374272,2e-06,9.82925,9.87075,9.675115,A3,F1,use,463.03_463.06_1,0.00013,0.503076,0.671866
5.04,463.04991,5,330770.0,0.0305,6,4,2,463.04991,18.335469,463.05,5.519526,3e-06,5.02475,5.05525,4.981611,A2,F1,use,463.03_463.06_2,0.00095,0.988343,1.376425
5.01,463.05086,5,314090.0,0.0315,7,4,2,463.05086,18.260818,463.05,5.497054,3e-06,4.99425,5.02575,5.152333,A1,F1,use,463.03_463.06_2,0.00095,0.988343,1.186012
58.7,463.23477,5,89271000.0,0.63,154,55,5,463.23477,26.411688,463.23,7.95071,0.000776,58.385,59.015,60.242689,A2,F1,use,463.21_463.24_1,8e-05,0.997115,1.196539
58.9,463.23485,5,38577000.0,0.636667,119,40,4,463.23485,25.201238,463.23,7.586328,0.000384,58.581667,59.218333,60.278903,A3,F1,use,463.21_463.24_1,8e-05,0.997115,1.196539
58.7,463.23472,5,49048000.0,0.695,151,49,5,463.23472,25.547691,463.23,7.690621,0.000501,58.3525,59.0475,60.367657,A1,F1,use,463.21_463.24_1,0.00013,0.993387,1.192064
16.8,464.428,5,1101500.0,0.16,20,9,4,464.428,20.071038,464.43,6.041985,1.1e-05,16.72,16.88,17.277285,A1,F1,use,464.41_464.44_0,5e-05,0.993068,1.191682
17.7,464.42795,5,1142800.0,0.144333,18,13,2,464.42795,20.124142,464.43,6.05797,1.1e-05,17.627833,17.772167,17.887873,A3,F1,use,464.41_464.44_0,5e-05,0.993068,1.191682
15.4,464.80768,5,1128600.0,0.17,40,16,3,464.80768,20.106103,464.81,6.05254,1.1e-05,15.315,15.485,15.583812,A3,F1,use,464.79_464.82_1,7e-05,0.994336,1.193203
14.9,464.80761,5,1521600.0,0.15,17,13,2,464.80761,20.537158,464.81,6.1823,1.6e-05,14.825,14.975,15.323306,A1,F1,use,464.79_464.82_1,7e-05,0.994336,1.193203
14.7,464.8078,5,1263600.0,0.142333,31,14,3,464.8078,20.269108,464.81,6.10161,1.1e-05,14.628833,14.771167,15.044775,A2,F1,use,464.79_464.82_1,0.00019,0.99413,1.192956
39.5,465.23905,5,65783000.0,0.29,49,15,5,465.23905,25.971211,465.24,7.818114,0.000572,39.355,39.645,40.519963,A2,F1,use,465.22_465.25_0,1e-05,0.991818,1.190182
39.1,465.23906,5,66346000.0,0.258333,42,13,4,465.23906,25.983506,465.24,7.821815,0.000678,38.970833,39.229167,40.210824,A1,F1,use,465.22_465.25_0,1e-05,0.991818,1.190182
41.5,466.12985,5,3183100.0,0.075,7,4,2,466.12985,21.602001,466.13,6.50285,2.8e-05,41.4625,41.5375,42.574414,A2,F1,use,466.11_466.14_0,0.00143,0.98316,1.179791
40.9,466.12842,5,5790800.0,0.051167,4,2,2,466.12842,22.465331,466.13,6.762739,5.8e-05,40.874417,40.925583,41.784382,A3,F1,use,466.11_466.14_0,0.00143,0.98316,1.179791
50.1,466.63419,5,11741000.0,0.31,25,19,2,466.63419,23.485052,466.63,7.069705,0.000117,49.945,50.255,51.237137,A3,F1,use,466.61_466.64_0,0.00034,0.994048,1.192858
50.3,466.63453,5,28961000.0,0.216667,14,10,2,466.63453,24.787608,466.63,7.461814,0.000296,50.191667,50.408333,51.729014,A1,F1,use,466.61_466.64_0,0.00034,0.994048,1.192858
20.8,466.7011,5,6947000.0,0.36,19,12,2,466.7011,22.727959,466.7,6.841797,6e-05,20.62,20.98,21.31085,A2,F1,use,466.68_466.71_0,0.00033,0.994407,1.193288
21.2,466.70077,5,6767900.0,0.248333,13,12,2,466.70077,22.690277,466.7,6.830454,6.7e-05,21.075833,21.324167,21.48403,A3,F1,use,466.68_466.71_0,0.00033,0.994407,1.193288
60.3,468.4818,5,17404000.0,0.251667,22,15,2,468.4818,24.052916,468.48,7.240649,0.000178,60.174167,60.425833,62.013112,A1,F1,use,468.46_468.49_1,0.00022,0.993132,1.389663
60.2,468.48198,5,44475000.0,0.413333,72,22,4,468.48198,25.406491,468.48,7.648116,0.000443,59.993333,60.406667,61.614618,A3,F1,use,468.46_468.49_1,4e-05,0.996962,1.196354
60.2,468.48202,5,28806000.0,0.42,82,26,4,468.48202,24.779866,468.48,7.459483,0.00025,59.99,60.41,61.783527,A2,F1,use,468.46_468.49_1,4e-05,0.996962,1.196354
47.6,469.08494,5,1319800000.0,1.278333,329,77,7,469.08494,30.297672,469.08,9.120508,0.013144,46.960833,48.239167,48.668454,A3,F1,use,469.06_469.09_0,4e-05,0.973935,1.168722
49.1,469.08498,5,619900000.0,0.821667,286,57,6,469.08498,29.20746,469.08,8.792322,0.005388,48.689167,49.510833,50.381326,A2,F1,use,469.06_469.09_0,4e-05,0.973935,1.168722
52.8,469.08457,5,8884400.0,0.162,11,9,2,469.08457,23.082843,469.08,6.948628,7.7e-05,52.719,52.881,54.18206,A2,F1,use,469.07_469.1_0,0.00045,0.351868,0.763588
48.7,469.08502,5,13823000.0,0.1265,13,9,2,469.08502,23.720567,469.09,7.140602,0.000138,48.63675,48.76325,49.798675,A3,F1,use,469.07_469.1_0,0.00045,0.351868,0.566375
48.5,469.08516,5,869780000.0,0.74,238,42,7,469.08516,29.696075,469.09,8.939409,0.00756,48.13,48.87,49.764991,A2,F1,use,469.07_469.1_2,4e-05,0.986067,1.397786
48.2,469.0852,5,969640000.0,1.151667,330,66,8,469.0852,29.852874,469.09,8.986611,0.009913,47.624167,48.775833,49.569353,A1,F1,use,469.07_469.1_2,4e-05,0.986067,1.18328
48.6,469.18957,5,6092400.0,0.088667,5,3,2,469.18957,22.538579,469.19,6.784788,5.3e-05,48.555667,48.644333,49.867714,A2,F1,use,469.17_469.2_0,0.00072,0.988714,1.186457
47.6,469.19029,5,8088300.0,0.078667,9,4,3,469.19029,22.947405,469.19,6.907857,8.1e-05,47.560667,47.639333,48.668454,A3,F1,use,469.17_469.2_0,0.00072,0.988714,1.186457
14.8,469.25596,5,903290.0,0.136667,17,13,2,469.25596,19.78483,469.26,5.955827,9e-06,14.731667,14.868333,15.220465,A1,F1,use,469.24_469.27_0,0.00042,0.994483,1.19338
14.7,469.25554,5,840070.0,0.1185,20,11,2,469.25554,19.68015,469.26,5.924315,7e-06,14.64075,14.75925,15.044775,A2,F1,use,469.24_469.27_0,0.00042,0.994483,1.19338
58.8,469.67374,5,9210000.0,0.078667,6,4,2,469.67374,23.13477,469.67,6.96426,9.4e-05,58.760667,58.839333,60.470497,A1,F1,use,469.65_469.68_1,0.00072,0.779565,1.321727
59.6,469.67446,5,14281000.0,0.059333,6,4,2,469.67446,23.767594,469.67,7.154759,0.000124,59.570333,59.629667,61.167192,A2,F1,use,469.65_469.68_1,0.00072,0.779565,1.300766
58.2,469.67397,5,240590000.0,0.865,158,68,3,469.67397,27.842001,469.67,8.381278,0.002396,57.7675,58.6325,59.559671,A3,F1,use,469.65_469.68_2,0.00021,0.936063,1.520571
58.2,469.67418,5,102300000.0,0.726667,100,57,2,469.67418,26.608231,469.67,8.009876,0.001046,57.836667,58.563333,59.853452,A1,F1,use,469.65_469.68_2,8e-05,0.939046,1.481208
58.6,469.67408,5,21823000.0,0.09,9,7,2,469.67408,24.379346,469.67,7.338914,0.00019,58.555,58.645,60.139967,A2,F1,use,469.65_469.68_2,0.0001,0.831878,1.353079
58.1,469.67398,5,148090000.0,0.503333,106,41,3,469.67398,27.141899,469.67,8.170526,0.001475,57.848333,58.351667,59.456924,A3,F1,use,469.65_469.68_3,0.00017,0.991917,1.576425
57.6,469.67415,5,301210000.0,0.556667,115,32,6,469.67415,28.166194,469.67,8.478869,0.00308,57.321667,57.878333,59.236406,A1,F1,use,469.65_469.68_3,5e-05,0.9922,1.534362
57.2,469.6741,5,174270000.0,0.621667,127,32,6,469.6741,27.376749,469.67,8.241223,0.001736,56.889167,57.510833,58.532198,A3,F1,use,469.65_469.68_4,9e-05,0.994561,1.579069
57.2,469.67401,5,243670000.0,0.893333,252,58,6,469.67401,27.860353,469.67,8.386802,0.002118,56.753333,57.646667,58.701851,A2,F1,use,469.65_469.68_4,9e-05,0.994561,1.515761
19.4,470.61753,5,4151500.0,0.168333,9,4,3,470.61753,21.985201,470.62,6.618205,4.1e-05,19.315833,19.484167,19.634578,A3,F1,use,470.61_470.64_1,6e-05,0.993331,1.191998
18.6,470.61747,5,3378900.0,0.18,13,5,3,470.61747,21.688122,470.62,6.528775,2.9e-05,18.51,18.69,19.050954,A2,F1,use,470.61_470.64_1,6e-05,0.993331,1.191998
15.0,470.62348,5,1057700.0,0.176667,15,12,2,470.62348,20.012499,470.62,6.024363,1.1e-05,14.911667,15.088333,15.426147,A1,F1,use,470.61_470.64_1,0.00601,0.551756,0.662107
14.5,470.80299,5,1275900.0,0.095,27,9,4,470.80299,20.283084,470.8,6.105817,1.3e-05,14.4525,14.5475,14.659086,A3,F1,use,470.78_470.81_1,0.00025,0.994718,1.193661
14.2,470.80274,5,782190.0,0.0965,24,9,3,470.80274,19.57716,470.8,5.893312,8e-06,14.15175,14.24825,14.603419,A1,F1,use,470.78_470.81_1,0.00025,0.994718,1.193661
14.0,470.80281,5,1561000.0,0.0915,19,8,4,470.80281,20.574039,470.8,6.193403,1.4e-05,13.95425,14.04575,14.325717,A2,F1,use,470.78_470.81_1,7e-05,0.993965,1.192758
17.7,471.00294,5,963280.0,0.071,7,4,2,471.00294,19.877596,471.0,5.983753,8e-06,17.6645,17.7355,18.126451,A2,F1,use,470.98_471.01_1,0.02553,1.3e-05,0.188289
22.2,470.97741,5,1928600.0,0.0385,4,2,2,470.97741,20.879123,470.98,6.285242,2e-05,22.18075,22.21925,22.830698,A1,F1,use,470.98_471.01_1,0.02553,1.3e-05,0.188289
15.1,471.00238,5,1840800.0,0.195,15,10,2,471.00238,20.811901,471.0,6.265007,1.9e-05,15.0025,15.1975,15.528988,A1,F1,use,470.98_471.01_2,9e-05,0.941371,1.129648
17.5,471.00247,5,1295900.0,0.164667,19,9,3,471.00247,20.305523,471.0,6.112571,1.1e-05,17.417667,17.582333,17.921006,A2,F1,use,470.98_471.01_2,9e-05,0.941371,1.129648
59.3,471.08364,5,4310000.0,0.1355,9,6,2,471.08364,22.039256,471.08,6.634477,3.7e-05,59.23225,59.36775,60.859025,A2,F1,use,471.06_471.09_0,0.00518,0.979739,1.175687
