mz,mostAbundantMz,charge,rtStart,rtApex,rtEnd,fwhm,nIsotopes,nScans,averagineCorr,mass,massCalib,intensityApex,intensitySum,Tmz,intensity,rt_start,time,rt_end,Tintensity,Tintensity10,Pintensity,Tmass,Ttime,sample,fraction,status,group,mz_error,score,adj_score
415.070397,415.271532,5,1.546474,1.565918,1.624899,0.028583,2,11,0.963663,2070.316881,2070.317239,32064.89746,358814.6563,415.070397,358814.6563,1.546474,1.565918,1.624899,18.452879,5.55487,2e-06,415.07,1.612451,A1,F1,use,415.05_415.08_57,6.2e-05,0.712887,1.436414
415.070554,415.271852,5,0.52009,0.547588,0.563858,0.022168,2,5,0.994122,2070.317988,2070.317435,23027.32617,130730.9756,415.070554,130730.9756,0.52009,0.547588,0.563858,16.996241,5.116379,5.794548e-07,415.07,0.420186,A3,F1,use,415.05_415.08_57,0.000638,0.039653,0.409968
415.070421,415.271539,5,6.520061,6.54301,6.568805,0.043715,2,6,0.959152,2070.316767,2070.316568,34033.2207,226649.4541,415.070421,226649.4541,6.520061,6.54301,6.568805,17.790103,5.355355,6.661262e-07,415.07,6.573276,A2,F1,use,415.05_415.08_58,0.000106,0.949383,1.897138
415.070527,415.271731,5,10.084162,10.137618,10.171056,-0.010578,2,10,0.980179,2070.317654,2070.31717,18026.28174,248762.7676,415.070527,248762.7676,10.084162,10.137618,10.171056,17.924411,5.395785,1e-06,415.07,6.615196,A3,F1,use,415.05_415.08_58,0.000104,0.118792,0.544995
415.070434,415.271647,5,7.027639,7.11597,7.198078,0.154903,2,29,0.939837,2070.318101,2070.31836,37654.96094,1051968.249,415.070434,1051968.249,7.027639,7.11597,7.198078,20.00466,6.022003,5e-06,415.07,7.32743,A1,F1,use,415.05_415.08_59,0.000817,0.946619,1.894174
415.069617,415.271529,5,7.127899,7.181313,7.216431,0.060216,2,13,0.966342,2070.316284,2070.316122,30511.96924,506298.6846,415.069617,506298.6846,7.127899,7.181313,7.216431,18.949629,5.704407,1e-06,415.07,7.336129,A2,F1,use,415.05_415.08_59,0.000817,0.946619,1.887595
415.070844,415.271866,5,9.805416,9.867868,9.908806,0.131745,2,16,0.899127,2070.319649,2070.319475,31393.11719,391290.3496,415.070844,391290.3496,9.805416,9.867868,9.908806,18.57788,5.592499,1e-06,415.07,10.095468,A2,F1,use,415.05_415.08_6,0.000707,0.101536,0.415733
415.070137,415.271623,5,3.056893,3.142291,3.175994,0.0753,2,16,0.99966,2070.316817,2070.316372,21210.00342,359319.6953,415.070137,359319.6953,3.056893,3.142291,3.175994,18.454908,5.555481,2e-06,415.07,13.225067,A3,F1,use,415.05_415.08_6,0.000446,0.135035,0.26647
415.069916,415.271621,5,3.557617,3.609617,3.674394,0.096506,2,18,0.985092,2070.316795,2070.317092,32039.13477,698308.7383,415.069916,698308.7383,3.557617,3.609617,3.674394,19.413506,5.844047,3e-06,415.07,3.716882,A1,F1,use,415.05_415.08_60,0.000507,0.953098,1.900923
415.070423,415.27164,5,3.415081,3.507472,3.591502,0.098223,2,26,0.991523,2070.317234,2070.317108,39892.54492,1085090.371,415.070423,1085090.371,3.415081,3.507472,3.591502,20.049384,6.035466,3e-06,415.07,3.70907,A2,F1,use,415.05_415.08_60,0.000507,0.953098,1.880143
415.070353,415.271852,5,1.366944,1.378979,1.433712,0.001374,2,8,0.946103,2070.317195,2070.317585,37604.35156,254762.5615,415.070353,254762.5615,1.366944,1.378979,1.433712,17.958794,5.406136,1e-06,415.07,1.419957,A1,F1,use,415.05_415.08_61,7e-06,0.959367,1.704281
415.070359,415.27157,5,1.402368,1.427422,1.467316,0.063577,2,11,0.991248,2070.317345,2070.317188,38355.26758,563325.9404,415.070359,563325.9404,1.402368,1.427422,1.467316,19.10361,5.75076,2e-06,415.07,1.426358,A2,F1,use,415.05_415.08_61,7e-06,0.959367,1.700463
415.070559,415.271577,5,0.702494,0.725369,0.775638,0.041522,2,11,0.987718,2070.317445,2070.317276,30458.5293,433967.1299,415.070559,433967.1299,0.702494,0.725369,0.775638,18.727226,5.637457,1e-06,415.07,0.705286,A2,F1,use,415.05_415.08_62,0.000879,0.949019,1.698633
415.070435,415.271699,5,0.66382,0.732661,0.787374,0.084849,2,21,0.971847,2070.318075,2070.318379,28224.66309,648399.7021,415.070435,648399.7021,0.66382,0.732661,0.787374,19.306524,5.811843,3e-06,415.07,0.754433,A1,F1,use,415.05_415.08_62,0.001003,0.941936,1.698033
415.071438,415.272039,5,0.833477,0.867021,0.904423,-0.685609,2,8,0.928845,2070.32088,2070.320318,13634.99268,120169.6846,415.071438,120169.6846,0.833477,0.867021,0.904423,16.874713,5.079795,5.326427e-07,415.07,0.748034,A3,F1,use,415.05_415.08_62,0.00083,0.900124,1.291662
415.070404,415.271445,5,6.740231,6.766347,6.820933,0.079519,2,12,0.984656,2070.316646,2070.31649,44357.51367,573294.0322,415.070404,573294.0322,6.740231,6.766347,6.820933,19.128916,5.758377,2e-06,415.07,6.802663,A2,F1,use,415.05_415.08_63,0.000228,0.944454,1.891488
415.07075,415.271691,5,6.682507,6.704184,6.77621,0.085496,2,17,0.995844,2070.318402,2070.318693,37537.14844,742655.46,415.07075,742655.46,6.682507,6.704184,6.77621,19.502334,5.870787,3e-06,415.07,6.903407,A1,F1,use,415.05_415.08_63,0.000118,0.95193,1.836259
415.070632,415.27182,5,6.4156,6.489333,6.560793,0.051329,2,18,0.979749,2070.318112,2070.317678,26503.06152,396726.7617,415.070632,396726.7617,6.4156,6.489333,6.560793,18.597786,5.598491,2e-06,415.07,6.909501,A3,F1,use,415.05_415.08_63,5.5e-05,0.889902,1.157636
415.070332,415.271847,5,13.772699,13.827379,13.85973,0.077879,2,10,0.900359,2070.31663,2070.316452,24996.08984,357300.085,415.070332,357300.085,13.772699,13.827379,13.85973,18.446777,5.553033,1e-06,415.07,14.162247,A2,F1,use,415.05_415.08_64,0.00011,0.95389,1.849015
415.070442,415.271892,5,13.675547,13.748394,13.88365,0.116094,2,25,0.999745,2070.318173,2070.318471,31760.79785,697592.4463,415.070442,697592.4463,13.675547,13.748394,13.88365,19.412025,5.843602,3e-06,415.07,14.156945,A1,F1,use,415.05_415.08_64,0.00011,0.95389,1.526771
415.070577,415.271691,5,7.258572,7.274603,7.330635,0.051987,2,13,0.999094,2070.318077,2070.318405,32412.44922,501644.3867,415.070577,501644.3867,7.258572,7.274603,7.330635,18.936305,5.700396,2e-06,415.07,7.490777,A1,F1,use,415.05_415.08_65,0.000222,0.949994,1.897972
415.070798,415.271637,5,4.248497,4.270414,4.362012,0.050177,2,17,0.953999,2070.318094,2070.317941,38406.26172,611544.4746,415.070798,611544.4746,4.248497,4.270414,4.362012,19.222098,5.786428,2e-06,415.07,7.486105,A2,F1,use,415.05_415.08_65,0.000222,0.949994,1.891188
415.069092,415.271675,5,3.733813,3.777394,3.793628,-0.023898,2,11,0.907763,2070.317117,2070.316942,49566.47656,376576.1797,415.069092,376576.1797,3.733813,3.777394,3.793628,18.522582,5.575853,1e-06,415.07,3.986305,A2,F1,use,415.05_415.08_66,0.000837,0.918075,1.843653
415.070584,415.271569,5,4.150598,4.219106,4.24516,0.238449,2,14,0.962823,2070.317235,2070.317546,28538.56836,601023.042,415.070584,601023.042,4.150598,4.219106,4.24516,19.197061,5.778891,3e-06,415.07,4.344482,A1,F1,use,415.05_415.08_66,0.000655,0.952276,1.157001
415.069929,415.271667,5,4.591195,4.627133,4.654519,0.011673,2,10,0.985597,2070.316974,2070.316483,23468.45508,233247.8643,415.069929,233247.8643,4.591195,4.627133,4.654519,17.831504,5.367818,1e-06,415.07,4.34017,A3,F1,use,415.05_415.08_66,0.000679,0.009021,0.059064
415.070556,415.271872,5,13.528271,13.646581,13.693326,0.472768,2,23,0.973784,2070.318857,2070.318706,28591.94922,639874.4951,415.070556,639874.4951,13.528271,13.646581,13.693326,19.287429,5.806095,2e-06,415.07,13.976551,A2,F1,use,415.05_415.08_67,3.3e-05,0.943294,1.868016
415.070632,415.271867,5,13.567217,13.587003,13.70033,0.069722,2,16,0.998144,2070.318456,2070.318768,34524.5,596923.7817,415.070632,596923.7817,13.567217,13.587003,13.70033,19.187187,5.775919,3e-06,415.07,13.990758,A1,F1,use,415.05_415.08_67,7.6e-05,0.968473,1.721575
415.070523,415.271791,5,3.850837,3.870567,3.91793,0.046025,2,9,0.994253,2070.318368,2070.317873,26821.93945,223926.3105,415.070523,223926.3105,3.850837,3.870567,3.91793,17.772665,5.350105,9.925358e-07,415.07,13.972528,A3,F1,use,415.05_415.08_67,3.3e-05,0.943294,1.218891
415.070072,415.271591,5,6.430108,6.487536,6.526153,0.099683,2,16,0.999954,2070.316522,2070.31638,38892.19141,767852.3027,415.070072,767852.3027,6.430108,6.487536,6.526153,19.550469,5.885278,2e-06,415.07,6.516299,A2,F1,use,415.05_415.08_68,0.000762,0.947699,1.89671
415.070545,415.271524,5,6.385949,6.414012,6.436953,0.049725,2,8,0.983323,2070.317154,2070.317514,32202.73633,355590.9629,415.070545,355590.9629,6.385949,6.414012,6.436953,18.439859,5.550951,2e-06,415.07,6.604612,A1,F1,use,415.05_415.08_68,0.000474,0.944195,1.882106
415.070834,415.271893,5,6.058211,6.102773,6.229162,0.125292,2,25,0.987859,2070.318876,2070.318491,22819.60742,625975.0601,415.070834,625975.0601,6.058211,6.102773,6.229162,19.255746,5.796557,3e-06,415.07,6.512758,A3,F1,use,415.05_415.08_68,0.001045,0.918882,1.182408
415.070599,415.271835,5,3.793628,3.815511,3.855329,0.040105,2,11,0.967089,2070.318774,2070.318592,41411.76367,327999.9258,415.070599,327999.9258,3.793628,3.815511,3.855329,18.323336,5.515874,9.639968e-07,415.07,4.025454,A2,F1,use,415.05_415.08_69,0.000196,0.951816,1.852282
415.0703,415.271581,5,3.910115,3.962669,3.982573,0.092012,2,11,0.99995,2070.316899,2070.31723,31975.51074,482989.2461,415.0703,482989.2461,3.910115,3.962669,3.982573,18.881632,5.683937,2e-06,415.07,4.080424,A1,F1,use,415.05_415.08_69,0.000494,0.95346,1.522667
415.070794,415.271637,5,4.329459,4.377201,4.383796,0.454336,2,6,0.971492,2070.318083,2070.317576,17543.99658,201145.6597,415.070794,201145.6597,4.329459,4.377201,4.383796,17.617881,5.303511,8.915624e-07,415.07,4.083654,A3,F1,use,415.05_415.08_69,0.000186,0.010925,0.086875
415.070503,415.271667,5,7.67837,7.75327,7.817467,0.063636,2,23,0.983066,2070.317999,2070.317857,35071.52441,776457.9365,415.070503,776457.9365,7.67837,7.75327,7.817467,19.566548,5.890118,2e-06,415.07,7.923581,A2,F1,use,415.05_415.08_7,0.000252,0.118718,0.818062
415.070756,415.271559,5,4.943474,4.971952,5.033924,0.050732,2,13,0.992535,2070.318089,2070.318421,34215.75781,478856.959,415.070756,478856.959,4.943474,4.971952,5.033924,18.869235,5.680206,2e-06,415.07,5.1197,A1,F1,use,415.05_415.08_7,0.000252,0.118718,0.523907
415.070663,415.271487,5,6.69147,6.730216,6.75865,0.043311,2,11,0.963372,2070.317955,2070.317786,34101.44043,436028.9854,415.070663,436028.9854,6.69147,6.730216,6.75865,18.734065,5.639515,1e-06,415.07,6.765554,A2,F1,use,415.05_415.08_70,0.000874,0.947325,1.894886
415.069789,415.271621,5,6.544215,6.572702,6.631173,0.040675,2,12,0.988791,2070.316424,2070.31676,35616.76074,458281.1436,415.069789,458281.1436,6.544215,6.572702,6.631173,18.805873,5.661132,2e-06,415.07,6.768018,A1,F1,use,415.05_415.08_70,0.000874,0.947325,1.830704
415.070276,415.271727,5,0.756763,0.791416,0.862236,0.095665,2,13,0.999848,2070.317185,2070.317514,39079.1123,491731.167,415.070276,491731.167,0.756763,0.791416,0.862236,18.90751,5.691728,2e-06,415.07,0.814934,A1,F1,use,415.05_415.08_71,0.000231,0.956892,1.855567
415.070046,415.271743,5,0.812337,0.850139,0.891149,0.123619,2,13,0.91494,2070.31814,2070.317976,34209.99219,484842.7393,415.070046,484842.7393,0.812337,0.850139,0.891149,18.887157,5.685601,1e-06,415.07,0.833435,A2,F1,use,415.05_415.08_71,0.000852,0.953835,1.709741
415.070897,415.271978,5,0.909884,0.950958,1.012422,0.053661,2,15,0.968886,2070.319789,2070.319327,28130.47852,305826.4097,415.070897,305826.4097,0.909884,0.950958,1.012422,18.222353,5.485475,1e-06,415.07,0.834181,A3,F1,use,415.05_415.08_71,0.000289,0.903428,1.328703
415.069522,415.271944,5,0.535209,0.620606,0.664125,-0.000406,2,20,0.895921,2070.318211,2070.318049,47053.8125,501939.7813,415.069522,501939.7813,0.535209,0.620606,0.664125,18.937155,5.700652,1e-06,415.07,0.597684,A2,F1,use,415.05_415.08_72,0.001086,0.922294,1.562893
415.070608,415.271904,5,0.551913,0.580292,0.685594,0.381592,2,18,0.940786,2070.317954,2070.318273,26471.97461,552002.2319,415.070608,552002.2319,0.551913,0.580292,0.685594,19.074315,5.741941,2e-06,415.07,0.597537,A1,F1,use,415.05_415.08_72,0.001086,0.922294,1.486518
415.069943,415.27178,5,0.409825,0.415648,0.452849,-0.00042,2,7,0.968363,2070.317579,2070.31739,48115.68359,281105.1523,415.069943,281105.1523,0.409825,0.415648,0.452849,18.10075,5.448869,8.261723e-07,415.07,0.387173,A2,F1,use,415.05_415.08_8,0.000788,0.080434,0.658272
415.070731,415.271804,5,2.537111,2.554777,2.580925,0.038361,2,7,0.99708,2070.318371,2070.318756,32950.46582,268700.1992,415.070731,268700.1992,2.537111,2.554777,2.580925,18.035638,5.429268,1e-06,415.07,2.630696,A1,F1,use,415.05_415.08_8,0.000788,0.080434,0.281105
415.070592,415.271996,5,0.639154,0.67547,0.707927,0.172066,2,10,0.959658,2070.318139,2070.317957,33581.43848,334250.2227,415.070592,334250.2227,0.639154,0.67547,0.707927,18.350569,5.524072,9.823665e-07,415.07,0.654035,A2,F1,use,415.05_415.08_9,0.00022,0.302886,1.118166
415.070812,415.271684,5,2.45692,2.478182,2.537111,0.070922,2,13,0.997789,2070.318379,2070.318689,35429.5332,607207.3877,415.070812,607207.3877,2.45692,2.478182,2.537111,19.21183,5.783337,3e-06,415.07,2.551824,A1,F1,use,415.05_415.08_9,0.00022,0.302886,0.670557
415.430859,415.631367,5,16.289147,16.307169,16.361542,0.168139,3,7,0.880995,2072.117396,2072.117264,114661.8359,972819.9434,415.430859,972819.9434,16.289147,16.307169,16.361542,19.891813,5.988032,3e-06,415.43,16.709218,A2,F1,use,415.41_415.44_1,0.000218,0.975293,1.365148
415.430641,415.630915,5,17.400006,17.461054,17.542849,-0.10573,2,7,0.984895,2072.115956,2072.115645,158152.1875,1259381.713,415.430641,1259381.713,17.400006,17.461054,17.542849,20.264284,6.100157,6e-06,415.43,17.717142,A3,F1,use,415.41_415.44_1,0.000218,0.975293,1.170351
415.762256,415.962763,5,17.724496,17.810379,17.899189,0.079144,4,9,0.996766,2073.774202,2073.774144,406206.8594,4763483.188,415.762256,4763483.188,17.724496,17.810379,17.899189,22.183585,6.677925,1.4e-05,415.76,18.253153,A2,F1,use,415.74_415.77_0,0.000417,0.992062,1.190475
415.761839,415.962304,5,17.068256,17.20738,17.260653,0.877133,4,5,0.985561,2073.772042,2073.772224,323354.7422,2471072.582,415.761839,2471072.582,17.068256,17.20738,17.260653,21.236706,6.392886,1.1e-05,415.76,17.718719,A1,F1,use,415.74_415.77_0,0.000417,0.992062,1.190475
415.826795,416.026935,5,16.376742,16.526045,16.569599,0.098687,2,21,0.993637,2074.096583,2074.096368,139776.9102,3089402.281,415.826795,3089402.281,16.376742,16.526045,16.569599,21.558896,6.489874,1.4e-05,415.83,16.819559,A3,F1,use,415.81_415.84_1,0.000119,0.968454,1.3563
415.826636,416.027369,5,15.201071,15.309025,15.555739,0.06269,4,23,0.990574,2074.097122,2074.097203,490659.0938,7334052.168,415.826636,7334052.168,15.201071,15.309025,15.555739,22.806179,6.865344,3.2e-05,415.83,15.763952,A1,F1,use,415.81_415.84_1,4.1e-05,0.994269,1.193123
415.826676,416.02697,5,15.366168,15.524434,15.732651,0.110634,5,30,0.988832,2074.096759,2074.096723,318239.8594,7459832.337,415.826676,7459832.337,15.366168,15.524434,15.732651,22.830712,6.872729,2.2e-05,415.83,15.905278,A2,F1,use,415.81_415.84_1,4.1e-05,0.994269,1.193123
416.190713,416.391261,5,15.758214,15.983245,16.17777,0.179822,5,36,0.992428,2075.917239,2075.91723,301665.8281,13441263.4,416.190713,13441263.4,15.758214,15.983245,16.17777,23.680165,7.12844,4e-05,416.19,16.376518,A2,F1,use,416.17_416.2_1,0.000218,0.964551,1.536927
416.19093,416.391394,5,16.630447,16.658745,17.008807,0.182935,4,37,0.940122,2075.917985,2075.917832,148440.7266,5498910.777,416.19093,5498910.777,16.630447,16.658745,17.008807,22.390714,6.740277,2.4e-05,416.19,16.893698,A3,F1,use,416.17_416.2_1,0.000408,0.862246,1.221344
416.190596,416.390815,5,16.228482,16.235727,16.280174,-0.941521,2,5,0.97557,2075.915508,2075.915362,74088.33594,728966.5566,416.190596,728966.5566,16.228482,16.235727,16.280174,19.475493,5.862708,2e-06,416.19,16.63584,A2,F1,use,416.17_416.2_2,0.000362,0.918438,1.490814
416.190742,416.391253,5,15.150609,15.217816,15.41533,0.134738,3,15,0.998705,2075.917056,2075.917185,210369.3516,4348595.994,416.190742,4348595.994,15.150609,15.217816,15.41533,22.052118,6.638349,1.9e-05,416.19,15.670032,A1,F1,use,416.17_416.2_2,0.000216,0.949225,1.334848
416.190958,416.391349,5,16.414777,16.583997,16.666496,0.158533,4,23,0.96387,2075.917978,2075.917785,133102.668,3807485.102,416.190958,3807485.102,16.414777,16.583997,16.666496,21.860407,6.580638,1.7e-05,416.19,16.816981,A3,F1,use,416.17_416.2_2,0.000436,0.933245,1.292343
416.190522,416.391262,5,15.465213,15.604411,15.76444,0.084637,5,23,0.991993,2075.916918,2075.916864,207831.625,5098614.886,416.190522,5098614.886,15.465213,15.604411,15.76444,22.281674,6.707452,1.5e-05,416.19,15.987422,A2,F1,use,416.17_416.2_3,7.8e-05,0.978891,1.551267
416.190444,416.391163,5,15.363283,15.601274,15.822655,0.172479,4,40,0.96812,2075.916436,2075.916474,243767.5391,11710288.17,416.190444,11710288.17,15.363283,15.601274,15.822655,23.481273,7.068568,5.1e-05,416.19,16.064885,A1,F1,use,416.17_416.2_3,7.8e-05,0.978891,1.364514
416.200436,416.401443,5,29.08906,29.116925,29.134359,-0.355898,2,3,0.989576,2075.966893,2075.966784,221191.9844,1568528.016,416.200436,1568528.016,29.08906,29.116925,29.134359,20.58098,6.195492,5e-06,416.2,29.806405,A2,F1,use,416.18_416.21_2,0.001132,0.990942,1.540939
416.201568,416.402032,5,29.454119,29.46614,29.559223,0.044015,2,7,0.939492,2075.971165,2075.971002,812515.875,5037882.078,416.201568,5037882.078,29.454119,29.46614,29.559223,22.264386,6.702248,2.2e-05,416.2,30.038474,A3,F1,use,416.18_416.21_2,0.001132,0.990942,1.31962
416.387814,416.588271,5,16.777877,16.866352,16.956227,-0.089812,2,8,0.998551,2076.902369,2076.902589,272932.2188,1628414.596,416.387814,1628414.596,16.777877,16.866352,16.956227,20.635037,6.211765,7e-06,416.39,17.367557,A1,F1,use,416.37_416.4_0,0.000331,0.91291,1.292995
416.388145,416.588923,5,19.113734,19.198933,19.334264,2.509246,2,8,0.996702,2076.904651,2076.904312,167754.4141,976225.2695,416.388145,976225.2695,19.113734,19.198933,19.334264,19.896855,5.98955,4e-06,416.39,19.500801,A3,F1,use,416.37_416.4_0,0.000331,0.91291,1.095491
416.387533,416.588663,5,17.260653,17.400671,17.512888,0.241044,4,11,0.984398,2076.902379,2076.902571,156102.5781,2234816.479,416.387533,2234816.479,17.260653,17.400671,17.512888,21.091725,6.349242,1e-05,416.39,17.917754,A1,F1,use,416.37_416.4_1,0.000318,0.987517,1.367603
416.387851,416.58899,5,17.478542,17.714252,17.831191,0.236928,4,22,0.904758,2076.903521,2076.90345,176415.9297,3603794.834,416.387851,3603794.834,17.478542,17.714252,17.831191,21.781085,6.55676,1.1e-05,416.39,18.154421,A2,F1,use,416.37_416.4_1,0.000318,0.987517,1.185021
416.592015,416.792723,5,16.592811,16.634386,16.67504,0.076692,2,8,0.945505,2077.924036,2077.923634,69406.11719,545420.4326,416.592015,545420.4326,16.592811,16.634386,16.67504,19.057009,5.736731,2e-06,416.59,16.868698,A3,F1,use,416.57_416.6_0,0.003591,0.966455,1.159746
416.588424,416.788735,5,17.416588,17.590523,17.653485,0.135952,2,11,0.956598,2077.905304,2077.905185,128731.4688,1289907.779,416.588424,1289907.779,17.416588,17.590523,17.653485,20.298836,6.110559,4e-06,416.59,18.02734,A2,F1,use,416.57_416.6_0,0.003591,0.966455,1.159746
418.220376,418.420995,5,16.865818,16.931397,17.040885,0.14647,3,7,0.995304,2086.065857,2086.066018,250090.0156,3134579.432,418.220376,3134579.432,16.865818,16.931397,17.040885,21.57984,6.496179,1.4e-05,418.22,17.434534,A1,F1,use,418.21_418.24_0,5.1e-05,0.993519,1.192223
418.220428,418.420892,5,17.229952,17.377507,17.458582,0.105943,4,11,0.997149,2086.0658,2086.065741,384833.9844,4660000.469,418.220428,4660000.469,17.229952,17.377507,17.458582,22.151899,6.668386,1.4e-05,418.22,17.808553,A2,F1,use,418.21_418.24_0,5.1e-05,0.993519,1.192223
418.433385,418.634022,5,55.272756,55.352211,55.423525,0.494569,2,7,0.913887,2087.13075,2087.130742,1706114.25,13841204.5,418.433385,13841204.5,55.272756,55.352211,55.423525,23.722466,7.141174,4.1e-05,418.43,56.812045,A2,F1,use,418.41_418.44_0,0.000283,0.99484,1.193808
418.433667,418.634081,5,55.764973,55.833152,55.891706,0.612921,2,5,0.999154,2087.131513,2087.131569,1701878.688,9789402.063,418.433667,9789402.063,55.764973,55.833152,55.891706,23.222789,6.990756,4.3e-05,418.43,57.492304,A1,F1,use,418.41_418.44_0,0.000283,0.99484,1.193808
419.02551,419.225128,5,59.458044,59.743074,60.04893,0.28966,2,43,0.759494,2090.090575,2090.090638,2512462.875,63885556.42,419.02551,63885556.42,59.458044,59.743074,60.04893,25.928986,7.805403,0.000188,419.03,61.321862,A2,F1,use,419.01_419.04_0,0.000205,0.996529,1.195835
419.025715,419.225467,5,59.366673,59.815547,60.271416,0.299487,2,51,0.900928,2090.090994,2090.090912,1716937.313,43351907.8,419.025715,43351907.8,59.366673,59.815547,60.271416,25.369592,7.637008,0.00019,419.03,61.59304,A1,F1,use,419.01_419.04_0,0.000205,0.996529,1.195835
419.11617,419.315899,5,74.876728,74.959312,75.122805,-0.027199,2,10,0.828968,2090.543521,2090.543428,303275.7266,2246633.113,419.11617,2246633.113,74.876728,74.959312,75.122805,21.099333,6.351532,7e-06,419.12,76.95033,A2,F1,use,419.11_419.14_0,0.00011,0.985769,1.382082
419.116279,419.315459,5,74.482816,74.562083,74.738082,0.126094,2,13,0.775988,2090.544196,2090.543937,300370.6406,2123058.949,419.116279,2123058.949,74.482816,74.562083,74.738082,21.017713,6.326962,9e-06,419.12,76.384424,A3,F1,use,419.11_419.14_0,0.00011,0.985769,1.381736
419.116627,419.315947,5,74.360906,74.566496,74.674357,0.168686,2,13,0.932468,2090.544649,2090.544571,275582.8281,3136249.266,419.116627,3136249.266,74.360906,74.566496,74.674357,21.580609,6.496411,9e-06,419.12,76.546872,A2,F1,use,419.11_419.14_1,0.000461,0.995797,1.39211
419.115834,419.315239,5,74.881807,74.914148,75.159427,0.809074,2,11,0.893892,2090.541037,2090.5408,189072.8984,2588880.686,419.115834,2588880.686,74.881807,74.914148,75.159427,21.303897,6.413112,1.1e-05,419.12,76.745763,A3,F1,use,419.11_419.14_1,0.000333,0.994069,1.390037
419.116167,419.31568,5,74.221947,74.435179,74.589341,0.180298,2,15,0.858936,2090.543115,2090.543274,268682.3359,3233780.82,419.116167,3233780.82,74.221947,74.435179,74.589341,21.62479,6.509711,1.4e-05,419.12,76.647112,A1,F1,use,419.11_419.14_1,0.000333,0.994069,1.192883
419.606438,419.805572,5,15.740023,15.812144,15.846901,0.252396,2,10,0.936142,2092.99333,2092.992917,54941.66016,515954.3027,419.606438,515954.3027,15.740023,15.812144,15.846901,18.976884,5.712611,2e-06,419.61,16.086852,A3,F1,use,419.59_419.62_0,0.000448,0.990713,1.188856
419.605991,419.805834,5,14.826454,14.936168,15.059,0.097485,3,15,0.992733,2092.99229,2092.992469,121601.8867,2611053.082,419.605991,2611053.082,14.826454,14.936168,15.059,21.3162,6.416816,1.1e-05,419.61,15.380015,A1,F1,use,419.59_419.62_0,0.000448,0.990713,1.188856
421.058297,421.256608,5,24.025467,24.208525,24.32084,0.220152,2,27,0.843341,2100.252468,2100.252561,1735078.938,54747227.41,421.058297,54747227.41,24.025467,24.208525,24.32084,25.706283,7.738362,0.000243,421.06,24.570881,A3,F1,use,421.04_421.07_0,0.000277,0.614662,0.928879
421.058575,421.260646,5,21.571715,21.663435,21.762999,0.294304,2,8,0.812499,2100.257958,2100.257941,2533956.5,21614099.66,421.058575,21614099.66,21.571715,21.663435,21.762999,24.365469,7.334737,9.5e-05,421.06,22.307191,A1,F1,use,421.04_421.07_0,0.000277,0.614662,0.916092
421.059248,421.259941,5,74.322187,74.444003,74.674357,0.335245,2,19,0.720189,2100.259933,2100.259884,381670.7344,5828953.418,421.059248,5828953.418,74.322187,74.444003,74.674357,22.474805,6.765591,1.7e-05,421.06,76.421061,A2,F1,use,421.04_421.07_1,0.000183,0.892486,1.262268
421.059066,421.258616,5,74.942526,75.024374,75.073633,0.1867,2,8,0.758186,2100.258249,2100.258437,329420.0938,2402269.523,421.059066,2402269.523,74.942526,75.024374,75.073633,21.195967,6.380622,1.1e-05,421.06,77.253816,A1,F1,use,421.04_421.07_1,0.000183,0.892486,1.193916
421.059555,421.260562,5,33.577016,33.65433,33.674991,0.047155,2,9,0.884465,2100.26306,2100.263044,1822514.875,11685731.47,421.059555,11685731.47,33.577016,33.65433,33.674991,23.478245,7.067656,3.4e-05,421.06,34.526337,A2,F1,use,421.04_421.07_2,0.000582,0.956424,1.326206
421.058973,421.257082,5,33.325361,33.429947,33.53656,0.202157,2,21,0.831499,2100.255922,2100.255925,1124698.688,23931118.28,421.058973,23931118.28,33.325361,33.429947,33.53656,24.512384,7.378963,0.000106,421.06,34.168756,A3,F1,use,421.04_421.07_2,0.000582,0.956424,1.270641
421.207947,421.408528,5,21.215568,21.240517,21.336434,0.062205,2,5,0.998105,2101.003611,2101.003392,500212.0,3125738.445,421.207947,3125738.445,21.215568,21.240517,21.336434,21.575766,6.494953,1.4e-05,421.21,21.596166,A3,F1,use,421.19_421.22_0,2.3e-05,0.993239,1.191886
421.207924,421.408172,5,20.647738,20.661741,20.777673,0.042083,3,4,0.964479,2101.000372,2101.000288,607865.375,2772302.227,421.207924,2772302.227,20.647738,20.661741,20.777673,21.402653,6.442841,8e-06,421.21,21.181761,A2,F1,use,421.19_421.22_0,2.3e-05,0.993239,1.191886
421.803777,422.004371,5,22.82777,22.870051,22.935352,0.074121,2,6,0.985945,2103.982575,2103.982528,929638.0313,6230608.531,421.803777,6230608.531,22.82777,22.870051,22.935352,22.570942,6.79453,1.8e-05,421.8,23.449898,A2,F1,use,421.78_421.81_1,6.4e-05,0.988774,1.383525
421.80384,422.003415,5,23.140596,23.154799,23.322371,-0.023401,2,9,0.989094,2103.979733,2103.97971,2430901.5,18962488.28,421.80384,18962488.28,23.140596,23.154799,23.322371,24.176645,7.277895,8.4e-05,421.8,23.560876,A3,F1,use,421.78_421.81_1,6.4e-05,0.988774,1.186529
