charge,scan_number,time,rt_start,rt_end,intensity,goodness_fit,mz,Tmz,Tintensity,Tintensity10,Pintensity,Tmass,Ttime,sample,fraction,status,group,mz_error,score,adj_score
4,6,57.546616,57.467448,57.575405,2085274.263,0.931927,512.758423,512.758423,23.931001,7.203949,8.4e-05,512.76,72.575898,A3,F1,use,512.74_512.77_0,0.000305,0.994962,1.193954
4,5,57.48969,57.430061,57.48969,1308754.614,0.962328,512.758118,512.758118,22.938221,6.905093,4.2e-05,512.76,72.841319,A2,F1,use,512.74_512.77_0,0.000305,0.994962,1.193954
4,4,69.766979,69.749814,69.790747,301419.4179,0.953808,513.058044,513.058044,21.271973,6.403502,1.3e-05,513.06,88.043001,A1,F1,use,513.04_513.07_0,0.000794,0.982114,1.178537
4,3,69.814239,69.755304,69.814239,646532.6065,0.920545,513.058838,513.058838,21.920822,6.598825,2.1e-05,513.06,88.489966,A2,F1,use,513.04_513.07_0,0.000794,0.982114,1.178537
4,9,16.842326,16.753151,16.920354,3006.389534,0.965162,513.721863,513.721863,14.493012,4.362831,1.217798e-07,513.72,20.964201,A3,F1,use,513.71_513.74_1,0.000366,0.966994,1.350388
4,3,16.047829,16.028358,16.047829,861.230892,1.0,513.721497,513.721497,12.368714,3.723354,2.793174e-08,513.72,20.222025,A2,F1,use,513.71_513.74_1,0.000366,0.966994,1.160393
4,7,17.25162,17.203308,17.276826,3459.051702,1.0,513.721985,513.721985,14.695356,4.423743,1.401158e-07,513.72,21.482577,A3,F1,use,513.71_513.74_2,0.00531,0.949973,1.333367
4,3,17.376428,17.333502,17.376428,11164.57006,1.0,513.716675,513.716675,16.5172,4.972173,4.953549e-07,513.72,21.928323,A1,F1,use,513.71_513.74_2,0.00531,0.949973,1.139968
4,16,30.757031,30.565249,30.854732,6361800.343,1.0,513.766113,513.766113,25.540199,7.688366,0.000258,513.77,38.587333,A3,F1,use,513.75_513.78_0,0.000427,0.985369,1.182442
4,8,31.361115,31.358767,31.452695,1896668.588,0.935778,513.765686,513.765686,23.473494,7.066226,6.2e-05,513.77,39.611375,A2,F1,use,513.75_513.78_0,0.000427,0.985369,1.182442
4,7,69.247256,69.145066,69.256836,511648.5189,0.943708,514.530457,514.530457,21.903989,6.593758,2.1e-05,514.53,87.394891,A3,F1,use,514.51_514.54_1,0.000245,0.88012,1.450791
4,6,69.040766,68.966655,69.063321,369140.5542,0.948991,514.530212,514.530212,21.112269,6.355426,1.2e-05,514.53,87.507877,A2,F1,use,514.51_514.54_1,0.000245,0.88012,1.445367
4,3,68.983923,68.935891,68.983923,292176.9469,0.943285,514.529785,514.529785,21.227043,6.389977,1.3e-05,514.53,87.054818,A1,F1,use,514.51_514.54_1,0.000427,0.782571,1.336705
4,9,67.552345,67.454922,67.630283,215819756.0,0.988533,514.529907,514.529907,30.30371,9.122326,0.007,514.53,85.618009,A2,F1,use,514.51_514.54_2,0.000794,0.997989,1.563236
4,16,67.838145,67.83135,68.103166,126819276.1,0.980123,514.52948,514.52948,29.857394,8.987971,0.005137,514.53,85.610236,A3,F1,use,514.51_514.54_2,0.000427,0.982453,1.553124
4,13,67.45037,67.350466,67.621038,304439763.7,0.987625,514.530518,514.530518,31.252141,9.407832,0.013508,514.53,85.119538,A1,F1,use,514.51_514.54_2,0.000611,0.997314,1.551447
4,14,67.622293,67.56035,67.83135,359907162.5,0.982564,514.530701,514.530701,31.362245,9.440977,0.014579,514.53,85.336857,A3,F1,use,514.51_514.54_3,0.001465,0.990783,1.561454
4,11,67.623524,67.621038,67.75775,83807363.79,0.980904,514.529236,514.529236,29.391134,8.847613,0.003718,514.53,85.338051,A1,F1,use,514.51_514.54_3,0.001465,0.990783,1.544916
4,4,15.389201,15.389201,15.44579,4897.871927,0.888262,515.53302,515.53302,15.328499,4.614338,2.173111e-07,515.53,19.420526,A1,F1,use,515.51_515.54_1,0.000549,0.994268,1.193121
4,3,15.677628,15.658901,15.686195,1682.120711,0.864,515.533569,515.533569,13.334524,4.014092,5.455512e-08,515.53,19.751976,A2,F1,use,515.51_515.54_1,0.000549,0.994268,1.193121
4,3,16.938162,16.920354,16.954558,1192.231788,0.925981,515.53302,515.53302,13.158645,3.961147,4.829371e-08,515.53,21.085579,A3,F1,use,515.51_515.54_1,0.000549,0.989026,1.186831
4,4,35.065867,35.020355,35.065867,127602.211,0.893163,516.25824,516.25824,19.579752,5.894093,4e-06,516.26,44.369486,A2,F1,use,516.24_516.27_0,0.001343,0.98857,1.186284
4,8,34.872372,34.788223,34.900422,610391.7719,1.0,516.256897,516.256897,22.289936,6.709939,2.7e-05,516.26,44.007471,A1,F1,use,516.24_516.27_0,0.001343,0.98857,1.186284
4,3,16.078645,16.066256,16.097589,1882.42658,0.986196,519.217651,519.217651,13.496836,4.062953,6.10515e-08,519.22,20.261152,A2,F1,use,519.21_519.24_1,0.000671,0.993149,1.191779
4,6,15.591433,15.573295,15.65103,4574.65193,0.99915,519.21698,519.21698,15.230006,4.584689,2.029703e-07,519.22,19.675735,A1,F1,use,519.21_519.24_1,0.000671,0.993149,1.191779
4,5,17.276826,17.223685,17.276826,5509.26959,0.991855,519.216125,519.216125,15.366841,4.62588,2.231639e-07,519.22,21.514501,A3,F1,use,519.21_519.24_1,0.001526,0.985697,1.182836
4,5,17.149605,17.082885,17.224107,138358.5265,0.980867,519.450134,519.450134,20.148612,6.065337,6e-06,519.45,21.642082,A1,F1,use,519.43_519.46_0,0.001709,0.989139,1.186967
4,10,17.819873,17.717394,17.859726,95641.2368,0.958046,519.451843,519.451843,19.163803,5.76888,3e-06,519.45,22.472013,A2,F1,use,519.43_519.46_0,0.001709,0.989139,1.186967
4,6,15.950557,15.912385,16.000475,1924.261398,0.995133,519.488098,519.488098,13.528547,4.072499,6.240831e-08,519.49,20.098517,A2,F1,use,519.47_519.5_1,0.001282,0.993273,1.191928
4,6,15.588387,15.538187,15.59611,2535.007301,0.904452,519.467651,519.467651,14.378334,4.32831,1.124744e-07,519.47,19.671891,A1,F1,use,519.47_519.5_1,0.019165,0.00105,0.197398
4,3,15.191332,15.174666,15.210809,2940.029073,0.994059,519.48645,519.48645,14.592175,4.392682,1.304446e-07,519.49,19.170824,A1,F1,use,519.48_519.51_1,0.000366,0.99381,1.192571
4,8,15.846579,15.84386,15.952638,2519.904123,0.960988,519.486816,519.486816,14.238349,4.28617,1.020737e-07,519.49,19.726905,A3,F1,use,519.48_519.51_1,0.001282,0.993237,1.191885
4,14,42.189148,42.022986,42.281461,6205155.664,1.0,519.777771,519.777771,25.183494,7.580987,0.000201,519.78,53.381755,A2,F1,use,519.76_519.79_1,0.000183,0.959611,1.53322
4,4,41.901528,41.885722,41.946572,1337803.026,0.993683,519.777893,519.777893,23.421994,7.050723,5.9e-05,519.78,52.877971,A1,F1,use,519.76_519.79_1,0.000122,0.88398,1.446624
4,10,62.783876,62.758223,62.865109,1614675.638,0.988767,519.780823,519.780823,23.562009,7.092871,6.5e-05,519.78,79.208947,A3,F1,use,519.76_519.79_2,0.000488,0.980059,1.561919
4,6,62.682331,62.669055,62.74871,1101549.024,0.948754,519.781311,519.781311,22.68956,6.830238,3.6e-05,519.78,79.434486,A2,F1,use,519.76_519.79_2,0.000488,0.980059,1.553668
4,13,41.697397,41.510498,41.700317,1967139.449,0.956847,519.777588,519.777588,23.846863,7.178621,8e-05,519.78,52.502682,A3,F1,use,519.76_519.79_3,0.000366,0.977871,1.559731
4,14,41.727945,41.46216,41.731797,2645740.122,1.0,519.777222,519.777222,24.4058,7.346878,0.000117,519.78,52.658916,A1,F1,use,519.76_519.79_3,0.000366,0.977871,1.540515
4,3,41.889459,41.889459,41.941214,791415.6265,0.93659,519.77771,519.77771,22.533272,6.783191,3.2e-05,519.78,52.745931,A3,F1,use,519.76_519.79_4,0.000244,0.95137,1.53323
4,3,41.831854,41.800338,41.831854,1120155.906,0.954041,519.777954,519.777954,23.165828,6.973609,5e-05,519.78,52.790045,A1,F1,use,519.76_519.79_4,0.000244,0.95137,1.514015
4,4,15.922861,15.912385,15.941538,2556.49312,0.991222,519.98645,519.98645,13.938409,4.195879,8.291306e-08,519.99,20.063351,A2,F1,use,519.97_520.0_1,0.000794,0.970119,1.359279
4,4,16.598305,16.536006,16.598305,720.76008,0.941032,519.987244,519.987244,12.432571,3.742577,2.919582e-08,519.99,20.655146,A3,F1,use,519.97_520.0_1,0.000794,0.970119,1.164143
4,4,15.562823,15.562823,15.630285,3776.17096,0.945403,519.987,519.987,14.501167,4.365286,1.224701e-07,519.99,19.606206,A2,F1,use,519.97_520.0_2,0.000915,0.975681,1.364842
4,8,15.239298,15.174666,15.292179,7240.692009,0.992196,519.987915,519.987915,15.892472,4.784111,3.212585e-07,519.99,19.231355,A1,F1,use,519.97_520.0_2,0.000915,0.975681,1.170818
4,4,17.300546,17.249716,17.300546,5831.119892,1.0,520.222229,520.222229,15.448753,4.650538,2.362011e-07,520.22,21.544542,A3,F1,use,520.21_520.24_1,0.001221,0.980973,1.177167
4,5,17.658651,17.619874,17.672828,6052.427913,0.900806,520.231628,520.231628,15.181756,4.570164,1.962944e-07,520.23,22.267307,A2,F1,use,520.21_520.24_1,0.009399,0.278384,0.53178
4,5,16.078645,16.053912,16.125493,3291.840001,1.0,520.223145,520.223145,14.303137,4.305673,1.067621e-07,520.22,20.261152,A2,F1,use,520.21_520.24_2,0.000305,0.988599,1.241995
4,11,15.606766,15.538187,15.634901,4127.025036,1.0,520.22345,520.22345,15.081446,4.539968,1.831098e-07,520.22,19.695084,A1,F1,use,520.21_520.24_2,0.000305,0.988599,1.186319
4,8,35.036555,34.948618,35.065867,875026.7581,1.0,520.774475,520.774475,22.357426,6.730256,2.8e-05,520.77,44.332268,A2,F1,use,520.75_520.78_0,0.0,0.993333,1.192
4,3,34.767228,34.747157,34.788223,216806.8524,1.0,520.774475,520.774475,20.796611,6.260404,1e-05,520.77,43.874784,A1,F1,use,520.75_520.78_0,0.0,0.993333,1.192
4,4,63.282022,63.228148,63.296778,1102078.14,1.0,521.764099,521.764099,22.690253,6.830447,3.6e-05,521.76,80.195922,A2,F1,use,521.74_521.77_0,0.0,0.98984,1.187808
4,10,63.245476,63.165054,63.303713,882746.4802,1.0,521.764099,521.764099,22.8222,6.870167,3.9e-05,521.76,79.813138,A1,F1,use,521.74_521.77_0,0.0,0.98984,1.187808
4,4,63.392323,63.361409,63.406956,419329.8163,0.959062,521.766968,521.766968,21.296184,6.41079,1.4e-05,521.77,80.335972,A2,F1,use,521.75_521.78_2,0.000427,0.974478,1.723217
4,3,63.404522,63.404522,63.455732,535097.4602,0.899353,521.766541,521.766541,22.100002,6.652764,2.4e-05,521.77,80.013847,A1,F1,use,521.75_521.78_2,0.000427,0.974478,1.537355
4,8,63.57747,63.560242,63.658689,774695.0944,0.99071,521.767578,521.767578,22.181727,6.677365,2.5e-05,521.77,80.571056,A2,F1,use,521.75_521.78_3,0.000427,0.918793,1.609744
4,9,63.888854,63.749833,63.981535,382622.6661,0.993783,521.768005,521.768005,21.616123,6.507101,1.7e-05,521.77,80.625054,A1,F1,use,521.75_521.78_3,0.000488,0.974833,1.537711
4,3,63.443835,63.37365,63.443835,97661.79768,0.997558,522.268433,522.268433,19.193965,5.777959,3e-06,522.27,80.401378,A2,F1,use,522.25_522.28_1,0.000549,0.991512,1.38741
4,7,63.534613,63.407654,63.56088,304076.6058,0.995904,522.268982,522.268982,21.153271,6.367769,1.2e-05,522.27,80.159764,A3,F1,use,522.25_522.28_1,0.000549,0.991512,1.189815
4,57,31.189564,31.125493,31.734167,178477440.0,0.971482,522.465454,522.465454,30.481726,9.175914,0.007919,522.47,39.359922,A1,F1,use,522.45_522.48_1,0.000305,0.96377,1.331144
4,40,32.374761,32.139666,32.720148,297764075.7,0.986219,522.465149,522.465149,31.08879,9.358658,0.012062,522.47,40.660034,A3,F1,use,522.45_522.48_1,0.000244,0.990971,1.189165
4,87,32.444941,32.05605,32.985543,407628284.4,0.965842,522.464905,522.464905,31.221137,9.398499,0.01322,522.46,40.987524,A2,F1,use,522.45_522.48_1,0.000244,0.990971,1.189165
4,10,65.093999,65.002905,65.133039,2555490.248,0.93615,522.775208,522.775208,24.355729,7.331805,0.000113,522.78,82.145897,A1,F1,use,522.76_522.79_0,0.00116,0.9895,1.384514
4,16,65.197678,65.18,65.337142,3923735.882,0.966988,522.774048,522.774048,24.522255,7.381934,0.000127,522.77,82.628256,A2,F1,use,522.76_522.79_0,0.00116,0.9895,1.187401
4,17,65.182758,65.133039,65.334283,3677093.61,0.971932,522.775146,522.775146,24.880694,7.489835,0.000163,522.78,82.257907,A1,F1,use,522.76_522.79_1,0.000123,0.985565,1.380578
4,23,65.282899,65.145925,65.437629,13830537.58,0.983439,522.775269,522.775269,26.66055,8.025625,0.00056,522.78,82.373988,A3,F1,use,522.76_522.79_1,0.000123,0.985565,1.182678
4,4,66.958437,66.950737,67.030295,2204864.962,0.987504,523.020752,523.020752,23.690717,7.131616,7.2e-05,523.02,84.863916,A2,F1,use,523.01_523.04_1,0.000244,0.990046,1.188055
4,6,67.110074,66.999497,67.127086,1862661.63,0.951971,523.020996,523.020996,23.76813,7.15492,7.5e-05,523.02,84.688126,A3,F1,use,523.01_523.04_1,0.000244,0.990046,1.188055
4,5,66.86681,66.805652,66.897795,801241.1497,0.972617,523.021912,523.021912,22.682437,6.828094,3.6e-05,523.02,84.38311,A1,F1,use,523.01_523.04_1,0.000916,0.984789,1.181747
4,5,34.859802,34.788223,34.867491,372234.6846,1.0,523.276611,523.276611,21.576413,6.495147,1.7e-05,523.28,43.991608,A1,F1,use,523.26_523.29_1,0.000427,0.952406,1.142945
4,4,35.020355,35.000707,35.065867,319180.6244,1.0,523.276184,523.276184,20.902472,6.292271,1e-05,523.28,44.311699,A2,F1,use,523.26_523.29_1,0.000427,0.952406,1.142888
4,11,57.378207,57.270342,57.461715,9592586.684,0.964539,524.290222,524.290222,25.811947,7.77017,0.000311,524.29,72.699768,A2,F1,use,524.27_524.3_1,0.000366,0.99572,1.194865
4,6,57.709359,57.64346,57.759753,1605644.293,0.955792,524.289856,524.289856,23.685281,7.12998,7.1e-05,524.29,72.826791,A1,F1,use,524.27_524.3_1,0.000366,0.99572,1.194865
4,7,57.485685,57.397332,57.511864,2173740.144,0.939717,524.290588,524.290588,23.990944,7.221994,8.8e-05,524.29,72.498728,A3,F1,use,524.27_524.3_1,0.000366,0.995355,1.194426
4,14,17.770246,17.700193,17.858377,24015.52809,0.909719,525.220032,525.220032,17.490876,5.265278,9.727966e-07,525.22,22.163251,A3,F1,use,525.21_525.24_1,0.000733,0.980699,1.542761
4,9,17.371495,17.258132,17.428176,28552.93892,0.937623,525.219299,525.219299,17.41981,5.243885,9.260387e-07,525.22,21.902701,A2,F1,use,525.21_525.24_1,0.000733,0.980699,1.370889
4,13,17.169476,17.047507,17.223685,6912.945888,0.973162,525.218872,525.218872,15.694281,4.724449,2.800226e-07,525.22,21.378541,A3,F1,use,525.21_525.24_2,6.1e-05,0.983199,1.54526
4,7,16.621904,16.580684,16.660834,21262.73684,0.903751,525.218872,525.218872,16.994498,5.115854,6.896004e-07,525.22,20.950936,A2,F1,use,525.21_525.24_2,6.1e-05,0.970249,1.360439
4,7,16.78637,16.725634,16.798936,21425.71225,0.902725,525.218811,525.218811,17.457615,5.255266,9.506262e-07,525.22,21.183695,A1,F1,use,525.21_525.24_2,6.1e-05,0.983199,1.179838
4,22,39.522521,39.300071,39.676525,46597114.19,0.99153,525.766724,525.766724,28.092195,8.456593,0.001511,525.77,50.02816,A2,F1,use,525.75_525.78_1,6.1e-05,0.993078,1.191694
4,24,39.079217,38.844124,39.241464,52530135.35,0.975272,525.766663,525.766663,28.717202,8.644739,0.002331,525.77,49.316333,A1,F1,use,525.75_525.78_1,0.000428,0.992926,1.191511
4,23,38.828871,38.623877,38.975732,46493835.11,0.968879,525.766235,525.766235,28.409732,8.552181,0.001883,525.77,48.869662,A3,F1,use,525.75_525.78_1,0.000428,0.992926,1.191511
4,3,66.877986,66.877986,66.920681,67213.01792,0.89235,526.023193,526.023193,18.654911,5.615688,2e-06,526.02,84.761766,A2,F1,use,526.01_526.04_0,0.000183,0.963997,1.156797
4,3,66.79725,66.79725,66.828456,40925.05484,0.93663,526.02301,526.02301,18.391257,5.53632,2e-06,526.02,84.295328,A1,F1,use,526.01_526.04_0,0.000183,0.963997,1.156797
4,6,39.554836,39.551737,39.644713,424136.2894,0.998931,526.767578,526.767578,21.312627,6.41574,1.4e-05,526.77,50.069191,A2,F1,use,526.75_526.78_0,0.000305,0.992652,1.191182
4,5,39.118843,39.118843,39.203398,681504.0618,0.999494,526.767883,526.767883,22.448923,6.757799,3e-05,526.77,49.366339,A1,F1,use,526.75_526.78_0,0.000305,0.992652,1.191182
4,3,53.568139,53.551698,53.58982,1535086.741,0.980964,527.03186,527.03186,23.168347,6.974367,5e-05,527.03,67.862072,A2,F1,use,527.01_527.04_1,0.000306,0.997035,1.196442
4,9,53.736715,53.678565,53.792336,3097836.379,0.96355,527.032166,527.032166,24.633389,7.415389,0.000137,527.03,67.813481,A1,F1,use,527.01_527.04_1,0.000306,0.997035,1.196442
4,7,53.282198,53.244363,53.322258,6269858.036,0.969253,527.031372,527.031372,25.519197,7.682044,0.000254,527.03,67.174964,A3,F1,use,527.01_527.04_1,0.000794,0.980678,1.176813
4,12,56.488469,56.413703,56.558412,7515881.39,0.998429,527.277771,527.277771,25.912071,7.800311,0.000333,527.28,71.286079,A1,F1,use,527.26_527.29_1,0.000183,0.995793,1.194952
4,12,56.090647,56.022306,56.186325,8845300.65,0.999994,527.277954,527.277954,25.694938,7.734947,0.000287,527.28,71.064935,A2,F1,use,527.26_527.29_1,0.000183,0.995793,1.194952
4,12,56.086201,55.990308,56.134148,4607419.279,0.987735,527.278015,527.278015,25.074723,7.548244,0.000187,527.28,70.726266,A3,F1,use,527.26_527.29_1,6.1e-05,0.995357,1.194429
4,14,16.017647,15.95769,16.097589,40939.25131,0.968188,528.292297,528.292297,17.939655,5.400374,1e-06,528.29,20.183702,A2,F1,use,528.27_528.3_1,0.000489,0.992275,1.19073
4,13,15.313808,15.235932,15.423411,38038.88744,0.926697,528.292786,528.292786,18.285747,5.504558,2e-06,528.29,19.325383,A1,F1,use,528.27_528.3_1,0.000489,0.992275,1.19073
4,29,14.924031,14.860067,15.132854,25033.57344,0.977752,528.512146,528.512146,17.230035,5.186757,8.118974e-07,528.51,18.795123,A2,F1,use,528.49_528.52_0,6.1e-05,0.983832,1.37927
4,19,15.891272,15.868358,16.035806,8572.50724,0.965608,528.512207,528.512207,16.004697,4.817894,3.472464e-07,528.51,19.783509,A3,F1,use,528.49_528.52_0,6.1e-05,0.983832,1.180598
4,3,39.009051,38.966588,39.009051,1469345.279,0.99396,530.518677,530.518677,23.425938,7.05191,6e-05,530.52,49.097862,A3,F1,use,530.51_530.54_1,0.0,0.993338,1.192006
4,4,39.203398,39.176317,39.241464,2544592.447,0.931484,530.518677,530.518677,24.349563,7.329949,0.000113,530.52,49.473044,A1,F1,use,530.51_530.54_1,0.0,0.993338,1.192006
4,4,39.676525,39.610484,39.710327,1923827.737,0.953939,530.51886,530.51886,23.494006,7.072401,6.2e-05,530.52,50.223701,A2,F1,use,530.51_530.54_1,0.000183,0.991914,1.190297
4,4,48.208558,48.180196,48.253845,335748.2941,0.879869,530.776672,530.776672,21.42758,6.450344,1.5e-05,530.78,60.837178,A1,F1,use,530.76_530.79_0,0.000793,0.994914,1.193897
4,5,48.410272,48.359153,48.456877,243542.6639,0.936426,530.775879,530.775879,20.512273,6.17481,8e-06,530.78,61.313059,A2,F1,use,530.76_530.79_0,0.000793,0.994914,1.193897
4,9,15.740351,15.682855,15.758952,5056.859427,0.943538,531.21875,531.21875,15.374586,4.628212,2.243651e-07,531.22,19.863663,A1,F1,use,531.21_531.24_0,0.000671,0.993758,1.192509
4,5,16.149684,16.097589,16.17464,4586.170329,0.914389,531.218079,531.218079,14.781532,4.449685,1.487402e-07,531.22,20.351351,A2,F1,use,531.21_531.24_0,0.000671,0.993758,1.192509
4,7,18.000057,17.940633,18.070622,79105.9135,0.946728,531.255798,531.255798,19.342058,5.82254,4e-06,531.26,22.715317,A1,F1,use,531.24_531.27_1,0.001648,0.990951,1.189141
4,7,18.439077,18.394417,18.514656,93976.06921,0.985681,531.257446,531.257446,19.138464,5.761252,3e-06,531.26,23.258225,A2,F1,use,531.24_531.27_1,0.001648,0.990951,1.189141
4,3,19.278913,19.237561,19.315467,87578.71633,0.835309,531.256348,531.256348,19.357488,5.827185,4e-06,531.26,24.073995,A3,F1,use,531.24_531.27_1,0.001098,0.990426,1.188511
4,4,47.750113,47.723291,47.797452,200989.8951,1.0,531.450073,531.450073,20.555959,6.18796,8e-06,531.45,60.168516,A3,F1,use,531.43_531.46_1,6.1e-05,0.99562,1.194744
4,7,48.307168,48.237854,48.359153,279710.2897,0.991454,531.4505,531.4505,20.712032,6.234943,9e-06,531.45,61.182146,A2,F1,use,531.43_531.46_1,0.000488,0.995585,1.194702
4,5,48.124463,48.07818,48.180196,362168.4305,1.0,531.450012,531.450012,21.536861,6.483241,1.6e-05,531.45,60.731054,A1,F1,use,531.43_531.46_1,0.000488,0.995585,1.194702
4,7,29.414246,29.346358,29.494863,6212875.125,0.981159,531.74408,531.74408,25.637389,7.717623,0.000276,531.74,37.119545,A1,F1,use,531.72_531.75_1,0.000122,0.970794,1.336672
4,12,30.826779,30.737777,30.943167,11095924.59,0.960925,531.744202,531.744202,26.342722,7.92995,0.000449,531.74,38.699498,A3,F1,use,531.72_531.75_1,0.000855,0.987468,1.184961
4,24,31.357624,31.167483,31.452695,16187406.95,0.976078,531.743347,531.743347,26.566827,7.997412,0.000525,531.74,39.606943,A2,F1,use,531.72_531.75_1,0.000855,0.987468,1.184961
4,4,17.576237,17.505552,17.576237,28919.87397,1.0,532.213318,532.213318,17.890334,5.385527,1e-06,532.21,22.180474,A1,F1,use,532.21_532.24_1,0.003967,0.969314,1.294645
4,3,17.859726,17.818739,17.859726,8121.141416,1.0,532.217285,532.217285,15.605925,4.697852,2.633876e-07,532.22,22.522615,A2,F1,use,532.21_532.24_1,0.003967,0.969314,1.163177
4,7,38.282256,38.211496,38.32943,3713519.315,0.955137,532.262268,532.262268,24.763551,7.454572,0.00015,532.26,48.177367,A3,F1,use,532.24_532.27_1,6.1e-05,0.993915,1.192698
4,16,38.557702,38.510407,38.732971,6905140.003,1.0,532.262329,532.262329,25.789799,7.763503,0.000306,532.26,48.658203,A1,F1,use,532.24_532.27_1,6.1e-05,0.993915,1.192698
4,19,39.000639,38.918605,39.187338,5717531.3,1.0,532.262329,532.262329,25.065419,7.545443,0.000185,532.26,49.36552,A2,F1,use,532.24_532.27_1,0.0,0.993574,1.192289
4,23,14.109755,14.017223,14.18613,38811.7889,0.97059,532.485474,532.485474,18.183403,5.47375,2e-06,532.49,17.527197,A3,F1,use,532.47_532.5_0,6.1e-05,0.993402,1.192082
4,21,13.27321,13.216803,13.368668,14391.06048,0.973178,532.485535,532.485535,16.883445,5.082423,6.385094e-07,532.49,16.750234,A1,F1,use,532.47_532.5_0,6.1e-05,0.993402,1.192082
4,3,39.203398,39.203398,39.241464,468831.2954,0.924423,532.508789,532.508789,21.909269,6.595347,2.1e-05,532.51,49.473044,A1,F1,use,532.49_532.52_1,0.0,0.92199,1.303431
4,3,39.644713,39.610484,39.676525,438007.2161,0.989998,532.508789,532.508789,21.359053,6.429716,1.4e-05,532.51,50.183309,A2,F1,use,532.49_532.52_1,0.0,0.92199,1.106388
4,6,46.018064,45.924866,46.041363,1214829.03,0.947028,533.024658,533.024658,22.83078,6.87275,3.9e-05,533.02,58.27564,A2,F1,use,533.01_533.04_0,0.001648,0.992717,1.191261
4,3,45.772319,45.750682,45.797846,452435.5607,0.880732,533.026306,533.026306,21.857913,6.579887,2e-05,533.03,57.762747,A1,F1,use,533.01_533.04_0,0.001648,0.992717,1.191261
4,5,18.099291,18.085116,18.142572,248195.8649,0.984134,533.212097,533.212097,20.539578,6.183029,8e-06,533.21,22.826794,A2,F1,use,533.19_533.22_1,0.000427,0.983812,1.378878
4,14,19.03781,18.940172,19.160645,266094.1319,0.950512,533.212524,533.212524,20.960773,6.309821,1.1e-05,533.21,23.768635,A3,F1,use,533.19_533.22_1,0.000672,0.971177,1.165412
4,11,17.82395,17.717394,17.884839,70709.70983,0.933573,533.213196,533.213196,18.728079,5.637714,2e-06,533.21,22.47719,A2,F1,use,533.19_533.22_2,0.000977,0.991517,1.386583
4,7,17.795124,17.792241,17.89313,245556.8736,0.867215,533.212219,533.212219,20.976258,6.314483,1.1e-05,533.21,22.4567,A1,F1,use,533.19_533.22_2,0.000977,0.991517,1.18982
4,11,51.231504,51.166622,51.321775,1336413.362,0.942738,533.275574,533.275574,23.289131,7.010727,5.4e-05,533.28,64.577737,A3,F1,use,533.26_533.29_1,0.001098,0.995554,1.194665
4,8,51.40511,51.370197,51.497154,2374379.265,0.972016,533.276672,533.276672,24.249679,7.299881,0.000105,533.28,64.871093,A1,F1,use,533.26_533.29_1,0.001587,0.995023,1.194027
4,4,51.398806,51.398806,51.453901,1558349.9,0.970327,533.275085,533.275085,23.190046,6.980899,5.1e-05,533.28,65.107641,A2,F1,use,533.26_533.29_1,0.001587,0.995023,1.194027
4,9,14.64621,14.621349,14.707406,4228.39518,0.968049,533.501648,533.501648,14.664353,4.41441,1.371368e-07,533.5,18.44237,A2,F1,use,533.48_533.51_1,6.1e-05,0.995143,1.194172
4,6,14.817703,14.777413,14.832354,2551.761981,0.962658,533.501709,533.501709,14.387838,4.331171,1.132178e-07,533.5,18.69932,A1,F1,use,533.48_533.51_1,6.1e-05,0.995143,1.194172
4,13,15.346767,15.28242,15.398602,5568.152987,0.984204,533.502502,533.502502,15.382179,4.630497,2.255491e-07,533.5,19.129311,A3,F1,use,533.48_533.51_1,0.000793,0.993886,1.192664
4,7,46.208244,46.115271,46.22374,1086473.42,1.0,533.771545,533.771545,22.66968,6.824254,3.5e-05,533.77,58.517114,A2,F1,use,533.75_533.78_0,0.000122,0.995418,1.194501
4,3,45.920488,45.920488,45.969077,370818.7691,0.999513,533.771423,533.771423,21.570915,6.493492,1.6e-05,533.77,57.94973,A1,F1,use,533.75_533.78_0,0.000122,0.995418,1.194501
4,12,45.576816,45.496707,45.69698,1722758.754,1.0,534.023438,534.023438,23.786849,7.160555,7.6e-05,534.02,57.51603,A1,F1,use,534.01_534.04_1,0.000489,0.994452,1.193342
4,10,45.884393,45.726647,45.951999,3213934.094,1.0,534.022949,534.022949,24.234367,7.295271,0.000104,534.02,58.105916,A2,F1,use,534.01_534.04_1,0.000489,0.994452,1.193342
4,5,44.975677,44.911982,44.975677,953731.2025,0.946849,534.022583,534.022583,22.802419,6.864212,3.9e-05,534.02,56.654661,A3,F1,use,534.01_534.04_1,0.000855,0.970166,1.164199
4,23,48.150685,48.039502,48.359153,5816752.354,0.959777,534.244202,534.244202,25.090241,7.552915,0.000189,534.24,60.983457,A2,F1,use,534.22_534.25_1,0.000367,0.995829,1.194995
4,18,47.976552,47.905747,48.111309,6129081.724,0.937108,534.243835,534.243835,25.617799,7.711726,0.000272,534.24,60.544396,A1,F1,use,534.22_534.25_1,0.000367,0.995829,1.194995
4,14,47.275062,47.239154,47.387009,4540250.999,0.935631,534.24353,534.24353,25.053536,7.541866,0.000184,534.24,59.566858,A3,F1,use,534.22_534.25_1,0.000305,0.993926,1.192711
4,7,46.15246,46.115271,46.22374,360442.5085,1.0,534.273071,534.273071,21.077868,6.34507,1.2e-05,534.27,58.446284,A2,F1,use,534.25_534.28_1,0.000916,0.992979,1.191575
