charge	Scan_Num	RT	RT_Calibrated	RTbegin	RTend	MaxInt	MaxInt_calibrated	SA	SACalibrated	goodness_fit	S/N	m/z
4	9	16.846042	16.842326	16.753151	16.920354	481899.2166	31832.79687	48009.52546	3006.389534	0.965162	20.856303	513.721863
4	4	17.314113	17.314113	17.262082	17.314113	1125727.609	115459.2419	49243.26977	5050.591771	0.950963	52.307199	529.227234
4	11	16.11296	16.11296	16.048992	16.170311	566757.0655	32030.22964	49303.31548	2805.830362	0.994802	27.51094	488.222229
4	4	43.511127	43.511127	43.442561	43.511127	821459.3399	603127.2686	52242.33705	38357.07566	0.771797	12.549261	600.291992
4	3	17.497226	17.497226	17.481813	17.512619	1507675.031	402690.9805	53017.90411	14160.76499	0.977736	14.424358	625.765991
4	11	13.953756	13.928177	13.912545	13.990703	909695.1737	50560.14924	53173.50634	2878.551944	0.957778	48.47077	661.532593
4	6	17.647692	17.64932	17.631412	17.680253	1269092.711	234831.6017	54224.46142	9252.575486	0.933201	17.783457	547.467834
4	5	17.276826	17.276826	17.223685	17.276826	2190838.099	220672.653	54696.02849	5509.26959	0.991855	29.278432	519.216125
4	4	27.08701	27.08701	27.071647	27.125782	2452507.235	2413885.074	55622.86609	54746.91544	1	94.573716	619.535034
4	11	15.215644	15.215644	15.147819	15.230716	967000.117	53632.57824	56188.10699	2982.759277	0.950011	32.160788	678.284119
4	10	17.218178	17.220514	17.115386	17.232195	719804.2479	66764.19411	57544.75289	5127.589482	0.976826	10.801228	599.003357
4	10	17.089818	17.092155	17.029051	17.14591	742616.5209	57518.4709	57627.32969	4494.878427	0.927045	33.966027	456.697845
4	10	16.429928	16.429928	16.361784	16.487977	662976.2141	39903.68564	58520.69805	3533.586772	0.935082	36.818101	464.714996
4	9	14.596813	14.596813	14.506756	14.633399	823352.3254	49908.59835	58585.58542	3656.112388	0.963214	44.725447	440.45575
4	10	16.262949	16.264976	16.220386	16.321726	802191.4991	43335.38214	60247.48275	3317.738615	0.963497	30.389989	553.5
4	12	16.260508	16.270557	16.214282	16.334872	706226.8315	39021.60377	60472.66587	3309.942662	0.952484	29.014804	503.44397
4	4	17.300546	17.300546	17.249716	17.300546	3372586.27	322550.3319	60970.18959	5831.119892	1	50.991283	520.222229
4	10	17.087796	17.087796	16.989979	17.115386	639333.9089	48970.44641	61022.28422	4685.851652	0.904892	12.367039	707.298096
4	11	15.204513	15.204513	15.15395	15.292999	554898.6411	31140.55294	62857.1706	3393.834587	0.959608	39.159081	422.9935
4	4	30.706777	30.706777	30.706777	30.745469	3076010.866	3003916.862	66251.59268	64698.82097	0.98909	5.039484	539.775513
4	7	14.538694	14.538694	14.500658	14.564051	1566769.888	106712.3835	66349.44696	4482.509043	0.908246	40.280209	588.252014
4	8	17.216776	17.216776	17.131559	17.223685	1390621.498	126626.5846	67212.98908	5898.022465	0.937134	49.830578	437.236389
4	3	17.940053	17.940053	17.904711	17.961199	1004479.838	148789.7849	67576.91377	10009.91168	0.98014	11.005061	659.796387
4	10	14.518832	14.518832	14.475113	14.570154	1039723.761	72383.58459	68272.59343	4618.169416	0.977137	34.841633	505.477448
4	11	15.804408	15.819961	15.73053	15.837458	849394.7853	54370.33663	68830.30458	4238.47361	0.966817	46.668424	468.244141
4	8	17.115846	17.115846	17.041407	17.16051	792835.7163	65822.53646	70395.86746	5569.920833	0.948832	38.502443	411.696259
4	3	40.81479	40.81479	40.81479	40.846589	3018625.077	1911732.158	71000.54076	44965.5103	0.730346	19.002393	663.805603
4	3	48.258502	48.258502	48.250394	48.281988	3381567.762	4154260.15	74444.2356	91454.83489	1	25.375641	788.37384
4	4	21.317802	21.317802	21.253253	21.317802	4544278.114	2810314.233	76611.17713	47378.58821	0.926381	19.191812	501.235657
4	3	74.225541	74.225541	74.194323	74.251355	1936109.6	592444.798	77793.8305	23804.7217	0.877882	29.038292	703.377136
4	15	15.87278	15.87278	15.837458	15.952638	988991.1557	65879.89723	78342.55428	5267.543765	0.960499	42.282043	468.244476
4	3	39.65644	39.65644	39.65644	39.670486	5273692.284	8100909.807	78406.94185	120440.7709	0.915362	4.756725	646.783936
4	12	14.701423	14.699425	14.639488	14.759362	872903.0421	57344.16454	78590.71408	5079.48361	0.959017	46.012055	482.456848
4	4	43.470737	43.470737	43.420123	43.470737	2048044.76	1557448.487	79511.98967	60465.39138	0.880695	65.790177	599.791992
4	10	17.116614	17.116614	17.041407	17.152006	923293.6434	76509.99777	79826.81452	6312.359197	0.974438	28.640116	509.498962
4	16	15.64876	15.64876	15.55914	15.702532	794247.5781	46652.53969	79939.99472	4999.509384	0.936291	48.368531	416.690552
4	4	18.446029	18.446029	18.39243	18.446029	1480487.347	484769.9236	80434.85881	26337.54382	0.881263	10.923487	525.21991
4	4	17.736253	17.736253	17.674187	17.766608	917490.5332	152660.6544	82322.73086	13697.62577	0.952238	31.372867	405.207062
4	12	16.879486	16.879486	16.776564	16.907954	886661.292	61844.04322	82354.18153	5792.354957	0.988969	33.773833	503.473785
4	13	17.174897	17.169476	17.047507	17.223685	750713.0355	59290.34417	83675.12463	6912.945888	0.973162	17.817286	525.218872
4	3	75.643259	75.643259	75.632926	75.676246	2578376.166	816200.1158	86408.41749	27353.09196	0.874671	8.490602	781.136475
4	3	59.413596	59.413596	59.385261	59.413596	4047583.55	3304149.837	87352.9888	71308.56228	0.903413	12.504294	578.790833
4	3	28.960542	28.960542	28.924715	28.960542	2813187.098	2206421.253	88271.08642	69232.22464	0.888867	23.594169	434.235687
4	3	60.474941	60.474941	60.448516	60.484559	3284058.155	2374590.133	90973.02125	65779.48029	0.980071	20.585947	796.898682
4	10	14.266735	14.266735	14.231676	14.304716	1950750.183	94679.61165	91931.23672	4595.12037	0.976045	72.122238	573.751709
4	3	18.298574	18.298574	18.278325	18.319733	2210651.744	673363.3092	95894.54666	29209.42634	0.95284	25.075485	442.966583
4	16	14.041058	14.041058	13.996807	14.111004	1321850.292	65762.26502	99508.78388	5065.863764	0.968771	76.449317	474.21048
4	15	16.289695	16.289695	16.214282	16.355682	1014257.09	53508.51228	99682.03799	5445.136898	0.983336	24.571409	718.060059
4	4	18.947893	18.947893	18.914646	18.985374	1666856.864	516054.7567	100989.0732	31265.96694	0.932402	8.27031	691.81958
4	13	15.346767	15.346767	15.28242	15.398602	1258411.921	71094.45677	101074.8358	5568.152987	0.984204	47.312964	533.502502
4	3	18.119534	18.119534	18.119534	18.151009	3157357.302	1245014.709	101761.7561	40126.87542	0.990312	29.788804	442.96698
4	9	18.839181	18.837503	18.798914	18.874415	2424668.635	1254497.27	102129.0808	50534.278	0.954027	14.341331	463.997375
4	4	17.427953	17.427953	17.411874	17.467334	1885978.062	533063.3301	102669.8137	29019.16723	0.894971	24.691847	453.463318
4	20	16.220907	16.220907	16.111412	16.334872	649774.5213	36987.43849	102942.2141	5746.950121	0.986624	38.029465	434.238281
4	3	61.202246	61.202246	61.193284	61.22164	6024013.909	6165827.952	105400.1326	107881.4049	0.833334	14.05551	786.910217
4	3	47.797452	47.797452	47.750113	47.797452	3065556.186	1535849.792	106691.112	53452.46091	1	18.72851	560.305908
4	7	18.151611	18.151611	18.044189	18.215088	1063632.917	381787.8467	109656.0606	38537.8808	0.983387	8.174208	496.018463
4	7	18.972154	18.943647	18.874415	19.016951	1355804.993	392040.1607	112207.8978	38627.60841	0.996337	13.489444	463.996521
4	3	31.744305	31.744305	31.718895	31.75399	3426416.329	3876036.571	112503.7814	127266.7211	1	27.217409	699.015076
4	15	17.153658	17.129913	17.041407	17.203308	1029655.025	83732.03614	113051.1763	9241.537112	0.965831	28.4804	490.687012
4	16	15.548182	15.548182	15.49172	15.642285	1046092.719	79187.20037	113738.1644	8011.052838	0.980343	43.027268	496.952057
4	3	60.621526	60.621526	60.547231	60.621526	1726148.865	1160826.406	114094.4672	76727.95375	0.988139	54.92033	619.292542
4	16	12.577576	12.576063	12.535227	12.656224	1684497.19	84193.70637	115309.8941	5998.533585	0.9504	70.909386	702.280884
4	5	58.785363	58.785363	58.713872	58.818017	1577002.878	1320772.93	116010.4997	97161.22256	0.982447	4.720743	686.321411
4	13	14.636952	14.636952	14.582595	14.708781	1367751.018	88961.18409	118239.1533	7595.676332	0.973391	40.878971	588.990295
4	16	14.36774	14.36999	14.255229	14.435246	1012882.889	54452.74833	119091.298	6350.218528	0.921356	36.171969	591.775269
4	4	43.338503	43.338503	43.338503	43.420123	1717734.678	1202895.433	121129.4082	84824.51557	1	11.055112	704.853882
4	8	19.074429	19.081613	19.016951	19.160645	1171571.37	283847.6518	122444.8469	29706.07664	0.978524	12.197999	463.992767
4	3	75.343522	75.343522	75.343522	75.382849	2533909.45	556780.8064	123108.9854	27050.97459	0.999342	24.981733	564.766357
4	10	17.178447	17.193527	17.098025	17.223685	1306793.358	119428.3358	123686.2063	10675.78933	0.943301	22.509925	659.79657
4	3	59.39868	59.39868	59.385261	59.425494	3723361.019	3039478.382	124401.6609	101552.3763	0.921089	18.913334	578.287048
4	7	17.923572	17.923572	17.824687	17.940053	1381092.38	211808.5566	124741.9703	18220.19927	0.970735	49.36897	377.434204
4	3	47.85034	47.85034	47.85034	47.904193	2663534.532	1022077.718	124862.9241	47913.63167	1	9.578864	560.05542
4	10	17.702705	17.601111	17.597483	17.7789	973720.7999	149464.6137	125866.4299	20751.0624	0.915683	15.524723	580.282104
4	22	15.62408	15.523043	15.507888	15.785738	599925.3839	42250.57039	126615.0498	8414.891589	0.968459	31.263121	487.975891
4	19	15.871883	15.891272	15.868358	16.035806	1189608.529	80342.7994	129741.8702	8572.50724	0.965608	41.457446	528.512207
4	19	16.955972	16.989985	16.907954	17.098025	923203.9554	68040.44231	130472.8965	9757.412502	0.976527	33.851537	503.474579
4	11	15.301399	15.301399	15.212098	15.344842	1714118.743	89867.56055	133928.5064	7303.420321	0.980035	75.279325	509.738342
4	7	19.0004	19.013641	18.901094	19.016951	2086534.978	565492.7074	137689.6884	38703.4789	0.871048	74.085181	431.229584
4	3	37.00904	37.00904	36.991828	37.00904	7173320.284	6509365.049	138962.2133	126100.012	1	53.75667	508.766479
4	3	64.940335	64.940335	64.940335	64.97955	3597936.069	4065464.485	139093.9468	157168.3015	0.78183	13.636288	587.76886
4	3	47.771965	47.771965	47.750113	47.797452	3322250.094	1664453.955	142237.8324	71261.43907	1	5.719279	560.055237
4	6	17.421644	17.424689	17.38206	17.473407	1984935.126	622684.2614	145180.8063	39616.30846	0.887172	41.160693	377.218719
4	4	43.352618	43.352618	43.352618	43.420123	3221394.55	2363458.951	145968.33	107093.419	1	10.082551	704.347351
4	3	42.550794	42.550794	42.550794	42.58074	5238542.306	8924262.872	149562.8609	254791.9266	0.984573	7.951898	427.980927
4	20	16.960638	16.960638	16.907954	17.185239	747755.9417	56674.81904	149696.0687	11492.89578	0.950308	21.267734	569.507324
4	3	47.85034	47.85034	47.85034	47.904193	3027512.348	1161746.872	152567.12	58544.55872	1	23.126488	560.305359
4	3	73.519454	73.519454	73.486196	73.519454	5086690.175	1763150.84	152612.9181	52898.75845	0.681723	8.619998	1159.574829
4	3	54.479087	54.479087	54.479087	54.505407	7728143.284	9222128.024	152818.195	182360.6146	0.928738	13.362208	555.809753
4	3	19.424087	19.424087	19.353062	19.424087	2656039.959	699694.4045	153101.6192	40332.35491	0.816019	20.159033	487.476654
4	5	31.610537	31.610537	31.610537	31.68991	2267608.09	3072639.688	154141.8396	208864.2813	0.733419	67.743591	906.057373
4	5	17.369787	17.369787	17.300546	17.38206	2793269.811	358939.837	154574.3971	19863.06824	0.997538	44.384129	395.212006
4	3	51.651737	51.651737	51.651737	51.682601	4531674.356	4974395.561	156783.0179	172099.9099	0.982098	54.140916	647.025269
4	3	38.786836	38.786836	38.786836	38.814384	9531131.578	10843153.1	157557.1983	179245.9594	1	9.953414	615.561462
4	4	17.341096	17.341096	17.276826	17.369787	2000658.072	202086.6739	158379.2946	15997.90854	0.961398	72.860339	347.178772
4	13	15.439227	15.439227	15.392512	15.513972	2136962.476	134037.1486	160733.4328	10350.10212	0.945641	61.111382	580.757324
4	5	41.047265	41.047265	40.900885	41.047265	2173449.816	1115733.992	161653.0297	82984.10148	0.952117	43.550255	647.284119
4	4	27.08701	27.08701	27.071647	27.125782	3120519.754	3071377.711	162787.496	160223.9134	1	5.417428	619.28363
4	4	37.05138	37.05138	37.030305	37.074459	5097704.32	4596667.557	163416.6866	147354.9924	0.992251	105.75488	418.228668
4	3	61.455048	61.455048	61.445411	61.480675	4802318.404	4635442.475	163723.1934	158033.9705	0.922347	3.002846	742.345764
4	4	18.500524	18.500524	18.42895	18.500524	2266810.547	728409.559	164325.8919	52803.94984	0.962286	33.52574	411.95047
4	14	17.774765	17.770246	17.700193	17.858377	1562066.757	211641.7779	164463.1306	24015.52809	0.909719	25.0251	525.220032
4	3	35.259807	35.259807	35.259807	35.285511	5713878.792	8059067.408	165277.969	233114.2016	0.940923	4.852698	659.559326
4	24	16.489353	16.489353	16.411732	16.633507	1085218.29	64823.51732	167318.7158	10148.49236	0.97591	49.452973	495.205048
4	3	49.978936	49.978936	49.943361	49.978936	16663943.06	13267470.59	168929.3488	134497.8892	1	34.008769	696.846985
4	19	16.402807	16.400616	16.321726	16.529908	1357317.482	80379.60423	171795.7292	10111.35217	0.964206	66.199983	478.478851
4	4	51.444574	51.444574	51.416441	51.461786	3985436.242	2193415.653	173175.1405	95308.27767	0.902572	6.590605	666.356506
4	3	47.723291	47.723291	47.650683	47.723291	2711913.46	2112082.134	174783.763	136124.426	1	4.516043	691.538818
4	3	51.321775	51.321775	51.321775	51.372633	3759908.449	2319499.351	177362.8567	109415.7043	0.977538	8.571939	788.358887
4	5	56.847829	56.847829	56.814488	56.885502	2928269.232	3358106.917	177875.4038	203985.5549	0.977709	36.825175	736.859192
4	3	30.260252	30.260252	30.23558	30.260252	6711412.803	7302951.908	178696.6618	194446.8572	0.987623	12.744877	580.256409
4	22	16.426671	16.426671	16.334872	16.587318	1484153.575	89296.47619	179022.6215	10697.99675	0.980412	59.977918	507.470856
4	3	55.491836	55.491836	55.48235	55.520631	4792837.115	4900651.447	179237.4338	183269.3597	0.881499	45.593901	560.264648
4	4	17.497226	17.497226	17.473407	17.531188	3531654.559	782724.858	180233.229	39945.30785	0.945696	94.408871	332.175232
4	3	73.227365	73.227365	73.227365	73.266056	5257202.496	2458934.75	181021.0071	84668.38497	0.750575	5.594991	1287.144165
4	3	50.635882	50.635882	50.635882	50.676671	4926463.281	3247503.811	181140.6683	119407.1643	0.922444	19.644024	525.978882
4	3	73.571529	73.571529	73.500406	73.571529	2369107.339	695977.4793	183901.0819	54024.99469	0.728322	3.51721	1147.539795
4	5	21.261619	21.261619	21.228367	21.309873	3131456.852	1820614.449	184147.9306	107062.7504	0.984545	8.188894	540.262451
4	9	19.046931	19.039436	19.016951	19.185587	1678372.8	529780.7739	185121.751	46198.09815	0.958461	76.26325	431.228729
4	3	41.091827	41.091827	41.081464	41.124235	4631159.699	2598855.05	185370.1352	104023.6449	0.931201	9.463458	705.360291
4	3	30.180493	30.180493	30.180493	30.260252	3534130.422	4479252.752	187839.4335	238072.7928	0.979275	30.694389	572.274048
4	28	15.25081	15.25081	15.103032	15.442195	953409.4446	51699.21186	188415.6085	10248.84381	0.968585	65.545956	432.447357
4	3	73.150166	73.150166	73.150166	73.189957	3549996.594	1607788.313	188745.1775	85482.41736	0.908197	15.14397	649.071777
4	3	46.980264	46.980264	46.966615	46.987964	9404028.395	10638041.17	189188.672	214014.3349	0.959621	7.922605	694.601929
4	3	67.118708	67.118708	67.094253	67.127086	9216301.685	6177145.901	191960.9143	128660.1303	0.949563	12.740397	741.338562
4	5	42.895649	42.895649	42.895649	42.969163	3143008.67	3856452.356	199524.5514	244815.4005	0.993184	9.324379	427.98468
4	3	61.230698	61.230698	61.202246	61.230698	7745748.831	8913404.869	201175.5106	231502.3137	1	8.759133	729.364929
4	6	17.424689	17.424689	17.38206	17.473407	2819878.297	893465.4731	203972.3699	52659.20442	0.996475	55.431017	395.212219
4	18	15.923559	15.923559	15.8568	16.019186	1922507.167	134617.5403	204500.8605	13545.93782	0.955739	83.064032	509.983948
4	5	18.165088	18.165088	18.133657	18.215088	2626302.862	1038064.373	205299.9056	81146.20775	0.933177	40.612237	402.237305
4	4	18.472683	18.472683	18.446029	18.53707	2465069.923	798532.5308	208645.4239	67588.41073	0.809741	13.677705	662.827942
4	4	27.11023	27.11023	27.11023	27.176949	4397981.158	3727102.676	210399.5692	178304.7197	0.977446	6.571617	609.544983
4	20	14.668069	14.668069	14.599693	14.779631	2017601.565	144066.9134	211089.64	13623.20633	0.988598	58.079074	578.01178
4	3	69.816	69.816	69.800823	69.847018	4894730.286	6141443.27	211527.6625	265404.8463	0.968609	6.18264	544.820435
4	3	59.973399	59.973399	59.943722	60.011924	5514975.368	3956223.363	212089.5173	152144.5605	1	53.661303	809.425354
4	3	19.353062	19.353062	19.315467	19.391393	2345392.218	674157.0043	213395.5742	61338.19321	0.96185	15.481557	544.75824
4	6	18.200197	18.19036	18.151009	18.298574	2876317.732	710121.4387	214702.7365	65107.11958	0.998321	40.64971	422.719635
4	3	68.135393	68.135393	68.103166	68.135393	13231935.67	21585539.43	214736.7602	350304.6659	0.900415	7.555247	1057.768311
4	4	66.999497	66.999497	66.945554	66.999497	6072837.835	4528588.99	215172.147	160456.4855	0.958019	7.259328	700.618958
4	3	74.679753	74.679753	74.649818	74.728522	3131197.975	857862.4589	219241.5262	60066.17157	0.803831	13.530879	659.389954
4	3	73.150166	73.150166	73.150166	73.189957	4938567.646	2236670.129	220063.7007	99666.53113	0.9137	22.186429	999.780579
4	3	41.196947	41.196947	41.124235	41.196947	4668839.352	2998612.301	221825.9733	142470.1177	0.912437	7.918961	648.296082
4	26	12.936879	12.936879	12.850337	13.006593	2381637.125	172140.3101	222078.1012	14159.3879	0.980759	90.397525	663.255005
4	3	43.072224	43.072224	43.056943	43.097983	6898006.421	7724531.267	223796.642	250612.1411	0.87325	4.844181	684.779358
4	3	50.523148	50.523148	50.46539	50.523148	4404658.466	4040971.07	224645.9958	206097.2438	0.960971	5.687985	690.347412
4	4	41.588276	41.588276	41.553212	41.611028	5303424.005	4536718.567	226313.8592	193596.1157	0.954267	9.365672	649.301208
4	3	73.189957	73.189957	73.150166	73.189957	5166228.192	2339777.261	227590.9758	103075.6231	0.920583	13.276513	1000.276123
4	3	51.38841	51.38841	51.307584	51.38841	3842830.281	2388334.544	229240.1101	142473.6545	0.936525	3.342291	829.882751
4	3	43.568313	43.568313	43.538422	43.568313	7441561.149	5524544.283	230355.2229	171013.5285	0.94916	12.926933	615.789551
4	3	31.943468	31.943468	31.923524	31.943468	11947455.97	11622038.88	233514.168	227153.8599	0.944192	20.854252	606.301331
4	3	27.030406	27.030406	26.975798	27.030406	6307379.185	6377532.037	234598.3217	237207.6053	0.984949	8.105471	609.545654
4	3	19.517377	19.517377	19.455274	19.517377	5176894.658	2454667.927	237400.4957	112565.4318	0.791726	24.975714	464.245056
4	16	13.925214	13.926608	13.879233	13.990703	3864342.788	214379.5569	240209.3565	13189.04902	0.985063	176.046954	557.500916
4	3	19.424087	19.424087	19.353062	19.424087	5032071.937	1325624.852	240628.5941	63390.04059	0.930376	38.664632	422.966431
4	4	60.547231	60.547231	60.512223	60.599654	5175974.881	2859654.631	243963.223	134786.3111	0.967441	132.955347	733.112305
4	22	15.82829	15.864539	15.79929	15.998663	2227367.995	135262.7986	244400.8938	15869.33846	0.984206	115.777926	569.508179
