charge	Scan_Num	RT	RT_Calibrated	RTbegin	RTend	MaxInt	MaxInt_calibrated	SA	SACalibrated	goodness_fit	S/N	m/z
4	6	14.817703	14.817703	14.777413	14.832354	950727.0821	59333.31604	41356.63753	2551.761981	0.962658	32.204881	533.501709
4	4	13.368668	13.368668	13.368668	13.432738	664626.5488	38704.08507	44026.27178	2563.840658	0.935851	32.319057	573.751648
4	8	12.558653	12.558653	12.523539	12.570357	1222917.66	67198.78069	47657.2644	2585.091928	0.916063	34.977141	839.823669
4	4	14.181767	14.181767	14.171267	14.204796	1109676.674	72155.32053	40332.50718	2622.570205	0.963856	37.155496	588.251221
4	5	15.389201	15.389201	15.357112	15.423411	586690.8915	53884.17446	29704.7048	2728.205805	1	11.788644	569.25592
4	4	14.245741	14.245741	14.165167	14.245741	564278.2262	37133.33944	43580.6346	2867.901724	0.893668	24.64055	505.476898
4	3	15.191332	15.191332	15.174666	15.210809	807369.7445	74247.72342	31969.87614	2940.029073	0.994059	20.196696	519.48645
4	7	15.006813	15.006813	14.925956	15.017246	886510.0561	75185.75549	38999.3904	2954.573127	1	34.707194	450.965027
4	5	14.992126	14.992126	14.986051	15.033005	1026605.91	76016.72787	41721.55059	3089.341028	0.991204	19.692951	578.748718
4	3	16.030081	16.030081	16.030081	16.079803	593555.5783	120055.74	15633.50207	3162.116115	0.996687	6.205302	495.76532
4	9	14.6736	14.6736	14.64056	14.718812	950085.1066	54885.15447	54778.34571	3189.005484	0.943514	41.425472	509.737518
4	4	16.34834	16.34834	16.34834	16.440691	362391.4211	43229.32377	26979.45822	3218.353598	0.996315	4.83857	495.764008
4	4	15.423411	15.423411	15.369453	15.423411	745338.3732	68429.89104	41785.64827	3836.361391	0.963033	17.972932	478.478882
4	11	15.606766	15.606766	15.538187	15.634901	891556.4662	83214.57489	44026.43258	4127.025036	1	17.386075	520.22345
4	4	15.308698	15.308698	15.281756	15.339025	709986.1049	69743.23231	42116.53681	4137.184363	0.904746	18.030506	503.474731
4	3	17.41493	17.41493	17.355345	17.41493	654613.1139	133458.3311	20672.48826	4214.574568	1	5.280811	527.216309
4	4	15.44579	15.44579	15.369453	15.44579	552827.9449	50755.41176	46429.56957	4262.722142	1	21.387419	569.756775
4	4	15.235932	15.235932	15.210809	15.267011	1099432.541	94250.53929	50050.45688	4290.652112	0.917493	22.092932	545.988037
4	3	15.124785	15.124785	15.098558	15.142749	885443.6937	86325.7964	46591.01259	4542.362542	0.971137	19.01181	561.737122
4	6	15.591433	15.591433	15.573295	15.65103	947520.308	89758.48932	49578.05245	4574.65193	0.99915	17.431611	519.21698
4	4	15.389201	15.389201	15.389201	15.44579	918016.8299	84844.43899	52994.97425	4897.871927	0.888262	21.070561	515.53302
4	7	15.007387	15.01078	14.925956	15.044709	675077.4371	58254.1062	61866.39984	4951.326932	0.948913	28.514853	460.96347
4	9	15.740351	15.740351	15.682855	15.758952	1202587.921	95278.18412	64018.43046	5056.859427	0.943538	30.539223	531.21875
4	7	14.211572	14.20729	14.192306	14.267228	1226766.885	76618.25719	84357.78777	5194.154096	0.994593	75.923231	578.262146
4	11	15.851759	15.851759	15.738281	15.85386	829865.4622	78312.51135	63081.2293	5247.099738	1	20.160119	547.968567
4	6	15.115671	15.112996	15.078221	15.15847	1009341.228	93408.24784	59244.87013	5402.601215	1	36.883243	449.965759
4	8	15.576873	15.576873	15.538187	15.634901	810492.3059	76495.31398	57877.34774	5403.333232	0.893972	28.266073	456.697845
4	17	12.871503	12.890499	12.832244	12.939889	1214746.798	72776.95099	94266.34216	5560.202837	0.991611	43.409233	557.501282
4	4	15.339025	15.339025	15.322921	15.369453	1379699.203	129964.1299	62651.38188	5901.59965	0.921898	20.637499	707.295288
4	11	14.436162	14.441695	14.397429	14.473512	1817888.527	103232.476	95710.54656	5971.810602	0.944509	46.77634	678.284241
4	10	14.985844	14.9877	14.909745	15.002549	1185585.096	87804.35663	82902.93728	6012.114808	0.968274	48.460572	440.717346
4	5	16.663891	16.663891	16.606669	16.663891	994618.6914	119732.598	51641.02415	6216.56725	0.977378	24.93687	453.463348
4	3	17.543966	17.543966	17.481786	17.543966	598915.6416	118036.1927	31962.47085	6299.265047	0.956356	5.563946	527.466492
4	15	14.259866	14.26144	14.225241	14.343282	1244985.124	73167.28315	109284.007	6560.65781	0.96027	51.006096	588.989929
4	4	15.423411	15.423411	15.369453	15.44579	934833.907	85827.57134	72070.35674	6616.815712	0.9495	10.373816	751.120728
4	4	16.651616	16.651616	16.606669	16.679989	864983.0498	104127.0073	55395.03107	6668.476112	0.822496	22.417614	451.489105
4	7	15.065734	15.065734	15.06204	15.191332	813008.5614	83707.55951	73140.23593	6767.198015	1	36.833961	446.965881
4	5	15.124785	15.124785	15.084306	15.174666	1245980.848	128200.5194	66317.67615	6823.508195	0.910101	41.770524	446.462555
4	11	12.320594	12.32181	12.292641	12.359486	2601104.619	159089.6905	113199.1455	7101.563967	0.984232	75.418498	663.255371
4	8	15.23636	15.239298	15.174666	15.292179	998577.0098	86038.8503	81986.77634	7240.692009	0.992196	27.668538	519.987915
4	10	15.087528	15.085018	15.017246	15.142749	1066816.158	109229.2556	78157.73982	7725.707819	0.984377	21.707074	486.975433
4	4	60.523798	60.523798	60.473021	60.523798	611537.5759	376330.8159	13028.02033	8017.243281	1	122.34694	635.311279
4	8	15.624938	15.620966	15.573295	15.732198	887465.2682	78405.27718	93494.41364	8076.694931	0.891163	20.891337	490.686401
4	6	15.475251	15.475251	15.463963	15.548621	1273263.649	131128.4797	80947.7786	8184.769035	0.969599	24.893686	509.722198
4	4	15.191332	15.191332	15.15847	15.210809	2481714.423	218653.2531	93045.55832	8197.846548	0.956206	29.322511	718.060852
4	8	15.502059	15.502059	15.463963	15.548621	2103773.163	211871.9176	80981.98265	8205.318836	1	21.118264	569.506775
4	10	15.310817	15.310817	15.210809	15.339025	1055217.819	104046.0152	92026.77582	8411.92102	0.998339	24.835176	503.443542
4	7	15.329446	15.329446	15.298269	15.389201	1464823.055	138379.1417	94365.9891	8855.135312	0.927666	22.474548	611.835327
4	4	15.235932	15.235932	15.210809	15.281756	1876072.186	160829.163	104459.707	8954.968449	0.990775	35.712738	553.500488
4	9	14.89333	14.895233	14.857167	14.942816	2396051.17	161150.0416	142235.5667	9527.902413	0.93913	66.531226	580.757874
4	4	16.321788	16.321788	16.321788	16.380585	1214520.192	147268.1208	78691.62048	9541.848003	0.938126	63.592261	332.175018
4	8	16.461116	16.463292	16.380585	16.467645	1302036.602	154318.6957	80574.03797	9845.379468	0.953004	44.636206	384.226166
4	3	17.440851	17.440851	17.384195	17.440851	941726.9925	179171.8022	51932.56577	9880.625146	1	14.26803	532.21051
4	16	15.731051	15.692946	15.65103	15.803451	1140548.946	94518.81344	131450.0608	10439.75997	0.992751	52.27177	437.23642
4	3	14.225241	14.225241	14.225241	14.300493	2527662.133	152627.3856	176294.5006	10645.16036	0.969753	70.396277	578.011353
4	3	17.376428	17.376428	17.333502	17.376428	1376837.373	308777.1638	49782.8179	11164.57006	1	22.879133	513.716675
4	5	15.389201	15.389201	15.357112	15.423411	2121632.692	194859.7256	123312.2896	11325.52256	0.931644	53.854627	547.291321
4	8	15.401494	15.401494	15.339025	15.463963	1418781.127	132088.7115	120017.5523	11327.1745	0.905566	30.956297	509.722443
4	8	16.47362	16.476639	16.401148	16.521934	957350.3931	118657.7239	96381.32185	11561.22199	0.926517	39.10761	377.219696
4	9	15.06486	15.06486	15.002549	15.142749	1545359.679	157968.3312	121411.9648	11600.82516	0.952283	35.772693	475.227783
4	9	15.004949	15.004949	14.963228	15.06204	2383045.925	200219.5907	141053.9295	12282.83788	1	78.345855	446.964935
4	3	18.318496	18.318496	18.318496	18.360923	1904639.398	497165.0738	49266.56662	12859.97562	0.971998	34.0258	437.732269
4	8	15.074164	15.053836	15.017246	15.098558	1902338.869	202524.1332	126988.7168	12874.1331	0.965992	65.381356	468.244293
4	4	15.15847	15.15847	15.124785	15.191332	3315017.169	295640.5217	144659.9978	12901.09675	0.986726	186.042315	481.486664
4	9	16.823291	16.823291	16.679989	16.826548	943742.5506	189043.0763	76841.0403	12987.33654	0.974147	10.456486	496.022217
4	3	17.838392	17.838392	17.792241	17.873063	327253.1836	148616.3413	28792.77525	13075.73808	0.850635	52.754686	565.270935
4	20	15.951497	15.953525	15.79736	16.000172	1021007.216	174208.0113	91815.57319	13603.08856	0.992719	16.474757	496.016968
4	3	75.332738	75.332738	75.332738	75.360505	2341613.177	488141.1668	67908.09151	14156.36679	0.850949	15.227181	747.641418
4	3	17.89313	17.89313	17.89313	17.956025	869958.7962	259070.517	48296.65378	14382.56515	0.948059	8.028477	463.996002
4	21	13.27321	13.27321	13.216803	13.368668	2706109.712	149940.0224	256902.9488	14391.06048	0.973178	114.199514	532.485535
4	3	17.459759	17.459759	17.440851	17.505552	1156546.83	208424.3701	80955.14121	14589.1406	0.846416	18.371309	449.989349
4	20	15.571008	15.571008	15.548621	15.79736	1095941.845	104756.2039	175682.2586	15212.39574	0.973116	29.633667	509.723389
4	6	15.351633	15.348949	15.308698	15.389201	2941500.746	274084.5574	164956.0891	15411.31688	0.955686	64.910273	495.204224
4	9	16.722564	16.724992	16.635154	16.744416	1443822.872	225685.9582	112379.4559	17733.03005	0.968894	19.885643	547.468079
4	3	17.185326	17.185326	17.149605	17.224107	1317623.466	275077.9678	90084.74727	18806.83659	0.941244	16.982644	468.243774
4	3	73.355082	73.355082	73.344282	73.371221	2424660.401	790822.0485	61677.21947	20116.50994	0.942876	4.677277	733.668335
4	26	16.163508	16.163508	16.000172	16.291045	1737184.846	243026.2214	133334.1524	20143.01268	0.981628	15.877825	496.016022
4	4	15.950542	15.950542	15.950542	16.006233	3546852.352	595309.2233	120955.3847	20301.34017	0.983116	2732.621483	496.518921
4	4	17.481786	17.481786	17.481786	17.543966	1735525.002	342042.7675	104736.2396	20641.75002	0.963212	17.796065	527.714722
4	14	12.784304	12.784304	12.738635	12.845196	3826848.05	319927.302	255885.2474	20954.56506	0.971529	98.615838	661.286133
4	7	16.796842	16.78637	16.725634	16.798936	2357141.982	395460.5404	119339.0993	21425.71225	0.902725	33.342644	525.218811
4	17	14.899088	14.899088	14.857167	15.044709	3228510.57	217330.3447	317547.0238	22537.87205	0.977191	93.173814	507.47052
4	7	15.065878	15.065878	15.055959	15.142749	5190835.506	528946.0098	230383.224	22893.99953	0.97535	118.793465	569.507751
4	13	16.723909	16.823697	16.641227	16.826548	1194559.664	221419.2921	137477.0534	23561.21688	0.961479	18.656307	503.443451
4	14	14.941425	14.94342	14.877575	15.017246	3933544.451	284230.0669	345054.3987	24661.5847	0.977139	95.71971	528.511841
4	13	14.918635	14.920618	14.857167	14.986051	4715915.148	328577.1079	364224.8296	24893.00382	0.986746	150.308224	500.461914
4	11	15.463798	15.463798	15.407249	15.548621	3040293.872	300634.4988	273636.1858	27343.44039	0.973656	121.134589	423.230743
4	3	17.224107	17.224107	17.149605	17.224107	1904911.469	397685.0665	132514.1837	27664.75652	0.87479	15.194482	662.827881
4	11	15.877633	15.879265	15.843372	15.933104	3682769.024	482461.9355	220449.4596	28693.53584	0.966966	98.061236	505.970947
4	4	17.576237	17.576237	17.505552	17.576237	3372767.283	593901.6169	164235.9643	28919.87397	1	20.292516	532.213318
4	14	16.514328	16.517758	16.401148	16.641227	1606131.582	193214.7901	247182.813	30570.88245	0.996145	57.164906	395.212036
4	3	69.07145	69.07145	69.048852	69.07145	2479659.689	1424273.228	59464.60397	34155.43019	1	62.154512	927.449585
4	25	15.798161	15.81775	15.657119	15.901984	3002111.724	281811.0992	401415.6585	34209.53291	0.972522	82.046105	505.724884
4	5	17.384195	17.384195	17.333502	17.440851	1745478.464	391450.6535	156517.5629	35101.49426	1	28.068799	486.742035
4	38	16.819367	16.825547	16.291045	16.87807	980327.577	201068.9883	235712.3555	35363.41799	0.989041	13.367609	496.01355
4	5	17.440851	17.440851	17.376428	17.459759	2487637.732	477015.8642	187390.0008	35932.88605	0.918995	54.471796	412.983002
4	3	75.405762	75.405762	75.405762	75.440131	3527810.135	1044658.02	125439.5053	37145.24882	0.83852	9.619598	798.874268
4	3	48.367953	48.367953	48.367953	48.403404	1360093.742	961196.9908	52977.97474	37440.26484	0.979742	189.173866	652.311707
4	17	16.59897	16.59897	16.479947	16.663891	2445462.638	276016.7376	293915.4601	37790.1697	0.911096	30.155294	724.065125
4	13	15.313808	15.313808	15.235932	15.423411	3578230.808	353173.6874	406174.5758	38038.88744	0.926697	77.210146	528.292786
4	3	17.543966	17.543966	17.505552	17.576237	5517874.082	971627.7659	218541.8696	38482.45634	1	40.989988	533.463257
4	14	16.631505	16.690113	16.521934	16.700306	1944292.408	298856.6725	289702.0725	38937.44459	1	81.060821	384.226044
4	4	17.149605	17.149605	17.118522	17.224107	1852858.817	374844.9964	194042.75	39256.06919	0.944269	16.909321	505.488251
4	3	41.452975	41.452975	41.445277	41.46216	2420516.88	2053025.344	47042.22934	39900.1097	0.9685	3.372217	655.30188
4	4	18.166621	18.166621	18.121648	18.203383	2208534.892	517100.1855	172645.0881	40422.63828	0.904485	10.904645	705.546753
4	31	14.418836	14.397452	14.254341	14.509308	4512655.366	283818.4323	659127.3578	40697.49852	0.977009	195.950765	487.729767
4	3	66.79725	66.79725	66.79725	66.828456	2929315.315	1361206.002	88070.71801	40925.05484	0.93663	11.968646	526.02301
4	18	16.648522	16.648522	16.413264	16.73407	1542476.125	225491.2922	305233.9362	41575.73677	0.946545	43.353148	380.722168
4	3	45.60636	45.60636	45.593525	45.625426	2717837.561	2244291.958	53269.14025	43987.72935	0.976242	47.303145	534.273987
4	3	71.129491	71.129491	71.129491	71.180798	1818242.597	1158116.304	69324.23781	44155.56548	0.927696	6.260625	644.334167
4	3	60.774466	60.774466	60.774466	60.806343	2204201.772	1402163.977	69587.95905	44267.14952	0.990113	364.040014	805.894775
4	7	15.142136	15.138522	15.084306	15.210809	7965585.053	655946.2527	527777.7692	46036.56968	0.970463	244.766086	453.469574
4	3	48.230323	48.230323	48.230323	48.297099	2264199.907	1144691.561	91330.47645	46173.1428	1	5.658005	691.538879
4	3	73.28962	73.28962	73.28962	73.344282	2357760.432	839359.3562	134119.0309	47746.18402	0.953084	8.707892	654.559448
4	3	18.241201	18.241201	18.203383	18.278632	2656127.727	642818.9078	199019.1652	48165.33523	0.979081	20.567972	484.769928
4	4	18.121648	18.121648	18.096048	18.166621	3699170.768	757871.4951	238120.5521	48785.19814	1	45.797965	444.716919
4	10	16.001956	16.001956	15.975831	16.193539	1712400.002	313407.6559	296038.0958	48993.68535	0.950225	32.687854	505.754547
4	17	14.927502	14.925434	14.857167	15.033005	6941217.983	487690.5642	692434.6489	49474.98919	0.974858	181.337261	554.768311
4	3	16.92287	16.92287	16.87807	16.92287	5148271.57	1150194.721	227947.9427	50926.70749	0.948894	63.602689	461.450592
4	5	17.333502	17.333502	17.286756	17.384195	1956809.471	535378.7883	187884.712	51404.84597	0.932514	37.008434	411.9505
4	3	41.030222	41.030222	40.952332	41.030222	2133411.693	1110573.5	103791.3194	54029.83829	0.985617	2.810548	688.782898
4	4	17.576237	17.576237	17.505552	17.576237	5982535.751	1053448.803	308007.9913	54236.30767	1	62.977218	502.773254
4	3	74.441005	74.441005	74.426999	74.468671	4484546.909	1295737.333	195451.5022	56472.55191	0.921379	8.89323	822.923889
4	4	73.321716	73.321716	73.28962	73.355082	2383427.113	848496.6583	159859.7327	56909.83719	0.821028	5.140308	925.453247
4	22	16.500599	16.514755	16.361396	16.620927	2945153.387	362067.466	481782.3771	57983.64069	0.932405	129.373426	363.691895
4	6	75.669197	75.669197	75.585677	75.685901	3927679.277	1259310.548	239675.3442	60782.91071	0.932304	17.390565	782.664734
4	10	17.356967	17.290657	17.286756	17.481786	2605686.454	568415.0741	287448.8461	61818.03763	0.960643	19.168053	547.46759
4	3	18.278632	18.278632	18.278632	18.328848	4074912.75	988336.8299	257926.9526	62558.07728	0.962785	56.135738	422.964813
4	7	17.485244	17.481358	17.384195	17.520223	3343211.606	658210.6819	346631.0083	63803.10485	0.955915	40.911044	496.514496
4	4	17.149605	17.149605	17.082885	17.185326	3254997.697	670995.1962	310129.9907	63931.14629	0.938184	58.95972	402.237488
4	3	48.208558	48.208558	48.208558	48.263141	2392441.777	1226264.366	130111.1416	66689.46265	1	5.814109	560.055176
4	39	16.080618	16.080618	16.030081	16.440691	2019649.891	355721.5	472070.1382	66981.50224	0.995695	50.074029	464.244476
4	4	17.028142	17.028142	16.99638	17.082885	4423525.817	875945.7064	348715.7305	69052.61989	0.978337	76.576339	430.237823
4	17	15.00718	15.00718	14.925956	15.098558	9733777.873	827537.5802	816469.4862	69830.73907	0.975228	208.182447	569.260254
4	4	59.381704	59.381704	59.372473	59.422602	3091989.921	1515681.334	142680.7639	69941.55095	0.965407	10.129281	608.340454
4	4	17.118522	17.118522	17.082885	17.185326	3745436.959	772095.848	341902.8266	70480.89602	1	47.391768	496.268433
4	3	72.967525	72.967525	72.967525	73.007383	3632622.688	2415307.638	106013.4242	70487.64907	0.979036	11.54843	777.391174
4	29	15.580831	15.582795	15.488542	15.773264	5507669.95	521141.6411	786856.0203	71351.64146	1	146.75159	483.730591
4	3	51.726781	51.726781	51.726781	51.788126	1054076.049	1185687.345	63615.33671	71558.30901	0.979924	12.470431	509.268372
4	5	73.395875	73.395875	73.321716	73.395875	4022375.278	1405933.337	208107.0759	72739.27855	0.679808	17.640216	755.397095
4	3	48.180196	48.180196	48.180196	48.230323	2257721.532	1311866.085	126106.9474	73275.39069	0.932558	11.965429	689.286011
4	6	17.286771	17.277278	17.272531	17.41493	2888192.566	838869.9153	314430.4493	73952.79061	0.912454	39.390188	433.210602
4	3	73.119961	73.119961	73.119961	73.185331	2693628.036	1062575.162	187765.1835	74069.10592	0.940308	13.864169	703.884033
4	5	16.901581	16.901581	16.826548	16.901581	7035782.916	1486537.696	350911.9194	74141.54224	0.986167	76.55	478.229675
4	3	49.521871	49.521871	49.503913	49.534598	3330925.646	2942513.822	86710.31279	76599.21624	0.957494	3.73214	694.601563
4	5	18.328848	18.328848	18.241201	18.360923	3497514.244	896109.2093	308241.0458	78975.41527	0.963224	81.574727	334.13501
4	7	18.003771	18.000057	17.940633	18.070622	4428097.821	781372.692	432728.2319	79105.9135	0.946728	51.811385	531.255798
4	3	18.278632	18.278632	18.241201	18.318496	4498588.905	1152597.721	312918.0526	80173.72601	0.901259	25.321287	544.757385
4	3	20.189301	20.189301	20.189301	20.261917	1961965.964	1157502.044	137423.3427	81075.7184	0.673881	22.963826	539.736267
4	5	73.975314	73.975314	73.975314	74.04809	4650401.391	1376672.999	280891.7329	83153.2661	0.95289	10.703556	784.924133
4	3	20.197008	20.197008	20.197008	20.261917	2746193.374	1553276.795	148737.5366	84127.56596	1	24.99769	542.27002
4	6	17.513032	17.519906	17.440851	17.543966	6473796.287	1188106.69	467764.4135	85629.80266	0.931291	157.032788	396.933502
4	4	43.750824	43.750824	43.71633	43.7865	2366763.239	2126471.913	96457.71496	86664.61362	0.858691	39.077911	599.789612
4	5	17.149605	17.149605	17.082885	17.224107	3931567.543	810465.3768	435861.3828	89849.80061	0.919693	111.194532	347.424408
4	7	17.996343	17.992629	17.940633	18.070622	4586837.543	820280.898	490972.7663	90718.95741	0.934454	120.406977	386.469971
4	3	18.203383	18.203383	18.203383	18.278632	4849717.481	1173697.357	379238.9574	91780.96742	0.995093	153.550577	443.217743
4	4	18.166621	18.166621	18.121648	18.203383	6190590.803	1449447.624	397573.2049	93086.67875	0.829373	49.516592	482.717896
4	3	71.597344	71.597344	71.597344	71.634442	9797379.317	5633915.651	165474.1882	95154.79484	0.964172	11.534641	847.462524
4	3	65.635134	65.635134	65.596083	65.635134	3248674.743	2402865.934	128805.1527	95270.08335	1	11.678984	781.893738
4	4	66.655483	66.655483	66.655483	66.719997	6499350.21	3970281.13	157316.5219	96100.5021	1	10.983168	589.051819
4	3	49.68883	49.68883	49.68883	49.718167	4008085.755	2762292.044	140180.2992	96609.44119	0.728969	19.539936	649.319458
4	4	40.943365	40.943365	40.887555	40.952332	3032368.278	2008190.912	145895.1239	96619.28736	0.978314	60.010425	647.286011
4	6	49.190447	49.190447	49.112077	49.193149	3491087.226	2527374.769	143382.907	96671.01576	0.919599	4.748647	694.603333
4	3	75.715359	75.715359	75.685901	75.723759	21135072.08	4194298.884	491359.4877	97511.30932	0.93939	74.150952	644.581482
4	3	30.053389	30.053389	29.999744	30.053389	2754590.226	2219653.687	121363.976	97795.30703	0.981218	4.783004	607.282043
4	4	68.991623	68.991623	68.983923	69.048852	3231267.32	1982372.589	167932.1469	103025.857	0.997493	19.222634	1054.503052
4	3	69.07145	69.07145	69.048852	69.07145	7980447.14	4583829.489	180230.1147	103521.0308	0.94385	25.999757	766.832336
4	4	43.370115	43.370115	43.370115	43.485464	1624787.477	1040196.848	164369.4432	105230.1173	0.974139	11.31985	427.982147
4	3	41.633883	41.633883	41.586067	41.633883	3224417.231	2301511.228	149394.0056	106633.837	0.906244	10.645304	493.524353
4	4	73.119961	73.119961	73.119961	73.208546	4119052.967	1624872.965	271532.1584	107113.2775	0.928594	22.253819	695.338867
4	5	18.166621	18.166621	18.096048	18.203383	6360877.835	1303191.525	524720.797	107502.7242	0.956342	71.02362	468.243805
4	3	38.482499	38.482499	38.438795	38.482499	2656471.99	2253156.904	127956.6524	108529.8154	1	5.545921	504.253387
4	5	73.537311	73.537311	73.447364	73.537311	4974822.617	1486352.739	364371.2689	108865.034	1	16.628266	691.872253
4	4	71.039756	71.039756	70.998729	71.039756	4567095.913	3297542.176	154452.5583	111518.0926	1	3.256383	869.898071
4	18	16.75502	16.75502	16.551909	16.798936	6765749.993	1163023.407	712150.4876	112369.2018	0.94066	89.217211	499.197906
4	6	17.070058	17.064818	17.028142	17.185326	4396204.046	928432.1657	541381.7129	112484.1616	0.950115	90.911831	404.439667
4	3	43.514274	43.514274	43.485464	43.514274	5146954.431	4005412.008	147235.7315	114580.3358	0.842798	5.605094	693.300354
4	3	40.98619	40.98619	40.952332	40.993904	4656716.503	2424110.621	220292.0944	114675.7389	0.986043	15.034259	547.005432
4	5	34.66446	34.66446	34.615437	34.685358	6342252.024	3479019.212	210320.8559	115370.7383	1	31.405588	494.770142
4	3	73.007383	73.007383	73.007383	73.082091	3054507.827	1552876.374	227639.6772	115729.3733	0.807667	8.599877	701.840149
4	4	40.98619	40.98619	40.952332	41.030222	3300174.024	1717945.874	222486.203	115817.9089	1	7.270251	634.30127
4	6	40.948299	40.945448	40.908394	40.993904	3881137.994	2061810.119	219895.4623	116229.7888	0.893707	8.173171	819.378967
4	5	37.484469	37.484469	37.43319	37.51152	4156272.193	2560857.79	189326.2981	116652.0629	0.972859	7.102834	509.736603
4	3	50.856025	50.856025	50.810523	50.856025	2986574.7	2727465.48	129320.4716	118100.8873	0.736405	11.312729	708.356812
4	5	18.241201	18.241201	18.203383	18.360923	4027931.517	974814.0168	489357.4253	118431.1291	0.941507	29.984641	509.719025
4	8	38.910612	38.910612	38.844124	38.9771	7458952.427	5832153.75	166355.228	120687.1551	1	843.841477	509.773468
4	4	66.687962	66.687962	66.655483	66.719997	3896103.44	2380026.537	200646.0692	122569.3764	1	41.597037	589.303162
4	7	75.313935	75.270469	75.251841	75.360505	9572481.664	2317359.048	454323.8805	123088.7723	0.972804	14.786931	994.256653
4	4	73.100739	73.100739	73.082091	73.185331	2747739.388	1290624.419	268268.2901	126006.7121	0.940308	13.864169	703.891357
4	4	60.730827	60.730827	60.674529	60.755818	2795242.42	1616681.562	217919.3694	126037.8076	1	9.225139	707.829956
4	4	48.230323	48.230323	48.180196	48.253845	2926566.888	1700503.712	218268.1229	126826.3352	0.944298	3.912015	689.032715
4	3	69.276485	69.276485	69.243663	69.276485	5592260.121	3835569.356	186387.375	127837.7058	0.920344	21.176314	480.527893
4	4	75.434066	75.434066	75.423162	75.47236	12283371.05	4067341.408	390045.3105	129154.0763	0.969791	34.737245	781.13916
4	3	20.113354	20.113354	20.113354	20.197008	3664234.468	2782258.518	171075.9634	129898.2258	0.997371	9.656377	501.237
4	3	40.98619	40.98619	40.943365	40.98619	6514465.521	3521332.714	243183.9421	131450.7795	1	8.062867	668.850708
