time,mz,charge,intensity,quality,width,rt_start,rt_end,Tmz,Tintensity,Tmass,Tintensity10,Pintensity,Ttime,sample,fraction,status,group,mz_error,score,adj_score
60.687285,450.251911,4,156558400.0,0.809095,11.190943,60.547231,60.875368,450.251911,26.537806,450.25,7.988676,0.00031,75.557052,A3,F1,use,450.23_450.26_1,0.000132,0.779391,0.997602
60.703974,450.252044,4,215234000.0,0.815369,10.834382,60.565983,60.88972,450.252044,26.648836,450.25,8.022099,0.000335,76.816874,A2,F1,use,450.23_450.26_2,0.000211,0.92884,1.509228
60.887712,450.252255,4,189377500.0,0.725637,10.542808,60.774466,61.040701,450.252255,26.747572,450.25,8.051821,0.000358,76.606225,A1,F1,use,450.23_450.26_2,0.000211,0.92884,1.483461
59.491924,450.252146,4,40151000.0,0.80552,10.391217,59.444429,59.587686,450.252146,24.509815,450.25,7.378189,7.6e-05,74.850108,A1,F1,use,450.23_450.26_3,0.000154,0.974649,1.728961
59.220733,450.2523,4,133091000.0,0.854367,15.940538,59.129699,59.488219,450.2523,25.955343,450.25,7.813337,0.000207,74.923911,A2,F1,use,450.23_450.26_3,0.000154,0.974649,1.555037
58.907562,450.252031,4,128231600.0,0.858708,11.866829,58.725299,58.981461,450.252031,25.901682,450.25,7.797183,0.000199,74.524231,A2,F1,use,450.23_450.26_4,0.000418,0.998452,1.57884
59.186188,450.25245,4,110720100.0,0.78921,16.076481,59.01002,59.226799,450.25245,25.973224,450.25,7.81872,0.000209,74.465443,A1,F1,use,450.23_450.26_4,0.000418,0.998452,1.566995
61.556074,450.256155,4,127118100.0,0.779597,16.952765,61.454071,61.566063,450.256155,25.8891,450.26,7.793396,0.000198,77.88841,A2,F1,use,450.24_450.27_2,0.000595,0.774938,1.29089
61.529169,450.25675,4,38093100.0,0.753825,10.074086,61.376023,61.630149,450.25675,24.433908,450.26,7.355339,7.2e-05,77.413278,A1,F1,use,450.24_450.27_2,0.000595,0.774938,1.249207
22.803674,450.4537,4,18543180.0,0.847157,5.447439,22.744494,22.823081,450.4537,23.395267,450.45,7.042677,3.5e-05,28.690574,A1,F1,use,450.43_450.46_0,9.8e-05,0.984152,1.180983
24.1565,450.453602,4,19403780.0,0.807542,5.574874,24.083936,24.173602,450.453602,23.525515,450.45,7.081886,3.8e-05,30.340068,A3,F1,use,450.43_450.46_0,9.8e-05,0.984152,1.180983
14.647525,450.457528,4,499161.0,0.708032,4.830292,14.591192,14.698702,450.457528,18.180028,450.46,5.472734,9.444628e-07,18.428867,A1,F1,use,450.44_450.47_1,0.000205,0.968838,1.350528
15.288962,450.457323,4,1221264.0,0.812532,4.660575,15.212098,15.367581,450.457323,19.535624,450.46,5.880809,2e-06,19.366282,A3,F1,use,450.44_450.47_1,0.000205,0.968838,1.350528
21.376754,450.479992,4,19720150.0,0.731622,5.481401,21.297831,21.465191,450.479992,23.484049,450.48,7.069403,3.7e-05,26.895287,A1,F1,use,450.46_450.49_2,0.000149,0.988143,1.382881
22.474618,450.479809,4,42393880.0,0.763935,9.493819,22.442133,22.62336,450.479809,24.653033,450.48,7.421302,8.4e-05,28.2587,A3,F1,use,450.46_450.49_2,3.4e-05,0.985831,1.380106
22.039378,450.479843,4,21506840.0,0.743704,8.978365,21.903348,22.124521,450.479843,23.325798,450.48,7.021765,3.3e-05,27.45585,A2,F1,use,450.46_450.49_2,0.000149,0.988143,1.185772
16.504574,451.489349,4,2570838.0,0.756092,5.551246,16.410621,16.536304,451.489349,20.261313,451.49,6.099263,4e-06,20.408086,A2,F1,use,451.47_451.5_1,0.000175,0.99284,1.191408
16.677849,451.489174,4,3640336.0,0.780349,10.732067,16.620927,16.700306,451.489174,21.046522,451.49,6.335635,7e-06,20.983332,A1,F1,use,451.47_451.5_1,0.000175,0.99284,1.191408
17.389028,451.489589,4,3048700.0,0.859559,5.573286,17.300546,17.455039,451.489589,20.855443,451.49,6.278114,6e-06,21.965163,A3,F1,use,451.47_451.5_1,0.000415,0.99001,1.188012
25.938312,452.220824,4,17716990.0,0.717504,11.332701,25.82651,26.016682,452.220824,23.329512,452.22,7.022883,3.4e-05,32.634437,A1,F1,use,452.21_452.24_0,0.00052,0.980339,1.176407
26.940851,452.221344,4,9846354.0,0.713181,9.872408,26.847443,27.09513,452.221344,22.198663,452.22,6.682464,1.5e-05,33.711277,A2,F1,use,452.21_452.24_0,0.00052,0.980339,1.176407
39.11043,452.986627,4,35695260.0,0.830031,8.083864,38.999273,39.203398,452.986627,24.340111,452.99,7.327104,6.8e-05,49.207012,A1,F1,use,452.97_453.0_0,0.000299,0.992258,1.190709
39.584521,452.986925,4,38988040.0,0.819247,10.10743,39.472306,39.676525,452.986925,24.184034,452.99,7.28012,6.1e-05,49.847561,A2,F1,use,452.97_453.0_0,0.000299,0.992258,1.190709
16.493918,453.463415,4,3560613.0,0.827143,5.916781,16.410621,16.580684,453.463415,20.731199,453.46,6.240713,6e-06,20.394486,A2,F1,use,453.44_453.47_1,0.000246,0.992842,1.19141
16.660972,453.463661,4,3533450.0,0.800922,7.804061,16.534767,16.752455,453.463661,21.003528,453.46,6.322692,7e-06,20.962098,A1,F1,use,453.44_453.47_1,0.000246,0.992842,1.19141
17.433898,453.463391,4,4302991.0,0.821395,5.202843,17.388139,17.512619,453.463391,21.352589,453.46,6.42777,9e-06,22.02069,A3,F1,use,453.44_453.47_1,0.000269,0.990086,1.188103
16.011605,453.469537,4,10553760.0,0.873305,5.449327,15.922861,16.10367,453.469537,22.298759,453.47,6.712595,1.6e-05,19.778942,A2,F1,use,453.45_453.48_1,7.4e-05,0.979707,1.367178
15.143048,453.469611,4,14703400.0,0.756035,3.935088,15.078221,15.210809,453.469611,23.060529,453.47,6.941911,2.8e-05,19.052313,A1,F1,use,453.45_453.48_1,7.4e-05,0.979707,1.367178
30.007635,454.246915,4,57344970.0,0.828362,8.427181,29.877397,30.144661,454.246915,25.024046,454.25,7.532988,0.000109,37.754279,A1,F1,use,454.23_454.26_1,0.000122,0.975566,1.170679
31.544244,454.247305,4,65654180.0,0.85754,6.887115,31.424629,31.66071,454.247305,24.935889,454.25,7.506451,0.000102,39.579536,A2,F1,use,454.23_454.26_1,0.000512,0.969395,1.163274
30.890121,454.246793,4,59115860.0,0.888655,6.882765,30.788804,30.974035,454.246793,25.132722,454.25,7.565703,0.000117,38.673082,A3,F1,use,454.23_454.26_1,0.000512,0.969395,1.163274
20.160246,455.995921,4,6680398.0,0.863864,5.220849,20.12105,20.230532,455.995921,21.922385,456.0,6.599295,1.3e-05,25.36473,A1,F1,use,455.98_456.01_0,0.000626,0.982448,1.178937
21.356634,455.995295,4,9694370.0,0.716487,8.450348,21.253253,21.482325,455.995295,22.524396,456.0,6.780519,1.9e-05,26.875168,A3,F1,use,455.98_456.01_0,0.000626,0.982448,1.178937
37.934865,456.207097,4,73908430.0,0.765606,8.921424,37.810781,38.090097,456.207097,25.106741,456.21,7.557882,0.000115,47.742214,A2,F1,use,456.19_456.22_1,3.9e-05,0.993186,1.191823
37.691549,456.207058,4,75299920.0,0.777147,10.840867,37.533626,37.832092,456.207058,25.417027,456.21,7.651288,0.000142,47.421839,A1,F1,use,456.19_456.22_1,3.9e-05,0.993186,1.191823
37.326587,456.206393,4,82530330.0,0.833766,7.134683,37.208924,37.448595,456.206393,25.614102,456.21,7.710613,0.000163,46.64764,A3,F1,use,456.19_456.22_1,0.000665,0.989314,1.187177
15.587931,456.697747,4,2289258.0,0.78709,7.141829,15.476259,15.699382,456.697747,20.377331,456.7,6.134188,4e-06,19.612046,A1,F1,use,456.68_456.71_1,0.000756,0.993988,1.192786
15.744469,456.698502,4,2035532.0,0.856394,6.673621,15.646502,15.820494,456.698502,19.92448,456.7,5.997866,3e-06,19.438014,A2,F1,use,456.68_456.71_1,0.000756,0.993988,1.192786
17.078146,456.697994,4,2429719.0,0.79652,8.739446,16.926723,17.185239,456.697994,20.528039,456.7,6.179555,5e-06,21.580439,A3,F1,use,456.68_456.71_1,0.000248,0.981871,1.178245
52.29118,459.228864,4,11245790000.0,0.795487,24.97842,51.856574,52.679758,459.228864,32.704347,459.23,9.844989,0.022256,65.166675,A3,F1,use,459.21_459.24_1,0.000309,0.992875,1.19145
52.594226,459.229172,4,13295220000.0,0.820568,29.307114,52.091409,53.027946,459.229172,32.881071,459.23,9.898189,0.025156,66.171728,A1,F1,use,459.21_459.24_1,8.5e-05,0.976819,1.172183
52.557219,459.229087,4,12693340000.0,0.820208,29.930925,52.076403,53.08369,459.229087,32.530858,459.23,9.792764,0.019734,66.419706,A2,F1,use,459.21_459.24_1,8.5e-05,0.976819,1.172183
53.820612,459.474558,4,52970770.0,0.789185,9.828493,53.778227,53.961819,459.474558,24.626198,459.47,7.413224,8.2e-05,68.032091,A2,F1,use,459.45_459.48_1,0.000352,0.997102,1.196523
53.989622,459.474909,4,57850710.0,0.779648,10.974197,53.824682,54.122152,459.474909,25.036713,459.47,7.536802,0.000109,67.927354,A1,F1,use,459.45_459.48_1,0.000352,0.997102,1.196523
53.559908,459.474267,4,44016820.0,0.794676,10.118977,53.461907,53.692203,459.474267,24.707232,459.47,7.437618,8.7e-05,66.736756,A3,F1,use,459.45_459.48_1,0.000642,0.990024,1.188029
22.862665,460.71114,4,114722600.0,0.848593,7.841991,22.731122,22.917035,460.71114,25.74108,460.71,7.748837,0.000178,28.506557,A2,F1,use,460.69_460.72_1,2.4e-05,0.992693,1.191232
22.313224,460.711116,4,98706120.0,0.804724,14.236107,22.130268,22.399558,460.711116,25.807518,460.71,7.768837,0.000187,28.073512,A1,F1,use,460.69_460.72_1,2.4e-05,0.992693,1.191232
23.552031,460.711338,4,83917670.0,0.812204,6.76287,23.455844,23.666467,460.711338,25.638152,460.71,7.717853,0.000166,29.592024,A3,F1,use,460.69_460.72_1,0.000198,0.988281,1.185938
15.606869,460.96257,4,1492579.0,0.824915,7.921603,15.49398,15.740763,460.96257,19.476881,460.96,5.863125,2e-06,19.262404,A2,F1,use,460.94_460.97_0,0.00042,0.99343,1.192116
14.98143,460.96299,4,1774025.0,0.818446,5.662087,14.891225,15.055959,460.96299,20.009477,460.96,6.023453,3e-06,18.848973,A1,F1,use,460.94_460.97_0,0.00042,0.99343,1.192116
41.962665,460.986284,4,29651040.0,0.759461,13.162104,41.861256,42.122804,460.986284,24.072461,460.99,7.246533,5.6e-05,52.795569,A1,F1,use,460.97_461.0_0,0.000275,0.993975,1.19277
41.917345,460.986009,4,26393900.0,0.719122,12.113712,41.760016,41.998583,460.986009,23.969382,460.99,7.215503,5.2e-05,52.31953,A3,F1,use,460.97_461.0_0,0.000275,0.993975,1.19277
18.099771,461.450658,4,11528920.0,0.767506,7.857634,17.961199,18.215088,461.450658,22.774435,461.45,6.855788,2.3e-05,22.844724,A3,F1,use,461.43_461.46_0,3e-05,0.964208,1.15705
16.7967,461.450627,4,9335759.0,0.833735,6.84346,16.697666,16.88994,461.450627,22.121841,461.45,6.659338,1.5e-05,20.780907,A2,F1,use,461.43_461.46_0,3e-05,0.964208,1.15705
29.588107,462.716025,4,135258100.0,0.832036,6.070057,29.488397,29.67937,462.716025,26.32682,462.72,7.925163,0.000268,37.061808,A3,F1,use,462.71_462.74_1,0.000192,0.988187,1.185824
29.448704,462.715833,4,144933100.0,0.813946,12.385457,29.234433,29.608106,462.715833,26.078317,462.72,7.850356,0.000225,36.905135,A2,F1,use,462.71_462.74_1,0.000192,0.988187,1.185824
27.958169,462.71587,4,124492800.0,0.858813,6.401537,27.87406,28.063412,462.71587,26.142369,462.72,7.869637,0.000236,35.175732,A1,F1,use,462.71_462.74_1,3.7e-05,0.969767,1.163721
28.448188,463.465788,4,129084000.0,0.910477,4.923198,28.379926,28.534523,463.465788,25.91124,463.47,7.800061,0.000201,35.634992,A2,F1,use,463.45_463.48_1,0.000185,0.989292,1.18715
28.833692,463.465972,4,154615700.0,0.882839,6.260487,28.729925,28.93648,463.465972,26.519792,463.47,7.983253,0.000306,36.128203,A3,F1,use,463.45_463.48_1,0.000185,0.989292,1.18715
27.206756,463.467138,4,135768700.0,0.855433,12.89779,27.043272,27.42786,463.467138,26.267458,463.47,7.907293,0.000257,34.230337,A1,F1,use,463.45_463.48_1,0.00135,0.970497,1.164596
16.066923,464.243792,4,18426960.0,0.827863,23.127975,15.79736,16.36749,464.243792,23.386197,464.24,7.039947,3.5e-05,20.214692,A1,F1,use,464.22_464.25_1,0.000143,0.990645,1.386889
16.150248,464.243935,4,11241260.0,0.845035,8.822568,16.028358,16.248402,464.243935,22.389806,464.24,6.740003,1.7e-05,19.955883,A2,F1,use,464.22_464.25_1,0.000143,0.990645,1.386889
17.37266,464.244162,4,21775720.0,0.850893,14.305106,17.14591,17.607662,464.244162,23.691898,464.24,7.131972,4.3e-05,21.944907,A3,F1,use,464.22_464.25_1,0.00037,0.956435,1.147722
17.676095,464.243232,4,6993041000.0,0.750152,10.474835,17.520223,17.838392,464.243232,31.954155,464.24,9.619159,0.013232,22.239281,A1,F1,use,464.22_464.25_2,0.00015,0.990572,1.386815
18.017195,464.243382,4,7549159000.0,0.717629,17.731701,17.843643,18.321476,464.243382,31.781174,464.24,9.567087,0.011736,22.338544,A2,F1,use,464.22_464.25_2,0.00015,0.990572,1.386815
21.386163,464.501751,4,11947180.0,0.787149,4.174151,21.322909,21.433312,464.501751,22.761049,464.5,6.851758,2.3e-05,26.907124,A1,F1,use,464.48_464.51_0,0.012074,0.019844,0.023813
19.183349,464.489677,4,23671460.0,0.825354,4.797092,19.111931,19.233751,464.489677,23.464151,464.49,7.063413,3.7e-05,23.82683,A2,F1,use,464.48_464.51_0,0.012074,0.019844,0.023813
16.421968,464.714364,4,2586218.0,0.839422,10.173573,16.272375,16.529908,464.714364,20.618093,464.71,6.206664,5e-06,20.768403,A3,F1,use,464.69_464.72_0,0.000175,0.986912,1.184295
15.571164,464.714189,4,1642588.0,0.755283,6.541678,15.458583,15.677628,464.714189,19.615045,464.71,5.904717,3e-06,19.216836,A2,F1,use,464.69_464.72_0,0.000175,0.986912,1.184295
61.487805,465.73127,4,82955060.0,0.818001,10.791492,61.353505,61.594707,465.73127,25.273332,465.73,7.608031,0.000129,77.801283,A2,F1,use,465.71_465.74_0,9e-06,0.878674,1.054408
63.31958,465.731279,4,11657330.0,0.733203,8.848327,63.247053,63.404522,465.731279,22.725616,465.73,6.841092,2.2e-05,79.665895,A1,F1,use,465.71_465.74_0,9e-06,0.878674,1.054408
34.506462,466.217317,4,18978290.0,0.764982,10.010268,34.376256,34.624406,466.217317,23.428729,466.22,7.05275,3.6e-05,43.414504,A1,F1,use,466.21_466.24_1,0.000783,0.988609,1.186331
34.731161,466.216534,4,13211890.0,0.709403,7.921767,34.636403,34.823438,466.216534,22.971014,466.22,6.914964,2.6e-05,43.426458,A3,F1,use,466.21_466.24_1,0.000783,0.988609,1.186331
34.92508,466.217317,4,22706590.0,0.783592,6.58528,34.818059,35.008403,466.217317,23.404113,466.22,7.04534,3.5e-05,43.901023,A2,F1,use,466.21_466.24_1,0.000783,0.985764,1.182916
25.110984,466.977034,4,47591060.0,0.712254,9.136495,24.983469,25.180634,466.977034,24.819868,466.98,7.471525,9.4e-05,31.521264,A3,F1,use,466.96_466.99_1,0.000283,0.974192,1.337832
23.609648,466.978717,4,51953060.0,0.801763,8.629622,23.51653,23.755109,466.978717,24.881588,466.98,7.490104,9.8e-05,29.704615,A1,F1,use,466.96_466.99_1,0.001399,0.984409,1.181291
24.394626,466.977318,4,68536670.0,0.827658,9.317572,24.272834,24.49759,466.977318,24.997878,466.98,7.525111,0.000107,30.461698,A2,F1,use,466.96_466.99_1,0.001399,0.984409,1.181291
29.190837,467.452348,4,294087700.0,0.861997,26.466021,28.799175,29.369286,467.452348,27.099176,467.45,8.157665,0.000457,36.576037,A2,F1,use,467.43_467.46_1,0.000314,0.901989,1.27975
27.884398,467.452662,4,254383800.0,0.716927,15.743368,27.674076,28.158401,467.452662,27.173314,467.45,8.179982,0.000481,35.082916,A1,F1,use,467.43_467.46_1,0.000145,0.921711,1.106053
29.467583,467.452517,4,142291900.0,0.822508,21.384352,29.369286,29.686293,467.452517,26.051784,467.45,7.842368,0.000221,36.929229,A2,F1,use,467.43_467.46_2,0.000392,0.98682,1.364581
29.546767,467.45291,4,312808600.0,0.822509,14.348614,29.301005,29.790313,467.45291,27.536386,467.45,8.289278,0.000619,37.01065,A3,F1,use,467.43_467.46_2,0.000392,0.98682,1.184183
14.596379,468.226891,4,921208.9,0.725558,6.975041,14.536208,14.687132,468.226891,19.128849,468.23,5.758357,2e-06,18.509194,A3,F1,use,468.21_468.24_0,0.020869,0.000156,0.000187
16.959632,468.206023,4,2937902.0,0.789099,6.531627,16.873529,17.011537,468.206023,20.45386,468.21,6.157225,5e-06,20.988846,A2,F1,use,468.21_468.24_0,0.020869,0.000156,0.000187
20.287743,468.24322,4,82557180.0,0.866467,7.029665,20.189301,20.408981,468.24322,25.549772,468.24,7.691248,0.000156,25.525141,A1,F1,use,468.22_468.25_1,0.000242,0.843419,1.581557
21.942832,468.243462,4,36489320.0,0.74481,7.55849,21.861832,22.075964,468.243462,24.436652,468.24,7.356165,7.2e-05,27.600602,A3,F1,use,468.22_468.25_1,0.000242,0.843419,1.334209
18.613471,468.243034,4,22570280.0,0.879647,8.530052,18.485831,18.73977,468.243034,23.395426,468.24,7.042725,3.5e-05,23.099532,A2,F1,use,468.22_468.25_3,0.000156,0.949431,1.727772
18.158648,468.242863,4,21565340.0,0.836517,7.861368,18.04183,18.278632,468.242863,23.613093,468.24,7.108249,4.1e-05,22.846408,A1,F1,use,468.22_468.25_3,0.000171,0.929052,1.667213
18.38061,468.242878,4,6847958.0,0.772116,9.058413,18.238485,18.42895,468.242878,22.022923,468.24,6.62956,1.4e-05,23.192269,A3,F1,use,468.22_468.25_3,3.5e-05,0.628423,1.119216
21.494637,468.243288,4,42519580.0,0.771019,10.197009,21.38441,21.597028,468.243288,24.309129,468.24,7.317777,6.6e-05,26.760632,A2,F1,use,468.22_468.25_4,0.000418,0.982107,1.566682
20.743728,468.243071,4,36005470.0,0.764314,8.187483,20.657107,20.872093,468.243071,24.352595,468.24,7.330862,6.8e-05,26.098841,A1,F1,use,468.22_468.25_4,0.000634,0.949538,1.49394
21.317588,468.243706,4,96513670.0,0.723994,8.734855,21.178155,21.444624,468.243706,25.839911,468.24,7.778588,0.000191,26.826847,A3,F1,use,468.22_468.25_4,0.000418,0.982107,1.472897
15.060287,468.243015,4,4472817.0,0.862245,11.497523,14.906219,15.132854,468.243015,21.060258,468.24,6.339769,7e-06,18.564837,A2,F1,use,468.22_468.25_5,0.016124,0.000157,0.38381
15.060545,468.242818,4,4520482.0,0.853291,4.825031,14.986051,15.098558,468.242818,21.358927,468.24,6.429678,9e-06,18.948512,A1,F1,use,468.22_468.25_5,0.015926,0.000115,0.379683
17.463133,468.242843,4,4588107.0,0.766603,12.880712,17.379316,17.63221,468.242843,21.096973,468.24,6.350822,7e-06,21.631431,A2,F1,use,468.22_468.25_6,9e-05,0.968676,1.550596
17.210469,468.242753,4,6531989.0,0.751649,13.905896,17.149605,17.384195,468.242753,21.889973,468.24,6.589538,1.2e-05,21.653451,A1,F1,use,468.22_468.25_6,9e-05,0.968676,1.516929
26.588591,468.532519,4,48828700.0,0.848512,9.374558,26.460928,26.71303,468.532519,24.508731,468.53,7.377863,7.6e-05,33.254962,A2,F1,use,468.51_468.54_0,0.000573,0.974614,1.169536
24.825192,468.531946,4,35012320.0,0.755654,7.825829,24.737941,24.866782,468.531946,24.312241,468.53,7.318714,6.6e-05,31.233959,A1,F1,use,468.51_468.54_0,0.000573,0.974614,1.169536
38.310364,469.986933,4,172482300.0,0.826835,15.49138,38.042218,38.482499,469.986933,26.612755,469.99,8.011238,0.000326,48.200405,A1,F1,use,469.97_470.0_1,0.000148,0.993381,1.192057
38.527646,469.987082,4,156556300.0,0.846807,11.409184,38.396904,38.715382,469.987082,26.189612,469.99,7.883859,0.000243,48.498741,A2,F1,use,469.97_470.0_1,0.000148,0.993381,1.192057
37.993695,469.986759,4,161452700.0,0.879496,6.95579,37.87883,38.111299,469.986759,26.582217,469.99,8.002045,0.00032,47.473202,A3,F1,use,469.97_470.0_1,0.000174,0.991651,1.189982
22.428359,470.976311,4,21691100.0,0.73952,5.868284,22.324921,22.525915,470.976311,23.621482,470.98,7.110775,4.1e-05,28.218369,A1,F1,use,470.96_470.99_0,0.000103,0.99227,1.190724
22.937698,470.976414,4,28477290.0,0.805573,5.703981,22.869164,23.028734,470.976414,23.730814,470.98,7.143687,4.4e-05,28.602316,A2,F1,use,470.96_470.99_0,0.000103,0.99227,1.190724
27.583479,471.231972,4,16237760.0,0.754192,9.904382,27.514726,27.703563,471.231972,23.203731,471.23,6.985019,3.1e-05,34.704314,A1,F1,use,471.21_471.24_0,0.000585,0.984406,1.181287
28.642179,471.232557,4,13281640.0,0.707107,6.471184,28.534523,28.736629,471.232557,22.630435,471.23,6.81244,2.1e-05,35.88257,A2,F1,use,471.21_471.24_0,0.000585,0.984406,1.181287
28.726625,471.486869,4,127659000.0,0.725581,9.315184,28.564394,28.88532,471.486869,26.243401,471.49,7.900051,0.000253,35.995704,A3,F1,use,471.47_471.5_1,4.7e-05,0.984324,1.563819
26.980563,471.486404,4,33221420.0,0.727195,11.969129,26.860632,27.043272,471.486404,24.236493,471.49,7.295911,6.3e-05,33.94575,A1,F1,use,471.47_471.5_1,0.000512,0.867746,1.421092
28.430321,471.486916,4,181617200.0,0.891686,5.458273,28.343977,28.46729,471.486916,26.403831,471.49,7.948345,0.000282,35.61219,A2,F1,use,471.47_471.5_1,0.000418,0.94751,1.332721
27.065679,471.486653,4,2113780000.0,0.863755,10.734676,26.889212,27.240563,471.486653,30.292859,471.49,9.119059,0.004183,33.940245,A3,F1,use,471.47_471.5_2,0.000189,0.942909,1.522403
25.841097,471.486652,4,1533160000.0,0.861421,7.523747,25.726395,25.959205,471.486652,29.764743,471.49,8.960081,0.002901,32.512125,A1,F1,use,471.47_471.5_2,0.00019,0.928748,1.482094
26.873154,471.486842,4,1669389000.0,0.839318,6.982443,26.754169,26.988886,471.486842,29.604178,471.49,8.911746,0.002595,33.62488,A2,F1,use,471.47_471.5_2,0.000344,0.978545,1.363756
27.536123,471.48741,4,58685860.0,0.746504,9.297875,27.417196,27.6591,471.48741,25.12219,471.49,7.562533,0.000116,34.522431,A3,F1,use,471.47_471.5_3,0.000913,0.970239,1.549733
27.230958,471.486498,4,204289700.0,0.875518,14.306033,27.117254,27.438626,471.486498,26.856923,471.49,8.08474,0.000387,34.260787,A1,F1,use,471.47_471.5_3,0.000913,0.970239,1.523585
21.651304,472.242668,4,11891800.0,0.73745,6.468544,21.56141,21.752581,472.242668,22.819144,472.24,6.869247,2.4e-05,27.239829,A3,F1,use,472.22_472.25_0,0.000133,0.989646,1.187576
21.00551,472.242801,4,13199910.0,0.74312,8.304175,20.914691,21.106604,472.242801,22.62153,472.24,6.809759,2.1e-05,26.136392,A2,F1,use,472.22_472.25_0,0.000133,0.989646,1.187576
17.978145,473.730034,4,85126300.0,0.781161,27.288523,17.884839,18.460925,473.730034,25.310607,473.73,7.619252,0.000132,22.288708,A2,F1,use,473.71_473.74_1,6.6e-05,0.995071,1.194085
17.685422,473.729969,4,55541410.0,0.704497,12.006385,17.576237,17.89313,473.729969,24.977943,473.73,7.51911,0.000105,22.251016,A1,F1,use,473.71_473.74_1,6.6e-05,0.995071,1.194085
18.7237,473.730208,4,35515030.0,0.703208,14.130294,18.616673,18.940172,473.730208,24.397607,473.73,7.344412,7e-05,23.616851,A3,F1,use,473.71_473.74_1,0.000174,0.988678,1.186413
51.061488,474.023787,4,32178440.0,0.793477,4.997097,50.991983,51.124377,474.023787,23.907096,474.02,7.196753,5e-05,64.510802,A2,F1,use,474.01_474.04_1,0.000121,0.995049,1.194059
50.73654,474.023909,4,47199890.0,0.812066,8.536875,50.652512,50.856025,474.023909,24.743162,474.02,7.448434,8.9e-05,63.83447,A1,F1,use,474.01_474.04_1,0.000121,0.995049,1.194059
50.573559,474.023728,4,29228070.0,0.766143,10.488592,50.456433,50.692085,474.023728,24.116532,474.02,7.259799,5.8e-05,63.041079,A3,F1,use,474.01_474.04_1,0.000181,0.994492,1.19339
21.180759,474.227318,4,15956410.0,0.794612,10.849818,21.074156,21.309873,474.227318,23.243313,474.23,6.996935,3.2e-05,26.657519,A3,F1,use,474.21_474.24_0,6e-06,0.97968,1.175616
20.155175,474.227311,4,10822820.0,0.716247,6.461975,20.113354,20.261917,474.227311,22.618455,474.23,6.808833,2e-05,25.35835,A1,F1,use,474.21_474.24_0,6e-06,0.97968,1.175616
42.746279,475.240393,4,272152500.0,0.804189,25.490385,42.477685,43.02142,475.240393,27.270722,475.24,8.209305,0.000515,53.781478,A1,F1,use,475.22_475.25_1,6.2e-05,0.97747,1.172964
43.099246,475.240331,4,163597600.0,0.811181,13.915824,43.049181,43.304043,475.240331,26.253082,475.24,7.902965,0.000254,54.333174,A2,F1,use,475.22_475.25_1,6.2e-05,0.97747,1.172964
42.250783,475.240127,4,207102000.0,0.815031,20.694714,41.973254,42.540171,475.240127,26.941447,475.24,8.110184,0.00041,52.741449,A3,F1,use,475.22_475.25_1,0.000266,0.975097,1.170117
70.442396,475.503,4,1714845000.0,0.711778,26.374134,70.281972,70.867275,475.503,29.642936,475.5,8.923413,0.002666,89.229439,A2,F1,use,475.48_475.51_1,1.5e-05,0.980801,1.176961
70.388347,475.502985,4,1359786000.0,0.828822,23.824381,70.206731,70.794219,475.502985,29.591615,475.5,8.907964,0.002573,88.559504,A1,F1,use,475.48_475.51_1,1.5e-05,0.980801,1.176961
70.597466,475.503005,4,1240683000.0,0.745062,24.953693,70.474677,71.035278,475.503005,29.524168,475.5,8.88766,0.002455,87.821133,A3,F1,use,475.48_475.51_1,2e-05,0.977762,1.173314
61.863189,475.515624,4,24199810.0,0.811174,8.425304,61.839858,61.972459,475.515624,23.779375,475.52,7.158305,4.6e-05,77.833528,A1,F1,use,475.51_475.54_1,0.000307,0.990149,1.188179
62.215137,475.515317,4,21896310.0,0.719958,7.691404,62.103483,62.290767,475.515317,23.699865,475.52,7.13437,4.3e-05,77.438523,A3,F1,use,475.51_475.54_1,0.000307,0.990149,1.188179
61.901118,475.515665,4,35262050.0,0.790998,8.766069,61.746343,61.908664,475.515665,24.039118,475.52,7.236496,5.5e-05,78.328767,A2,F1,use,475.51_475.54_1,4.2e-05,0.988702,1.186443
41.717681,475.720006,4,170826400.0,0.764134,10.159475,41.559303,41.878031,475.720006,26.598838,475.72,8.007048,0.000323,52.48734,A1,F1,use,475.71_475.74_1,3.3e-05,0.993567,1.19228
41.581219,475.719973,4,113409500.0,0.818455,10.647824,41.413957,41.752325,475.719973,26.072647,475.72,7.848649,0.000224,51.903566,A3,F1,use,475.71_475.74_1,3.3e-05,0.993567,1.19228
42.257678,475.719837,4,176610300.0,0.764716,10.089997,42.123706,42.398368,475.719837,26.3635,475.72,7.936204,0.000275,53.259136,A2,F1,use,475.71_475.74_1,0.00017,0.992879,1.191454
16.860756,476.401936,4,1567516.0,0.775189,9.589015,16.753151,16.981445,476.401936,19.895729,476.4,5.989211,3e-06,21.311413,A3,F1,use,476.38_476.41_0,0.000208,0.982194,1.178633
15.594774,476.401728,4,1139001.0,0.787019,5.074888,15.512492,15.658901,476.401728,19.086843,476.4,5.745712,2e-06,19.246968,A2,F1,use,476.38_476.41_0,0.000208,0.982194,1.178633
46.016292,476.726365,4,23921900.0,0.813365,6.730611,45.924866,46.115271,476.726365,23.479334,476.73,7.067984,3.7e-05,58.056008,A2,F1,use,476.71_476.74_0,0.000383,0.99519,1.194228
